#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000206F_002.ver1.0.g241850.t01 -          LRR_4                PF12799.13  9.7e-123  397.1 211.8   2.6e-05   24.0   1.0  35.2  29   4   8  38  38  36  31 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000090F_008.ver1.0.g194800.t01 -          LRR_4                PF12799.13   3.8e-09   36.2  22.9   7.2e-06   25.8   5.7   3.5   1   1   1   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391180.t01      -          LRR_4                PF12799.13   4.5e-09   36.0  19.7   1.3e-06   28.1   3.6   3.5   3   1   1   4   4   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000229F_001.ver1.0.g243820.t01 -          LRR_4                PF12799.13   4.7e-09   35.9  23.2   0.00017   21.4   6.8   5.1   2   2   4   6   6   4   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g267110.t01      -          LRR_4                PF12799.13     5e-09   35.8  10.3     0.062   13.3   0.0   3.6   3   0   0   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000219F.ver1.0.g570600.t01      -          LRR_4                PF12799.13   5.6e-09   35.6   6.2     0.032   14.2   0.1   4.8   3   1   1   4   4   2   2 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000219F_001.ver1.0.g242850.t01 -          LRR_4                PF12799.13   5.8e-09   35.6   6.2     0.032   14.2   0.1   4.8   3   1   1   4   4   2   2 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151700.t01 -          LRR_4                PF12799.13   7.1e-09   35.3  26.7    0.0013   18.6   0.1   5.7   4   2   1   5   5   4   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391290.t01      -          LRR_4                PF12799.13   7.6e-09   35.2   9.1   0.00027   20.7   0.3   3.2   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000113F_005.ver1.0.g211370.t01 -          LRR_4                PF12799.13     8e-09   35.2  21.4   1.8e-05   24.5   1.6   3.2   1   1   3   4   4   4   3 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000113F_005.ver1.0.g211370.t02 -          LRR_4                PF12799.13     8e-09   35.2  21.4   1.8e-05   24.5   1.6   3.2   1   1   3   4   4   4   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000113F.ver1.0.g501520.t01      -          LRR_4                PF12799.13     8e-09   35.2  21.4   1.8e-05   24.5   1.6   3.2   1   1   3   4   4   4   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000113F.ver1.0.g501520.t02      -          LRR_4                PF12799.13     8e-09   35.2  21.4   1.8e-05   24.5   1.6   3.2   1   1   3   4   4   4   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000578F.ver1.0.g617750.t01      -          LRR_4                PF12799.13   8.6e-09   35.0  27.1   0.00086   19.2   2.5   5.4   3   1   3   6   6   5   3 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000113F_005.ver1.0.g211370.t04 -          LRR_4                PF12799.13   8.6e-09   35.0  21.8     2e-05   24.4   1.8   3.1   1   1   2   3   3   3   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g413580.t01      -          LRR_4                PF12799.13   8.8e-09   35.0  24.5    0.0033   17.3   1.1   5.6   4   1   1   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065830.t01 -          LRR_4                PF12799.13   9.7e-09   34.9  21.3   0.00014   21.7   0.7   5.5   3   1   4   7   7   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g217920.t01 -          LRR_4                PF12799.13   9.8e-09   34.9  11.8   8.1e-07   28.8   1.0   3.6   2   1   1   3   3   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000578F.ver1.0.g617750.t02      -          LRR_4                PF12799.13   1.1e-08   34.7  27.0    0.0009   19.1   2.5   5.4   3   1   3   6   6   5   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124620.t01 -          LRR_4                PF12799.13   1.2e-08   34.6  32.7    0.0004   20.2   0.8   7.1   2   1   8  10  10   7   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312150.t02      -          LRR_4                PF12799.13   1.2e-08   34.6   2.0    0.0056   16.6   0.0   2.9   2   0   0   2   2   2   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g471130.t01      -          LRR_4                PF12799.13   1.4e-08   34.4   5.9    0.0018   18.1   2.9   3.8   1   1   1   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312760.t01      -          LRR_4                PF12799.13   1.5e-08   34.3  22.4   0.00015   21.5   1.1   5.5   3   1   4   7   7   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219400.t01 -          LRR_4                PF12799.13   1.6e-08   34.2  17.2     0.002   18.0   5.7   3.7   2   1   1   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514650.t01      -          LRR_4                PF12799.13   1.6e-08   34.2  17.2     0.002   18.0   5.7   3.7   2   1   1   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g270980.t02      -          LRR_4                PF12799.13   1.6e-08   34.2   3.5   9.1e-05   22.3   1.6   2.6   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312150.t01      -          LRR_4                PF12799.13   1.7e-08   34.1   2.0    0.0064   16.4   0.0   2.8   2   0   0   2   2   2   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g270980.t04      -          LRR_4                PF12799.13   1.7e-08   34.1   3.5   9.6e-05   22.2   1.6   2.6   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g218190.t01 -          LRR_4                PF12799.13   1.8e-08   34.1  44.3    0.0014   18.5   4.1   8.5   5   2   3   9   9   5   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373970.t01      -          LRR_4                PF12799.13   1.8e-08   34.0  76.4    0.0033   17.3   5.2   8.7   3   2   6   9   9   8   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_016.ver1.0.g161440.t01 -          LRR_4                PF12799.13   1.9e-08   34.0   2.0    0.0028   17.5   0.0   3.0   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386280.t01      -          LRR_4                PF12799.13     2e-08   33.9  34.4    0.0023   17.8   3.4   7.3   2   1   7   9   9   6   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391090.t01      -          LRR_4                PF12799.13   2.1e-08   33.9  12.9   7.4e-07   28.9   2.5   2.7   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g325920.t01      -          LRR_4                PF12799.13   2.1e-08   33.8  23.5    0.0006   19.7   1.0   5.5   2   2   5   8   8   6   5 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t05 -          LRR_4                PF12799.13   2.2e-08   33.7  19.8   0.00098   19.0   0.9   4.7   2   1   2   5   5   4   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391150.t01      -          LRR_4                PF12799.13   2.3e-08   33.7  15.9   1.5e-07   31.1   5.3   2.9   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t05      -          LRR_4                PF12799.13   2.3e-08   33.7  19.8   0.00098   19.0   0.9   4.7   2   1   2   5   5   4   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_061.ver1.0.g041840.t01 -          LRR_4                PF12799.13   2.5e-08   33.6   0.4      0.01   15.7   0.1   3.9   2   2   1   4   4   3   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g286040.t01      -          LRR_4                PF12799.13   2.5e-08   33.6   0.4      0.01   15.7   0.1   3.9   2   2   1   4   4   3   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000609F.ver1.0.g618870.t01      -          LRR_4                PF12799.13   2.5e-08   33.6  13.3   0.00022   21.0   0.3   5.4   3   2   1   5   5   2   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082610.t01 -          LRR_4                PF12799.13   2.6e-08   33.5  18.1   0.00058   19.7   5.2   2.7   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000015F_032.ver1.0.g092680.t01 -          LRR_4                PF12799.13   2.6e-08   33.5  26.1    0.0076   16.2   4.0   5.7   1   1   3   6   6   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000132F.ver1.0.g522400.t01      -          LRR_4                PF12799.13   2.6e-08   33.5   0.9     0.022   14.7   0.0   3.7   1   1   5   6   6   5   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000108F.ver1.0.g498670.t01      -          LRR_4                PF12799.13   2.7e-08   33.5   0.9     0.022   14.7   0.0   3.6   1   1   5   6   6   5   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t06 -          LRR_4                PF12799.13   2.8e-08   33.4  19.4    0.0012   18.7   0.8   4.8   2   1   2   5   5   4   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198430.t01 -          LRR_4                PF12799.13   2.8e-08   33.4  54.3    0.0037   17.2   0.4  10.5   5   3   5  12  12   6   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000203F.ver1.0.g564600.t01      -          LRR_4                PF12799.13   2.9e-08   33.4  11.6    0.0005   19.9   0.2   3.7   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t06      -          LRR_4                PF12799.13   3.2e-08   33.3  19.4    0.0013   18.6   0.8   4.8   2   1   2   5   5   4   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g270980.t01      -          LRR_4                PF12799.13   3.2e-08   33.3   3.5   0.00013   21.8   1.6   2.6   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g270980.t03      -          LRR_4                PF12799.13   3.2e-08   33.3   3.5   0.00013   21.8   1.6   2.6   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_003.ver1.0.g201250.t01 -          LRR_4                PF12799.13     4e-08   32.9  13.5   0.00029   20.7   4.5   2.6   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_065.ver1.0.g007490.t01 -          LRR_4                PF12799.13     4e-08   32.9   4.0    0.0014   18.5   0.1   2.9   1   1   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466600.t01      -          LRR_4                PF12799.13   4.4e-08   32.8   2.8    0.0029   17.5   0.0   3.7   3   1   1   4   4   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000027F_004.ver1.0.g120280.t01 -          LRR_4                PF12799.13     5e-08   32.6  20.8   0.00033   20.5   0.6   6.0   3   1   4   7   7   3   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t04 -          LRR_4                PF12799.13   5.2e-08   32.6  19.5    0.0014   18.5   0.9   4.9   2   1   1   4   4   3   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t02 -          LRR_4                PF12799.13   5.2e-08   32.6  19.2    0.0013   18.6   0.7   4.9   2   1   0   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t03      -          LRR_4                PF12799.13   5.3e-08   32.5  19.5    0.0014   18.5   0.9   4.9   2   1   1   4   4   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t04      -          LRR_4                PF12799.13   5.3e-08   32.5  19.2    0.0013   18.6   0.7   4.9   2   1   0   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t03 -          LRR_4                PF12799.13   5.5e-08   32.5  19.2    0.0013   18.6   0.7   4.9   2   1   0   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t02      -          LRR_4                PF12799.13   5.6e-08   32.5  19.2    0.0013   18.6   0.7   4.9   2   1   0   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_017.ver1.0.g161730.t01 -          LRR_4                PF12799.13   6.6e-08   32.2  25.4     0.032   14.2   1.5   6.8   3   2   1   6   6   4   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000504F.ver1.0.g614830.t01      -          LRR_4                PF12799.13   6.9e-08   32.2   3.2    0.0029   17.5   0.0   3.6   3   1   1   4   4   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256070.t02      -          LRR_4                PF12799.13   7.2e-08   32.1  20.0      0.07   13.1   0.1   6.0   4   2   3   7   7   5   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000196F.ver1.0.g560740.t01      -          LRR_4                PF12799.13   7.2e-08   32.1  12.9    0.0013   18.6   1.4   3.2   2   1   1   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262180.t01      -          LRR_4                PF12799.13   9.8e-08   31.7  12.2     0.001   18.9   1.7   3.7   1   1   3   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262180.t02      -          LRR_4                PF12799.13   9.8e-08   31.7  12.2     0.001   18.9   1.7   3.7   1   1   3   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371190.t01      -          LRR_4                PF12799.13     1e-07   31.6  46.1   8.1e-05   22.4   0.1   9.7   7   1   5  13  13   6   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000225F.ver1.0.g572870.t01      -          LRR_4                PF12799.13   1.1e-07   31.6  20.8    0.0023   17.8   0.6   6.9   5   2   1   7   7   3   3 | TM
VITVvi_vCabSauv08_v1.1_Primary000407F.ver1.0.g605790.t01      -          LRR_4                PF12799.13   1.1e-07   31.6   8.6   4.4e-06   26.4   0.8   7.1   4   2   2   8   8   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204840.t01 -          LRR_4                PF12799.13   1.1e-07   31.5   3.2     0.012   15.6   0.1   3.8   2   2   2   4   4   3   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000102F.ver1.0.g492100.t01      -          LRR_4                PF12799.13   1.1e-07   31.5   3.2     0.012   15.6   0.1   3.8   2   2   2   4   4   3   3 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082610.t02 -          LRR_4                PF12799.13   1.1e-07   31.5  15.3   0.00084   19.2   5.0   2.6   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330720.t01      -          LRR_4                PF12799.13   1.1e-07   31.5  15.3   0.00084   19.2   5.0   2.6   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t01 -          LRR_4                PF12799.13   1.2e-07   31.5  19.7   3.2e-05   23.7   9.1   3.0   1   1   2   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t02 -          LRR_4                PF12799.13   1.2e-07   31.5  19.7   3.2e-05   23.7   9.1   3.0   1   1   2   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082590.t03 -          LRR_4                PF12799.13   1.2e-07   31.5  19.7   3.2e-05   23.7   9.1   3.0   1   1   2   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t01      -          LRR_4                PF12799.13   1.2e-07   31.5  19.7   3.2e-05   23.7   9.1   3.0   1   1   2   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t02      -          LRR_4                PF12799.13   1.2e-07   31.5  19.7   3.2e-05   23.7   9.1   3.0   1   1   2   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g330690.t03      -          LRR_4                PF12799.13   1.2e-07   31.5  19.7   3.2e-05   23.7   9.1   3.0   1   1   2   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256070.t01      -          LRR_4                PF12799.13   1.2e-07   31.4  18.5       0.1   12.6   0.1   6.0   4   2   3   7   7   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t03      -          LRR_4                PF12799.13   1.5e-07   31.1  21.1    0.0017   18.2   5.3   3.6   1   1   2   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391170.t01      -          LRR_4                PF12799.13   1.5e-07   31.1   3.4   1.5e-07   31.1   3.4   2.6   2   1   1   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_020.ver1.0.g077520.t02 -          LRR_4                PF12799.13   1.6e-07   31.0  14.1   0.00016   21.5   1.0   3.4   1   1   3   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g327640.t01      -          LRR_4                PF12799.13   1.7e-07   30.9  14.1   0.00016   21.5   1.0   3.4   1   1   3   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391260.t01      -          LRR_4                PF12799.13   1.9e-07   30.8   9.9   7.7e-07   28.8   1.0   2.5   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_020.ver1.0.g103620.t02 -          LRR_4                PF12799.13   2.5e-07   30.4   3.0   0.00015   21.5   0.6   2.5   2   0   0   2   2   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_020.ver1.0.g103620.t04 -          LRR_4                PF12799.13   2.5e-07   30.4   3.0   0.00015   21.5   0.6   2.5   2   0   0   2   2   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391160.t01      -          LRR_4                PF12799.13   2.7e-07   30.3   5.4   2.7e-07   30.3   5.4   2.6   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000203F.ver1.0.g564610.t01      -          LRR_4                PF12799.13   2.7e-07   30.3  16.3   9.3e-06   25.4   3.9   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000396F.ver1.0.g604670.t01      -          LRR_4                PF12799.13   2.7e-07   30.3  16.3   6.1e-05   22.8   5.2   4.9   3   2   1   5   5   2   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000020F_020.ver1.0.g103620.t03 -          LRR_4                PF12799.13   3.1e-07   30.1   3.0   0.00019   21.3   0.6   2.7   2   0   0   2   2   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t01 -          LRR_4                PF12799.13   3.1e-07   30.1   7.2   0.00014   21.7   0.2   2.6   1   1   1   2   2   2   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416590.t01      -          LRR_4                PF12799.13   3.1e-07   30.1  33.1   0.00012   21.9   0.5   7.0   2   2   5   7   7   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065220.t01 -          LRR_4                PF12799.13   3.1e-07   30.1   7.2    0.0057   16.6   0.0   3.3   3   0   0   3   3   2   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376470.t01      -          LRR_4                PF12799.13   3.3e-07   30.0   7.8   0.00039   20.3   0.9   3.0   1   1   1   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t01      -          LRR_4                PF12799.13   3.3e-07   30.0  21.0    0.0023   17.8   5.3   3.6   1   1   2   3   3   3   3 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t04      -          LRR_4                PF12799.13   3.3e-07   30.0  21.0    0.0023   17.8   5.3   3.6   1   1   2   3   3   3   3 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t05      -          LRR_4                PF12799.13   3.3e-07   30.0  21.0    0.0023   17.8   5.3   3.6   1   1   2   3   3   3   3 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000225F_002.ver1.0.g243290.t02 -          LRR_4                PF12799.13   3.3e-07   30.0   8.1   5.9e-05   22.9   1.0   2.5   1   1   2   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000225F.ver1.0.g572930.t02      -          LRR_4                PF12799.13   3.3e-07   30.0   8.1   5.9e-05   22.9   1.0   2.6   1   1   2   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t02      -          LRR_4                PF12799.13   3.3e-07   30.0  21.1    0.0022   17.8   5.3   3.5   1   1   2   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220320.t01 -          LRR_4                PF12799.13   3.4e-07   30.0  14.7    0.0023   17.8   4.9   3.5   1   1   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516830.t01      -          LRR_4                PF12799.13   3.4e-07   30.0  14.7    0.0023   17.8   4.9   3.5   1   1   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000022F.ver1.0.g364060.t02      -          LRR_4                PF12799.13   3.4e-07   30.0   5.0   0.00027   20.8   0.4   2.9   2   0   0   2   2   2   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_020.ver1.0.g103620.t01 -          LRR_4                PF12799.13   3.7e-07   29.8   3.0   0.00021   21.1   0.6   2.7   2   0   0   2   2   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000396F.ver1.0.g604700.t01      -          LRR_4                PF12799.13   4.4e-07   29.6  27.9   0.00015   21.6   3.9   5.7   3   1   3   7   7   4   3 | TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552780.t01      -          LRR_4                PF12799.13   4.6e-07   29.6   6.3    0.0012   18.7   2.5   2.4   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000480F.ver1.0.g612930.t01      -          LRR_4                PF12799.13     5e-07   29.5   5.4       1.4    9.0   0.2   5.2   4   1   2   6   6   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t03 -          LRR_4                PF12799.13   5.2e-07   29.4   7.2   0.00017   21.4   0.2   2.6   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000163F.ver1.0.g543490.t01      -          LRR_4                PF12799.13   5.3e-07   29.4  19.0   0.00052   19.8   0.1   4.5   3   1   0   4   4   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g384910.t01      -          LRR_4                PF12799.13     6e-07   29.2   4.6   0.00018   21.3   0.1   2.6   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000022F.ver1.0.g364060.t01      -          LRR_4                PF12799.13     6e-07   29.2   4.8   0.00036   20.4   0.4   2.8   2   0   0   2   2   2   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000163F.ver1.0.g543490.t02      -          LRR_4                PF12799.13   6.4e-07   29.1  14.9   0.00051   19.9   0.1   3.7   2   1   0   3   3   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_009.ver1.0.g000260.t01 -          LRR_4                PF12799.13   6.9e-07   29.0  15.0   3.8e-05   23.5   0.8   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_009.ver1.0.g153890.t01 -          LRR_4                PF12799.13   6.9e-07   29.0  36.4     0.011   15.7   0.9   7.2   4   2   4   8   8   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000046F.ver1.0.g417120.t02      -          LRR_4                PF12799.13   6.9e-07   29.0  36.4     0.011   15.7   0.9   7.2   4   2   4   8   8   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g258230.t01      -          LRR_4                PF12799.13   7.4e-07   28.9  15.1   3.8e-05   23.5   0.8   2.9   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g323560.t01      -          LRR_4                PF12799.13   7.5e-07   28.9   8.2   0.00052   19.9   0.1   4.0   1   1   4   5   5   4   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_020.ver1.0.g077520.t01 -          LRR_4                PF12799.13   8.9e-07   28.7  14.7   0.00025   20.9   1.0   3.3   1   1   3   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000022F_013.ver1.0.g108920.t01 -          LRR_4                PF12799.13   9.9e-07   28.5   4.8   0.00046   20.0   0.4   2.8   2   0   0   2   2   2   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000615F.ver1.0.g619080.t01      -          LRR_4                PF12799.13     1e-06   28.5  24.0   0.00067   19.5   1.1   6.8   5   2   2   7   7   3   3 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t01 -          LRR_4                PF12799.13   1.1e-06   28.4  22.1    0.0013   18.6   0.9   4.8   1   1   6   7   7   5   3 | TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t01      -          LRR_4                PF12799.13   1.1e-06   28.4  22.1    0.0013   18.6   0.9   4.8   1   1   6   7   7   5   3 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000030F_012.ver1.0.g131180.t02 -          LRR_4                PF12799.13   1.2e-06   28.3  11.5   4.3e-06   26.5   4.1   2.3   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000079F_014.ver1.0.g183450.t01 -          LRR_4                PF12799.13   1.2e-06   28.3  12.7   1.1e-05   25.2   3.0   3.3   1   1   2   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000027F.ver1.0.g381130.t01      -          LRR_4                PF12799.13   1.2e-06   28.2  23.6   0.00097   19.0   1.9   6.2   3   2   5   8   8   3   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g311590.t01      -          LRR_4                PF12799.13   1.3e-06   28.2   0.1      0.54   10.3   0.0   3.8   4   0   0   4   4   2   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391080.t01      -          LRR_4                PF12799.13   1.3e-06   28.2   1.8   4.4e-06   26.4   1.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000113F.ver1.0.g500700.t01      -          LRR_4                PF12799.13   1.3e-06   28.1  15.9    0.0083   16.0   0.0   5.3   4   1   2   6   6   2   2 | SP
