#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321910.t01      -          LRR_6                PF13516.12   2.1e-17   61.4  43.4      0.35   10.7   0.1  17.9  18   0   0  18  18   5   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_004.ver1.0.g219050.t01 -          LRR_6                PF13516.12    0.0014   18.2 104.5      0.13   12.1   0.1  21.9  27   1   0  27  27   8   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g101900.t01 -          LRR_6                PF13516.12    0.0015   18.1   0.1    0.0015   18.1   0.1  38.6  49   0   0  49  49   4   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t03 -          LRR_6                PF13516.12    0.0015   18.1  65.1       1.2    9.0   0.1  17.5  22   0   0  22  22   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391080.t01      -          LRR_6                PF13516.12    0.0016   18.1   2.6       1.6    8.7   0.7   2.8   2   0   0   2   2   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000027F.ver1.0.g382660.t01      -          LRR_6                PF13516.12    0.0016   18.0  12.7       1.1    9.2   0.6   5.2   5   0   0   5   5   3   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115370.t03 -          LRR_6                PF13516.12    0.0017   18.0  13.4        14    5.7   0.1   6.9   6   0   0   6   6   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000119F_006.ver1.0.g216400.t01 -          LRR_6                PF13516.12    0.0018   17.9  11.4     0.097   12.5   0.1   5.2   5   0   0   5   5   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000030F_012.ver1.0.g131180.t02 -          LRR_6                PF13516.12    0.0018   17.9   4.8       1.2    9.0   0.3   3.7   3   0   0   3   3   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198640.t01 -          LRR_6                PF13516.12    0.0019   17.8  59.3       1.4    8.9   0.0  17.0  21   0   0  21  21   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000054F_003.ver1.0.g163900.t01 -          LRR_6                PF13516.12    0.0019   17.8  22.4      0.22   11.3   0.6   6.5   6   0   0   6   6   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000054F_003.ver1.0.g163900.t02 -          LRR_6                PF13516.12    0.0019   17.8  22.4      0.22   11.3   0.6   6.5   6   0   0   6   6   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337050.t01      -          LRR_6                PF13516.12     0.002   17.7  83.8       1.1    9.1   0.2  22.3  27   0   0  27  27   5   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000636F.ver1.0.g619810.t01      -          LRR_6                PF13516.12     0.002   17.7   3.2      0.98    9.3   0.3   4.1   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000229F.ver1.0.g574110.t01      -          LRR_6                PF13516.12     0.002   17.7  85.7       4.2    7.3   0.0  20.6  23   1   0  23  23   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g536540.t01      -          LRR_6                PF13516.12    0.0021   17.7   3.2      0.98    9.3   0.3   4.1   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516180.t03      -          LRR_6                PF13516.12    0.0021   17.7   0.2        12    5.9   0.1   3.8   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_003.ver1.0.g153310.t01 -          LRR_6                PF13516.12    0.0021   17.6   8.9        25    4.9   0.1   7.0   8   0   0   8   8   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_003.ver1.0.g153310.t02 -          LRR_6                PF13516.12    0.0021   17.6   8.9        25    4.9   0.1   7.0   8   0   0   8   8   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_003.ver1.0.g153310.t03 -          LRR_6                PF13516.12    0.0021   17.6   8.9        25    4.9   0.1   7.0   8   0   0   8   8   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000030F_012.ver1.0.g131180.t01 -          LRR_6                PF13516.12    0.0021   17.6   4.2       1.6    8.7   0.3   3.7   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g274120.t02      -          LRR_6                PF13516.12    0.0022   17.6  56.2       1.9    8.4   0.7  13.9  16   0   0  16  16   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537160.t01      -          LRR_6                PF13516.12    0.0023   17.5  53.1      0.37   10.7   0.9  13.2  13   0   0  13  13   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000156F.ver1.0.g538690.t01      -          LRR_6                PF13516.12    0.0023   17.5  95.9       0.1   12.4   0.6  19.3  22   0   0  22  22   7   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220320.t01 -          LRR_6                PF13516.12    0.0026   17.4   8.9     0.051   13.3   0.6   4.0   4   0   0   4   4   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516830.t01      -          LRR_6                PF13516.12    0.0026   17.4   8.9     0.051   13.3   0.6   4.0   4   0   0   4   4   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000119F_006.ver1.0.g216310.t02 -          LRR_6                PF13516.12    0.0026   17.3   6.2       1.1    9.1   0.1   5.7   5   0   0   5   5   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000119F_006.ver1.0.g216310.t01 -          LRR_6                PF13516.12    0.0027   17.3   6.2       1.1    9.1   0.1   5.7   5   0   0   5   5   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000022F_016.ver1.0.g109660.t01 -          LRR_6                PF13516.12    0.0031   17.1   8.9        43    4.2   0.3   6.5   7   0   0   7   7   0   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547690.t01      -          LRR_6                PF13516.12    0.0032   17.1  83.4       1.7    8.6   0.1  20.2  23   0   0  23  23   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391150.t01      -          LRR_6                PF13516.12    0.0032   17.1   8.7      0.56   10.1   0.3   4.1   4   0   0   4   4   2   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g353550.t01      -          LRR_6                PF13516.12    0.0034   17.0  79.2         2    8.4   0.0  18.3  23   0   0  23  23   7   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000219F.ver1.0.g570600.t01      -          LRR_6                PF13516.12    0.0036   16.9   6.3        11    6.0   0.0   5.5   6   0   0   6   6   2   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552770.t01      -          LRR_6                PF13516.12    0.0036   16.9 106.1      0.57   10.1   0.1  23.4  27   0   0  27  27   6   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000242F.ver1.0.g577020.t02      -          LRR_6                PF13516.12    0.0037   16.9  13.5        15    5.6   0.4   7.4   7   0   0   7   7   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000242F_002.ver1.0.g244220.t01 -          LRR_6                PF13516.12    0.0037   16.9  13.5        15    5.6   0.4   7.4   7   0   0   7   7   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000219F_001.ver1.0.g242850.t01 -          LRR_6                PF13516.12    0.0037   16.9   6.3        11    6.0   0.0   5.5   6   0   0   6   6   2   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337140.t01      -          LRR_6                PF13516.12    0.0038   16.9  29.8        17    5.5   0.0   9.8  11   0   0  11  11   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g336110.t01      -          LRR_6                PF13516.12    0.0038   16.9  14.6       1.6    8.7   0.0   7.0   7   0   0   7   7   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516180.t01      -          LRR_6                PF13516.12    0.0041   16.7   0.2        15    5.6   0.1   3.7   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516180.t02      -          LRR_6                PF13516.12    0.0041   16.7   0.2        15    5.6   0.1   3.7   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115370.t02 -          LRR_6                PF13516.12    0.0042   16.7  15.6        17    5.4   0.1   7.6   7   0   0   7   7   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115440.t01 -          LRR_6                PF13516.12    0.0042   16.7   6.9       2.4    8.1   0.0   6.2   6   0   0   6   6   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554750.t01      -          LRR_6                PF13516.12    0.0046   16.6  23.5      0.44   10.4   0.3   5.8   6   0   0   6   6   3   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t01 -          LRR_6                PF13516.12    0.0048   16.5   4.9      0.74    9.7   0.1   3.6   3   0   0   3   3   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g115370.t01 -          LRR_6                PF13516.12    0.0048   16.5  13.4        17    5.5   0.1   6.8   6   0   0   6   6   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547570.t01      -          LRR_6                PF13516.12     0.005   16.5  81.3      0.19   11.5   0.0  17.7  22   0   0  22  22   6   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000242F_002.ver1.0.g244220.t02 -          LRR_6                PF13516.12    0.0053   16.4  17.7       9.7    6.2   0.4   7.7   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000225F.ver1.0.g572860.t01      -          LRR_6                PF13516.12    0.0055   16.4   2.7       2.3    8.1   0.3   2.8   2   0   0   2   2   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g367520.t01      -          LRR_6                PF13516.12    0.0056   16.3 103.1      0.73    9.7   0.3  20.1  23   0   0  23  23   8   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000242F.ver1.0.g577020.t01      -          LRR_6                PF13516.12    0.0056   16.3  17.7       9.7    6.2   0.4   7.6   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_028.ver1.0.g135780.t01 -          LRR_6                PF13516.12    0.0057   16.3  71.5      0.67    9.8   0.6  18.7  21   0   0  21  21   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_007.ver1.0.g159710.t01 -          LRR_6                PF13516.12    0.0061   16.2  75.5     0.095   12.5   0.1  18.6  21   0   0  21  21   5   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000225F.ver1.0.g572930.t02      -          LRR_6                PF13516.12    0.0062   16.2   3.7       1.9    8.4   0.3   2.9   3   0   0   3   3   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000244F.ver1.0.g577680.t01      -          LRR_6                PF13516.12    0.0062   16.2  76.1       1.1    9.1   0.1  17.4  21   0   0  21  21   6   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000225F_002.ver1.0.g243290.t02 -          LRR_6                PF13516.12    0.0062   16.2   3.7       1.9    8.4   0.3   2.9   3   0   0   3   3   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g327340.t01      -          LRR_6                PF13516.12    0.0067   16.1   7.0       4.7    7.2   0.0   4.9   5   0   0   5   5   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371200.t02      -          LRR_6                PF13516.12    0.0069   16.1  11.5        18    5.4   0.0   6.6   6   0   0   6   6   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198430.t01 -          LRR_6                PF13516.12    0.0073   16.0  40.1       2.3    8.2   0.1  12.7  15   0   0  15  15   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_008.ver1.0.g114060.t04 -          LRR_6                PF13516.12    0.0073   16.0  13.4        17    5.4   0.1   6.7   6   0   0   6   6   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t03      -          LRR_6                PF13516.12    0.0074   16.0  23.2        11    6.0   0.1   7.5   8   0   0   8   8   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t03 -          LRR_6                PF13516.12    0.0075   15.9   4.9      0.88    9.5   0.1   3.6   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g384910.t01      -          LRR_6                PF13516.12    0.0076   15.9   4.9      0.88    9.5   0.1   3.6   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t01      -          LRR_6                PF13516.12    0.0078   15.9  28.0       8.4    6.4   0.0   9.6  10   0   0  10  10   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000122F.ver1.0.g511160.t01      -          LRR_6                PF13516.12    0.0079   15.9   7.1       2.8    7.9   0.0   4.0   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000122F.ver1.0.g511160.t02      -          LRR_6                PF13516.12    0.0079   15.9   7.1       2.8    7.9   0.0   4.0   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t02      -          LRR_6                PF13516.12    0.0084   15.8  23.2        11    6.0   0.1   7.5   8   0   0   8   8   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200980.t01 -          LRR_6                PF13516.12    0.0086   15.7 120.3      0.19   11.5   0.3  25.3  29   0   0  29  29   5   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000119F.ver1.0.g509930.t01      -          LRR_6                PF13516.12    0.0089   15.7   8.4         1    9.3   0.1   5.7   5   0   0   5   5   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000119F.ver1.0.g509930.t02      -          LRR_6                PF13516.12     0.009   15.7   8.4         1    9.3   0.1   5.7   5   0   0   5   5   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t04 -          LRR_6                PF13516.12    0.0092   15.7   0.9      0.68    9.8   0.1   2.7   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g384910.t02      -          LRR_6                PF13516.12    0.0093   15.6   0.9      0.68    9.8   0.1   2.7   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000163F.ver1.0.g543490.t01      -          LRR_6                PF13516.12    0.0097   15.6  15.9       4.8    7.2   0.1   6.0   6   0   0   6   6   3   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000242F.ver1.0.g577020.t04      -          LRR_6                PF13516.12      0.01   15.5  17.7        11    6.1   0.4   7.5   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000242F_002.ver1.0.g244220.t04 -          LRR_6                PF13516.12      0.01   15.5  17.7        11    6.1   0.4   7.5   8   0   0   8   8   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g329080.t02      -          LRR_6                PF13516.12      0.01   15.5  96.4      0.68    9.8   0.1  21.1  24   1   1  25  25   7   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t02 -          LRR_6                PF13516.12     0.011   15.4  50.1       3.8    7.5   1.1  13.2  14   0   0  14  14   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000023F_025.ver1.0.g113780.t01 -          LRR_6                PF13516.12     0.011   15.4 103.5      0.73    9.7   0.3  20.1  23   0   0  23  23   8   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000032F_002.ver1.0.g132560.t01 -          LRR_6                PF13516.12     0.011   15.4  39.4      0.25   11.2   0.0  11.9  14   0   0  14  14   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000032F.ver1.0.g396370.t01      -          LRR_6                PF13516.12     0.011   15.4  39.4      0.25   11.2   0.0  11.9  14   0   0  14  14   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_037.ver1.0.g044700.t01 -          LRR_6                PF13516.12     0.011   15.4  48.5       0.4   10.6   0.0  14.0  17   0   0  17  17   2   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g101950.t01 -          LRR_6                PF13516.12     0.012   15.2  74.3       3.8    7.5   0.1  18.7  21   0   0  21  21   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219780.t01 -          LRR_6                PF13516.12     0.012   15.2  87.4      0.51   10.2   0.0  18.3  20   1   0  20  20   6   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547780.t01      -          LRR_6                PF13516.12     0.013   15.2  55.1        15    5.6   0.6  15.3  17   0   0  17  17   3   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g353530.t01      -          LRR_6                PF13516.12     0.013   15.2  77.4       1.2    9.1   0.0  17.2  20   0   0  20  20   5   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422510.t01      -          LRR_6                PF13516.12     0.013   15.2   0.1     0.013   15.2   0.1  18.5  23   0   0  23  23   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157060.t01 -          LRR_6                PF13516.12     0.013   15.2   0.1     0.013   15.2   0.1  18.4  23   0   0  23  23   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_002.ver1.0.g134990.t01 -          LRR_6                PF13516.12     0.013   15.2  68.2       1.3    8.9   0.0  16.5  18   0   0  18  18   6   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000035F.ver1.0.g400170.t01      -          LRR_6                PF13516.12     0.013   15.2  48.3       1.6    8.6   0.1  14.0  18   0   0  18  18   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375750.t01      -          LRR_6                PF13516.12     0.013   15.2  42.4         1    9.3   0.4   9.7  10   0   0  10  10   3   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t02 -          LRR_6                PF13516.12     0.014   15.1   0.9      0.84    9.5   0.1   2.7   2   0   0   2   2   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g384910.t03      -          LRR_6                PF13516.12     0.014   15.1   0.9      0.84    9.5   0.1   2.7   2   0   0   2   2   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425980.t01      -          LRR_6                PF13516.12     0.014   15.1  74.6      0.11   12.3   0.1  17.7  22   0   0  22  22   4   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t04      -          LRR_6                PF13516.12     0.014   15.1   0.1        17    5.5   0.0   3.5   3   0   0   3   3   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373900.t01      -          LRR_6                PF13516.12     0.016   15.0   2.8       3.8    7.5   0.2   4.3   4   0   0   4   4   1   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000316F.ver1.0.g593360.t01      -          LRR_6                PF13516.12     0.016   14.9 140.6      0.19   11.5   0.3  28.2  32   0   0  32  32   6   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000024F_008.ver1.0.g114060.t02 -          LRR_6                PF13516.12     0.016   14.9  15.6        21    5.2   0.1   7.4   7   0   0   7   7   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_008.ver1.0.g114060.t01 -          LRR_6                PF13516.12     0.017   14.9  13.4        20    5.2   0.1   6.6   6   0   0   6   6   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000049F_003.ver1.0.g158110.t01 -          LRR_6                PF13516.12     0.017   14.9  50.0      0.76    9.7   0.0  12.1  13   0   0  13  13   4   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g457140.t01      -          LRR_6                PF13516.12     0.017   14.9   1.7        73    3.5   0.0   4.9   4   0   0   4   4   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434250.t01      -          LRR_6                PF13516.12     0.017   14.9   1.7        73    3.5   0.0   4.9   4   0   0   4   4   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g059880.t02 -          LRR_6                PF13516.12     0.017   14.9  15.5       2.2    8.2   1.0   5.9   6   0   0   6   6   2   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t01 -          LRR_6                PF13516.12     0.017   14.8  28.5       8.4    6.4   0.0   9.6  10   0   0  10  10   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_039.ver1.0.g105480.t01 -          LRR_6                PF13516.12     0.018   14.7   6.6        25    4.9   0.1   5.7   6   0   0   6   6   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516540.t01      -          LRR_6                PF13516.12     0.018   14.7  35.0       8.4    6.4   0.0  12.3  14   0   0  14  14   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000421F.ver1.0.g607630.t01      -          LRR_6                PF13516.12     0.018   14.7  35.0       8.4    6.4   0.0  12.3  14   0   0  14  14   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000031F.ver1.0.g394050.t01      -          LRR_6                PF13516.12     0.019   14.7  73.4      0.54   10.1   0.4  14.4  15   0   0  15  15   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450030.t01      -          LRR_6                PF13516.12     0.019   14.7  43.7       3.9    7.4   0.9  12.0  13   0   0  13  13   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000019F_031.ver1.0.g101000.t01 -          LRR_6                PF13516.12     0.019   14.7  81.2       2.2    8.2   0.0  18.5  23   0   0  23  23   7   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592550.t01      -          LRR_6                PF13516.12     0.019   14.7  75.4      0.41   10.5   0.3  15.8  19   0   0  19  19   6   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t01      -          LRR_6                PF13516.12     0.019   14.7  50.1       3.8    7.5   1.1  13.2  14   0   0  14  14   4   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g521070.t01      -          LRR_6                PF13516.12     0.019   14.7  36.3      0.96    9.4   0.0  11.7  13   0   0  13  13   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_001.ver1.0.g247410.t01 -          LRR_6                PF13516.12     0.019   14.6 140.6       0.2   11.5   0.3  28.2  32   0   0  32  32   6   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000019F_036.ver1.0.g101160.t01 -          LRR_6                PF13516.12     0.019   14.6  77.5       1.2    9.1   0.0  17.2  20   0   0  20  20   5   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000023F_011.ver1.0.g111950.t01 -          LRR_6                PF13516.12      0.02   14.6   7.2      0.89    9.5   0.2   3.0   3   0   0   3   3   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416580.t01      -          LRR_6                PF13516.12      0.02   14.6  17.5       7.6    6.5   0.3   6.9   7   0   0   7   7   2   0 | TM
VITVvi_vCabSauv08_v1.1_Primary000609F.ver1.0.g618880.t01      -          LRR_6                PF13516.12     0.021   14.6   0.3      0.21   11.4   0.0   2.7   2   0   0   2   2   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_018.ver1.0.g038150.t01 -          LRR_6                PF13516.12     0.021   14.5   0.0       7.7    6.5   0.0   3.3   2   0   0   2   2   1   0 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000001F_068.ver1.0.g019890.t01 -          LRR_6                PF13516.12     0.021   14.5  11.6       4.1    7.4   0.2   4.8   4   0   0   4   4   1   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341640.t01      -          LRR_6                PF13516.12     0.022   14.5  12.5      0.49   10.3   0.3   5.1   5   0   0   5   5   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000079F.ver1.0.g460600.t01      -          LRR_6                PF13516.12     0.022   14.5  12.5      0.49   10.3   0.3   5.1   5   0   0   5   5   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g398720.t01      -          LRR_6                PF13516.12     0.022   14.5  68.6       1.3    8.9   0.0  16.5  18   0   0  18  18   5   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204680.t01 -          LRR_6                PF13516.12     0.023   14.4  91.9       9.2    6.3   0.0  21.6  24   1   0  24  24   3   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000087F_002.ver1.0.g191110.t01 -          LRR_6                PF13516.12     0.023   14.4  43.2       7.9    6.5   0.1  13.3  14   0   0  14  14   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000087F.ver1.0.g473110.t01      -          LRR_6                PF13516.12     0.023   14.4  43.2       7.9    6.5   0.1  13.3  14   0   0  14  14   2   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514650.t01      -          LRR_6                PF13516.12     0.024   14.4   9.1        32    4.6   0.1   5.8   6   0   0   6   6   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219400.t01 -          LRR_6                PF13516.12     0.024   14.4   9.1        32    4.6   0.1   5.8   6   0   0   6   6   0   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000203F.ver1.0.g564670.t01      -          LRR_6                PF13516.12     0.024   14.4   1.5       3.1    7.8   0.1   2.7   2   0   0   2   2   1   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065660.t01 -          LRR_6                PF13516.12     0.025   14.3   1.5        23    5.1   0.1   4.9   6   0   0   6   6   0   0 | SP
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426040.t01      -          LRR_6                PF13516.12     0.026   14.2  77.8       0.1   12.4   0.1  19.3  22   0   0  22  22   4   0 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_028.ver1.0.g135980.t01 -          LRR_6                PF13516.12     0.027   14.2  45.2       1.1    9.2   0.1  12.6  13   0   0  13  13   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399670.t01      -          LRR_6                PF13516.12     0.027   14.2  45.2       1.1    9.2   0.1  12.6  13   0   0  13  13   3   0 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g496040.t01      -          LRR_6                PF13516.12     0.028   14.2  53.3       3.8    7.5   0.8  12.6  16   0   0  16  16   4   0 | SP
