#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000123F_011.ver1.0.g217250.t01 -          Pkinase              PF00069.31  2.4e-195  642.7  10.3   1.8e-49  164.5   0.2   6.2   4   2   2   6   6   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208810.t01 -          Pkinase              PF00069.31   1.2e-40  135.6   0.1   2.7e-40  134.4   0.1   1.5   1   1   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497910.t01      -          Pkinase              PF00069.31   1.3e-40  135.5   0.1   2.9e-40  134.3   0.1   1.5   1   1   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g274120.t02      -          Pkinase              PF00069.31   1.5e-40  135.2   0.0   2.1e-40  134.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537160.t01      -          Pkinase              PF00069.31   1.6e-40  135.2   0.0   2.2e-40  134.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232710.t01 -          Pkinase              PF00069.31   1.6e-40  135.2   0.0   2.2e-40  134.7   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g274120.t01      -          Pkinase              PF00069.31   1.7e-40  135.1   0.0   2.3e-40  134.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391080.t01      -          Pkinase              PF00069.31   1.9e-40  134.9   0.0   3.7e-40  134.0   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t01 -          Pkinase              PF00069.31   2.3e-40  134.6   0.0   3.6e-40  134.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416060.t01      -          Pkinase              PF00069.31   2.5e-40  134.5   0.0   3.5e-40  134.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000081F.ver1.0.g463680.t01      -          Pkinase              PF00069.31   3.1e-40  134.2   0.0   4.3e-40  133.8   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416060.t02      -          Pkinase              PF00069.31   3.4e-40  134.1   0.0   4.7e-40  133.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t03 -          Pkinase              PF00069.31   6.1e-40  133.3   0.0   9.3e-40  132.7   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t01 -          Pkinase              PF00069.31   7.1e-40  133.1   0.0   1.1e-39  132.5   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t02 -          Pkinase              PF00069.31   7.1e-40  133.0   0.0   1.1e-39  132.4   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000001F_030.ver1.0.g014780.t01 -          Pkinase              PF00069.31   1.4e-39  132.0   0.0     2e-39  131.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g471130.t01      -          Pkinase              PF00069.31   1.9e-39  131.7   0.0   2.8e-39  131.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_037.ver1.0.g084350.t01 -          Pkinase              PF00069.31   1.9e-39  131.7   0.0   3.5e-39  130.8   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g059880.t02 -          Pkinase              PF00069.31     2e-39  131.6   0.0   2.6e-39  131.2   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000001F_030.ver1.0.g014780.t02 -          Pkinase              PF00069.31   2.2e-39  131.5   0.0     3e-39  131.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g319970.t01      -          Pkinase              PF00069.31   2.2e-39  131.4   0.0   3.1e-39  130.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g218180.t01 -          Pkinase              PF00069.31   2.5e-39  131.3   0.0   4.9e-39  130.3   0.0   1.4   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_005.ver1.0.g216980.t01 -          Pkinase              PF00069.31   2.7e-39  131.1   0.4   6.6e-33  110.2   0.2   2.2   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351410.t01      -          Pkinase              PF00069.31   2.9e-39  131.1   0.0   4.3e-39  130.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000578F.ver1.0.g617750.t01      -          Pkinase              PF00069.31   2.9e-39  131.0   0.0     4e-39  130.6   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g342270.t03      -          Pkinase              PF00069.31   3.4e-39  130.8   0.0   1.7e-38  128.6   0.0   1.9   1   1   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000118F.ver1.0.g509110.t01      -          Pkinase              PF00069.31   3.6e-39  130.8   0.0     6e-39  130.0   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g521070.t01      -          Pkinase              PF00069.31   4.3e-39  130.5   0.0   6.4e-39  129.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g342270.t02      -          Pkinase              PF00069.31   4.6e-39  130.4   0.0     2e-38  128.3   0.0   1.9   1   1   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g059880.t01 -          Pkinase              PF00069.31     5e-39  130.3   0.0     7e-39  129.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000164F_005.ver1.0.g236130.t02 -          Pkinase              PF00069.31   9.6e-39  129.3   0.0   1.6e-38  128.6   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000164F.ver1.0.g544140.t01      -          Pkinase              PF00069.31     1e-38  129.3   0.0   1.6e-38  128.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151570.t01 -          Pkinase              PF00069.31   1.2e-38  129.0   0.0   1.8e-38  128.4   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g332160.t01      -          Pkinase              PF00069.31   1.4e-38  128.8   0.0   2.7e-38  127.9   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g332160.t02      -          Pkinase              PF00069.31   1.4e-38  128.8   0.0   2.7e-38  127.9   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000319F.ver1.0.g594060.t01      -          Pkinase              PF00069.31   2.8e-38  127.8   0.0   4.1e-38  127.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_020.ver1.0.g077520.t01 -          Pkinase              PF00069.31   4.1e-38  127.3   0.0     6e-38  126.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000001F_068.ver1.0.g019890.t01 -          Pkinase              PF00069.31     7e-38  126.5   0.0     1e-37  126.0   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000304F.ver1.0.g591500.t02      -          Pkinase              PF00069.31   1.2e-37  125.7   0.0   1.6e-37  125.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000304F.ver1.0.g591500.t01      -          Pkinase              PF00069.31   1.4e-37  125.6   0.0   1.8e-37  125.1   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000118F.ver1.0.g509090.t01      -          Pkinase              PF00069.31   2.1e-37  125.0   0.1     2e-35  118.5   0.0   2.2   1   1   1   2   2   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g366510.t01      -          Pkinase              PF00069.31   3.4e-37  124.3   0.0   4.5e-37  123.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g268690.t01      -          Pkinase              PF00069.31   4.6e-37  123.8   0.0   6.8e-37  123.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t03      -          Pkinase              PF00069.31   7.5e-37  123.1   0.0   1.1e-36  122.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t05      -          Pkinase              PF00069.31   7.5e-37  123.1   0.0   1.1e-36  122.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000165F.ver1.0.g544760.t06      -          Pkinase              PF00069.31   7.5e-37  123.1   0.0   1.1e-36  122.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_036.ver1.0.g151210.t01 -          Pkinase              PF00069.31   8.1e-37  123.0   0.0   1.2e-36  122.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_038.ver1.0.g151440.t01 -          Pkinase              PF00069.31   8.1e-37  123.0   0.0   1.2e-36  122.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g001010.t02 -          Pkinase              PF00069.31   1.1e-36  122.5   0.0   1.7e-36  122.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516540.t01      -          Pkinase              PF00069.31   1.7e-36  122.0   0.0   2.2e-36  121.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000421F.ver1.0.g607630.t01      -          Pkinase              PF00069.31   1.7e-36  122.0   0.0   2.2e-36  121.6   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513470.t01      -          Pkinase              PF00069.31     2e-36  121.8   0.4   3.1e-36  121.1   0.4   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000247F_002.ver1.0.g244760.t02 -          Pkinase              PF00069.31   2.5e-36  121.4   0.0   3.5e-36  120.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000247F.ver1.0.g578410.t02      -          Pkinase              PF00069.31   2.5e-36  121.4   0.0   3.5e-36  120.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t01      -          Pkinase              PF00069.31   2.7e-36  121.3   0.0   4.5e-36  120.6   0.0   1.3   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t02 -          Pkinase              PF00069.31   2.9e-36  121.2   0.0   4.4e-36  120.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425940.t01      -          Pkinase              PF00069.31   3.6e-36  120.9   0.1   8.1e-36  119.7   0.1   1.6   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000087F_002.ver1.0.g191110.t02 -          Pkinase              PF00069.31   4.2e-36  120.7   0.0   6.6e-36  120.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000087F_002.ver1.0.g191110.t01 -          Pkinase              PF00069.31   4.4e-36  120.6   0.0   6.9e-36  120.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000087F.ver1.0.g473110.t01      -          Pkinase              PF00069.31   4.4e-36  120.6   0.0   6.9e-36  120.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t03      -          Pkinase              PF00069.31   4.5e-36  120.6   0.0   7.2e-36  119.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t05      -          Pkinase              PF00069.31   4.5e-36  120.6   0.0   7.2e-36  119.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t06      -          Pkinase              PF00069.31   4.5e-36  120.6   0.0   7.2e-36  119.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t01 -          Pkinase              PF00069.31   4.7e-36  120.5   0.0   6.9e-36  120.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t02 -          Pkinase              PF00069.31   4.7e-36  120.5   0.0   6.9e-36  120.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t03 -          Pkinase              PF00069.31   4.7e-36  120.5   0.0   6.9e-36  120.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t04 -          Pkinase              PF00069.31   4.7e-36  120.5   0.0   6.9e-36  120.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422510.t01      -          Pkinase              PF00069.31   5.9e-36  120.2   0.0   8.9e-36  119.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391230.t04      -          Pkinase              PF00069.31   5.9e-36  120.2   0.0   8.8e-36  119.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320020.t02      -          Pkinase              PF00069.31   6.8e-36  120.0   0.0     1e-35  119.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g280070.t01      -          Pkinase              PF00069.31   8.8e-36  119.6   0.0   1.2e-35  119.2   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_049.ver1.0.g027470.t01 -          Pkinase              PF00069.31   8.8e-36  119.6   0.0   1.2e-35  119.2   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320120.t01      -          Pkinase              PF00069.31   9.6e-36  119.5   0.0   1.4e-35  119.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000093F_009.ver1.0.g197040.t01 -          Pkinase              PF00069.31   1.5e-35  118.8   0.0   2.7e-35  118.0   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000122F.ver1.0.g511160.t01      -          Pkinase              PF00069.31   1.6e-35  118.8   0.0   2.9e-35  117.9   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000122F.ver1.0.g511160.t02      -          Pkinase              PF00069.31   1.6e-35  118.8   0.0   2.9e-35  117.9   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g333210.t01      -          Pkinase              PF00069.31   1.6e-35  118.8   0.0   2.9e-35  117.9   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000011F.ver1.0.g333210.t02      -          Pkinase              PF00069.31   1.6e-35  118.8   0.0   2.9e-35  117.9   0.0   1.4   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g281350.t01      -          Pkinase              PF00069.31   1.7e-35  118.7   0.0     5e-17   58.2   0.0   2.3   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157060.t01 -          Pkinase              PF00069.31   1.9e-35  118.6   0.0   2.8e-35  118.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000043F.ver1.0.g416000.t01      -          Pkinase              PF00069.31     2e-35  118.5   0.0     3e-35  117.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428420.t01      -          Pkinase              PF00069.31   3.3e-35  117.8   0.0   4.3e-35  117.4   0.0   1.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000578F.ver1.0.g617750.t02      -          Pkinase              PF00069.31   5.1e-35  117.1   0.0   1.2e-30  102.8   0.0   2.1   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000072F_002.ver1.0.g180370.t01 -          Pkinase              PF00069.31   5.5e-35  117.0   0.0     8e-35  116.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000072F.ver1.0.g453910.t01      -          Pkinase              PF00069.31   5.5e-35  117.0   0.0     8e-35  116.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_013.ver1.0.g096360.t01 -          Pkinase              PF00069.31   6.3e-35  116.8   0.0     1e-34  116.2   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_007.ver1.0.g159730.t01 -          Pkinase              PF00069.31   7.8e-35  116.5   0.1   4.8e-33  110.7   0.1   2.1   1   1   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391100.t01      -          Pkinase              PF00069.31     1e-34  116.1   0.6   2.1e-32  108.5   0.6   2.3   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_044.ver1.0.g044820.t01 -          Pkinase              PF00069.31   1.4e-34  115.7   0.0   1.9e-34  115.3   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416570.t01      -          Pkinase              PF00069.31   1.6e-34  115.5   0.0   2.6e-34  114.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_017.ver1.0.g075870.t01 -          Pkinase              PF00069.31   3.3e-34  114.5   0.0   4.5e-34  114.0   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321910.t01      -          Pkinase              PF00069.31   4.1e-34  114.1   0.0   5.6e-34  113.7   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g032880.t01 -          Pkinase              PF00069.31   4.4e-34  114.1   0.0   6.5e-34  113.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g032880.t02 -          Pkinase              PF00069.31   4.4e-34  114.1   0.0   6.5e-34  113.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g284140.t01      -          Pkinase              PF00069.31   4.4e-34  114.1   0.0   6.5e-34  113.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g284140.t02      -          Pkinase              PF00069.31   4.4e-34  114.1   0.0   6.5e-34  113.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000025F_001.ver1.0.g117490.t01 -          Pkinase              PF00069.31   8.4e-34  113.1   0.0   1.2e-32  109.4   0.0   2.6   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373120.t01      -          Pkinase              PF00069.31   8.8e-34  113.1   0.0   1.2e-32  109.4   0.0   2.6   2   1   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g059890.t01 -          Pkinase              PF00069.31   8.9e-34  113.1   0.0   6.5e-29   97.1   0.0   2.2   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t04      -          Pkinase              PF00069.31   1.2e-33  112.7   0.0   1.7e-33  112.2   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000030F_012.ver1.0.g131130.t01 -          Pkinase              PF00069.31   1.2e-33  112.6   0.0   2.1e-33  111.8   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g289150.t02      -          Pkinase              PF00069.31   1.4e-33  112.4   0.0     9e-29   96.7   0.0   2.3   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422480.t03      -          Pkinase              PF00069.31   1.4e-33  112.4   0.0   2.1e-33  111.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t01 -          Pkinase              PF00069.31   1.4e-33  112.4   0.0   2.1e-33  111.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000148F.ver1.0.g533640.t01      -          Pkinase              PF00069.31   1.5e-33  112.3   0.0   2.4e-33  111.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000015F_032.ver1.0.g092650.t01 -          Pkinase              PF00069.31   1.5e-33  112.3   0.1   7.1e-33  110.1   0.1   1.9   1   1   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515100.t01      -          Pkinase              PF00069.31   1.6e-33  112.3   0.0   2.4e-33  111.6   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g321030.t01      -          Pkinase              PF00069.31   1.7e-33  112.1   0.0   2.6e-33  111.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287340.t01      -          Pkinase              PF00069.31   3.3e-33  111.2   0.0   5.4e-33  110.5   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t07 -          Pkinase              PF00069.31   3.7e-33  111.0   0.0   5.7e-33  110.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t08 -          Pkinase              PF00069.31   3.7e-33  111.0   0.0   5.7e-33  110.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g514650.t01      -          Pkinase              PF00069.31   3.8e-33  111.0   0.0   5.8e-33  110.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219400.t01 -          Pkinase              PF00069.31   3.8e-33  111.0   0.0   5.8e-33  110.4   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000032F.ver1.0.g396370.t01      -          Pkinase              PF00069.31   4.9e-33  110.6   0.0     8e-33  109.9   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000032F_002.ver1.0.g132560.t01 -          Pkinase              PF00069.31   4.9e-33  110.6   0.0     8e-33  109.9   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_010.ver1.0.g161060.t01 -          Pkinase              PF00069.31   5.7e-33  110.4   0.0   8.8e-33  109.8   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262000.t01      -          Pkinase              PF00069.31   7.3e-33  110.1   0.0   4.3e-32  107.5   0.0   1.9   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_013.ver1.0.g096500.t01 -          Pkinase              PF00069.31   7.7e-33  110.0   1.4   2.9e-14   49.1   0.1   3.2   2   1   1   3   3   3   3 | TM
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466600.t01      -          Pkinase              PF00069.31   1.4e-32  109.2   0.0     2e-32  108.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g413400.t01      -          Pkinase              PF00069.31   1.6e-32  109.0   0.0   2.4e-32  108.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_007.ver1.0.g159710.t01 -          Pkinase              PF00069.31   1.7e-32  108.9   0.1   7.9e-22   73.9   0.0   2.2   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_004.ver1.0.g144750.t01 -          Pkinase              PF00069.31   1.9e-32  108.7   0.0     3e-32  108.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_038.ver1.0.g099770.t02 -          Pkinase              PF00069.31   2.7e-32  108.2   0.0     4e-32  107.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000504F.ver1.0.g614830.t01      -          Pkinase              PF00069.31   3.3e-32  107.9   0.0   4.9e-32  107.3   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376080.t01      -          Pkinase              PF00069.31   5.4e-32  107.2   0.0   8.1e-32  106.6   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_039.ver1.0.g105480.t01 -          Pkinase              PF00069.31   6.5e-32  107.0   0.0   9.3e-32  106.4   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
