#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P151.ver1.0.g270680.p01         -          LRRNT_2              PF08263.17   1.4e-17   62.7   9.4   3.1e-10   39.2   1.0   3.0   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g342190.p01          -          LRRNT_2              PF08263.17   3.4e-07   29.5   3.8     1e-06   27.9   3.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000070F_007.ver1.0.g109950.p01 -          LRRNT_2              PF08263.17   3.4e-07   29.5   0.1   7.5e-07   28.4   0.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P124.ver1.0.g240660.p01         -          LRRNT_2              PF08263.17   4.2e-07   29.2   3.4   3.1e-06   26.4   3.4   2.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353700.p01         -          LRRNT_2              PF08263.17   4.6e-07   29.1   1.3   1.2e-06   27.7   1.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P117.ver1.0.g231460.p01         -          LRRNT_2              PF08263.17   4.6e-07   29.0   2.1     1e-06   27.9   2.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g254180.p01          -          LRRNT_2              PF08263.17   4.7e-07   29.0   1.1   1.2e-06   27.7   1.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P239.ver1.0.g337260.p01         -          LRRNT_2              PF08263.17   5.2e-07   28.9   2.4   1.2e-06   27.8   2.4   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353580.p01         -          LRRNT_2              PF08263.17   5.5e-07   28.8   3.3   1.9e-06   27.1   3.3   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P87.ver1.0.g515400.p01          -          LRRNT_2              PF08263.17   5.7e-07   28.7   0.7     2e-06   27.0   0.7   2.0   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P259.ver1.0.g346100.p01         -          LRRNT_2              PF08263.17   5.8e-07   28.7   1.1   1.6e-06   27.4   1.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000244F_004.ver1.0.g178710.p01 -          LRRNT_2              PF08263.17   6.1e-07   28.6   5.8   1.6e-05   24.1   0.6   3.4   4   0   0   4   4   2   1 | SP
VITVvi_vZin03_v1.1_P254.ver1.0.g345140.p01         -          LRRNT_2              PF08263.17   6.5e-07   28.6  11.4   5.6e-06   25.6  11.4   2.4   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364510.p01           -          LRRNT_2              PF08263.17   6.7e-07   28.5   9.8   4.5e-06   25.9   9.8   2.3   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000040F_002.ver1.0.g075940.p01 -          LRRNT_2              PF08263.17   7.5e-07   28.4   0.8   3.3e-06   26.3   0.0   2.6   3   0   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g384550.p01          -          LRRNT_2              PF08263.17   7.5e-07   28.4   0.8   3.3e-06   26.3   0.0   2.6   3   0   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_P64.ver1.0.g479370.p01          -          LRRNT_2              PF08263.17     8e-07   28.3   0.1   1.7e-06   27.2   0.1   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364500.p01           -          LRRNT_2              PF08263.17   8.1e-07   28.3   9.3   6.1e-06   25.4   9.3   2.4   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000464F_001.ver1.0.g194300.p01 -          LRRNT_2              PF08263.17   9.8e-07   28.0   0.8   3.1e-06   26.4   0.8   2.0   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P39.ver1.0.g400230.p01          -          LRRNT_2              PF08263.17   1.2e-06   27.8   0.4   2.1e-06   26.9   0.4   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P140.ver1.0.g257830.p01         -          LRRNT_2              PF08263.17   1.2e-06   27.7   0.5   3.2e-06   26.3   0.5   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P124.ver1.0.g240680.p01         -          LRRNT_2              PF08263.17   1.5e-06   27.4   5.9   2.4e-06   26.8   3.1   3.1   2   1   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P30.ver1.0.g370750.p01          -          LRRNT_2              PF08263.17   1.5e-06   27.4   1.6   1.5e-06   27.4   1.6   2.8   3   0   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000035F_001.ver1.0.g072300.p01 -          LRRNT_2              PF08263.17   1.5e-06   27.4   0.4   2.8e-06   26.5   0.4   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P38.ver1.0.g397860.p01          -          LRRNT_2              PF08263.17   1.6e-06   27.3   0.1   3.3e-06   26.3   0.1   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000005F_004.ver1.0.g021850.p01 -          LRRNT_2              PF08263.17     2e-06   27.0   1.8   2.3e-06   26.8   0.1   2.0   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P6.ver1.0.g472980.p01           -          LRRNT_2              PF08263.17     2e-06   27.0   1.8   2.3e-06   26.8   0.1   2.0   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P272.ver1.0.g353500.p01         -          LRRNT_2              PF08263.17   2.1e-06   27.0   0.3   4.7e-06   25.8   0.3   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P42.ver1.0.g419410.p01          -          LRRNT_2              PF08263.17   2.4e-06   26.8   0.4   5.3e-06   25.6   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P214.ver1.0.g323840.p01         -          LRRNT_2              PF08263.17   2.6e-06   26.6   0.1   5.2e-06   25.7   0.1   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000103F_002.ver1.0.g128470.p01 -          LRRNT_2              PF08263.17   2.7e-06   26.6   0.4   5.2e-06   25.7   0.4   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P696.ver1.0.g487530.p01         -          LRRNT_2              PF08263.17   3.4e-06   26.3   2.3   3.4e-06   26.3   2.3   2.7   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P440.ver1.0.g426480.p01         -          LRRNT_2              PF08263.17   3.6e-06   26.2   0.8   3.6e-06   26.2   0.8   2.2   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P254.ver1.0.g345150.p01         -          LRRNT_2              PF08263.17   3.7e-06   26.2  11.1   2.5e-05   23.5  11.1   2.3   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000077F_008.ver1.0.g113160.p01 -          LRRNT_2              PF08263.17     4e-06   26.1   0.5   8.3e-06   25.0   0.5   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P63.ver1.0.g477680.p01          -          LRRNT_2              PF08263.17     4e-06   26.1   0.5   8.3e-06   25.0   0.5   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000016F_005.ver1.0.g046980.p01 -          LRRNT_2              PF08263.17     4e-06   26.0   0.3   8.5e-06   25.0   0.3   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P17.ver1.0.g286130.p01          -          LRRNT_2              PF08263.17     4e-06   26.0   0.3   8.5e-06   25.0   0.3   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000026F_007.ver1.0.g062370.p01 -          LRRNT_2              PF08263.17   4.1e-06   26.0   1.3   4.1e-06   26.0   1.3   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P261.ver1.0.g348000.p01         -          LRRNT_2              PF08263.17   4.1e-06   26.0   2.3   4.1e-06   26.0   2.3   3.0   3   0   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_H000033F_008.ver1.0.g070000.p01 -          LRRNT_2              PF08263.17   4.3e-06   25.9   2.1   4.3e-06   25.9   2.1   2.9   3   0   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_P51.ver1.0.g449180.p01          -          LRRNT_2              PF08263.17   4.3e-06   25.9   2.1   4.3e-06   25.9   2.1   3.0   3   0   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000046F_010.ver1.0.g081980.p01 -          LRRNT_2              PF08263.17   4.5e-06   25.9   0.4     1e-05   24.7   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g343190.p01          -          LRRNT_2              PF08263.17   6.2e-06   25.4   2.9   1.6e-05   24.2   2.9   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000051F_004.ver1.0.g090330.p01 -          LRRNT_2              PF08263.17   6.3e-06   25.4   2.9   1.6e-05   24.2   2.9   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000087F_005.ver1.0.g120530.p01 -          LRRNT_2              PF08263.17   7.3e-06   25.2   0.3   2.4e-05   23.6   0.3   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P83.ver1.0.g509080.p01          -          LRRNT_2              PF08263.17   7.3e-06   25.2   0.3   2.4e-05   23.6   0.3   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g452840.p01          -          LRRNT_2              PF08263.17   7.5e-06   25.2  12.8    0.0086   15.4   1.9   3.1   3   0   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P28.ver1.0.g357680.p01          -          LRRNT_2              PF08263.17     1e-05   24.8   0.2     1e-05   24.8   0.2   3.0   3   0   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_H000397F_002.ver1.0.g191500.p01 -          LRRNT_2              PF08263.17   1.1e-05   24.7  12.9   1.1e-05   24.7  12.9   3.4   3   1   0   3   3   1   1 | SP
VITVvi_vZin03_v1.1_P34.ver1.0.g384230.p01          -          LRRNT_2              PF08263.17   1.2e-05   24.5   1.4   3.3e-05   23.1   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000397F_001.ver1.0.g191480.p01 -          LRRNT_2              PF08263.17   1.2e-05   24.5  12.4   1.2e-05   24.5  12.4   3.4   2   1   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_H000299F_003.ver1.0.g186330.p01 -          LRRNT_2              PF08263.17   1.2e-05   24.5   1.4   3.4e-05   23.0   1.4   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P341.ver1.0.g385630.p01         -          LRRNT_2              PF08263.17   1.2e-05   24.5   0.1   3.3e-05   23.1   0.1   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P98.ver1.0.g532800.p01          -          LRRNT_2              PF08263.17   1.3e-05   24.4   0.1   3.2e-05   23.1   0.1   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P28.ver1.0.g357670.p01          -          LRRNT_2              PF08263.17   1.3e-05   24.4   0.3   1.3e-05   24.4   0.3   2.5   3   0   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_P407.ver1.0.g413240.p01         -          LRRNT_2              PF08263.17   1.3e-05   24.4   0.7   4.3e-05   22.7   0.2   2.2   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_H000125F_002.ver1.0.g138380.p01 -          LRRNT_2              PF08263.17   1.4e-05   24.3   0.2   3.7e-05   22.9   0.2   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P110.ver1.0.g224860.p01         -          LRRNT_2              PF08263.17   1.4e-05   24.3   0.2   3.7e-05   22.9   0.2   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P58.ver1.0.g464340.p01          -          LRRNT_2              PF08263.17   2.4e-05   23.6   1.4   2.4e-05   23.6   1.4   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P80.ver1.0.g503590.p01          -          LRRNT_2              PF08263.17   3.9e-05   22.9   4.9   0.00011   21.5   4.9   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000237F_004.ver1.0.g177750.p01 -          LRRNT_2              PF08263.17     4e-05   22.9   4.9   0.00011   21.5   4.9   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518050.p01          -          LRRNT_2              PF08263.17   6.2e-05   22.2   0.2   0.00015   21.0   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000104F_007.ver1.0.g129350.p01 -          LRRNT_2              PF08263.17   6.2e-05   22.2   0.2   0.00015   21.0   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g520990.p01           -          LRRNT_2              PF08263.17   6.5e-05   22.2   1.3   6.5e-05   22.2   1.3   2.3   3   0   0   3   3   1   1 | TM
VITVvi_vZin03_v1.1_P35.ver1.0.g387690.p01          -          LRRNT_2              PF08263.17   6.5e-05   22.2   0.7   0.00017   20.8   0.7   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P4.ver1.0.g408120.p01           -          LRRNT_2              PF08263.17   8.9e-05   21.7   0.9    0.0004   19.6   0.9   2.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000008F_010.ver1.0.g029130.p01 -          LRRNT_2              PF08263.17   9.9e-05   21.6   2.7   0.00016   20.9   1.3   2.1   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P5.ver1.0.g442680.p01           -          LRRNT_2              PF08263.17    0.0001   21.5   1.5   0.00031   20.0   1.5   1.9   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P12.ver1.0.g235320.p01          -          LRRNT_2              PF08263.17   0.00012   21.3   0.4   0.00029   20.1   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000050F_004.ver1.0.g089470.p01 -          LRRNT_2              PF08263.17   0.00012   21.3   0.4   0.00029   20.1   0.4   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000233F_004.ver1.0.g176610.p01 -          LRRNT_2              PF08263.17   0.00013   21.2   0.5   0.00024   20.3   0.5   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P184.ver1.0.g299140.p01         -          LRRNT_2              PF08263.17   0.00013   21.2   0.5   0.00024   20.3   0.5   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000042F_003.ver1.0.g078620.p01 -          LRRNT_2              PF08263.17   0.00015   21.0   0.7   0.00036   19.8   0.7   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000053F_010.ver1.0.g093370.p01 -          LRRNT_2              PF08263.17   0.00016   21.0   0.0   0.00031   20.0   0.0   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P52.ver1.0.g450870.p01          -          LRRNT_2              PF08263.17   0.00016   21.0   0.0   0.00031   20.0   0.0   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P261.ver1.0.g348500.p01         -          LRRNT_2              PF08263.17   0.00016   20.9   1.5   0.00054   19.2   0.8   2.2   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_H000026F_002.ver1.0.g061810.p01 -          LRRNT_2              PF08263.17   0.00016   20.9   0.0   0.00044   19.5   0.0   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P30.ver1.0.g369600.p01          -          LRRNT_2              PF08263.17   0.00016   20.9   0.0   0.00044   19.5   0.0   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000038F_001.ver1.0.g075070.p01 -          LRRNT_2              PF08263.17   0.00016   20.9   1.5   0.00054   19.2   0.8   2.2   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_H000001F_021.ver1.0.g004440.p01 -          LRRNT_2              PF08263.17   0.00019   20.7   0.7   0.00074   18.8   0.7   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000080F_006.ver1.0.g115470.p01 -          LRRNT_2              PF08263.17    0.0002   20.6   0.3   0.00053   19.3   0.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P67.ver1.0.g483510.p01          -          LRRNT_2              PF08263.17    0.0002   20.6   0.3   0.00053   19.3   0.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000094F_004.ver1.0.g124400.p01 -          LRRNT_2              PF08263.17   0.00021   20.5   0.0   0.00051   19.3   0.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P79.ver1.0.g500940.p01          -          LRRNT_2              PF08263.17   0.00021   20.5   0.0   0.00051   19.3   0.0   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P450.ver1.0.g429020.p01         -          LRRNT_2              PF08263.17   0.00033   19.9   0.5   0.00083   18.6   0.5   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000136F_002.ver1.0.g143740.p01 -          LRRNT_2              PF08263.17    0.0006   19.1   0.5    0.0006   19.1   0.5   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P118.ver1.0.g232100.p01         -          LRRNT_2              PF08263.17    0.0006   19.1   0.5    0.0006   19.1   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P4.ver1.0.g409220.p01           -          LRRNT_2              PF08263.17   0.00063   19.0   0.0    0.0013   18.0   0.0   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000016F_011.ver1.0.g047830.p01 -          LRRNT_2              PF08263.17   0.00071   18.9   1.1    0.0011   18.2   0.3   1.8   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P17.ver1.0.g287030.p01          -          LRRNT_2              PF08263.17   0.00071   18.9   1.1    0.0011   18.2   0.3   1.8   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_H000079F_014.ver1.0.g113840.p01 -          LRRNT_2              PF08263.17   0.00073   18.8   0.2   0.00073   18.8   0.2   1.9   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_P112.ver1.0.g225350.p01         -          LRRNT_2              PF08263.17    0.0012   18.1   3.1    0.0033   16.7   3.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P124.ver1.0.g240610.p01         -          LRRNT_2              PF08263.17    0.0014   17.9   9.2    0.0014   17.9   9.2   3.3   3   1   0   3   3   1   1 | SP+TM
VITVvi_vZin03_v1.1_P112.ver1.0.g225320.p01         -          LRRNT_2              PF08263.17    0.0016   17.7   1.9    0.0041   16.4   1.9   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g452760.p01          -          LRRNT_2              PF08263.17    0.0018   17.5   2.7    0.0035   16.6   2.7   1.5   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_P208.ver1.0.g319480.p01         -          LRRNT_2              PF08263.17     0.002   17.4  10.6      0.01   15.1  10.6   2.3   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P112.ver1.0.g225380.p01         -          LRRNT_2              PF08263.17     0.002   17.4   2.9    0.0051   16.1   2.9   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P67.ver1.0.g483450.p01          -          LRRNT_2              PF08263.17    0.0021   17.3   1.1    0.0021   17.3   1.1   2.1   2   0   0   2   2   1   1 | SP
VITVvi_vZin03_v1.1_H000002F_005.ver1.0.g008250.p01 -          LRRNT_2              PF08263.17    0.0023   17.2   0.0    0.0054   16.0   0.0   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vZin03_v1.1_H000006F_023.ver1.0.g026650.p01 -          LRRNT_2              PF08263.17    0.0026   17.0   2.9    0.0026   17.0   2.9   2.8   3   0   0   3   3   1   1 | SP
VITVvi_vZin03_v1.1_P53.ver1.0.g453140.p01          -          LRRNT_2              PF08263.17    0.0036   16.6   5.1      0.01   15.2   5.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g385100.p01          -          LRRNT_2              PF08263.17     0.006   15.9   0.4     0.062   12.6   0.2   2.6   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000132F_003.ver1.0.g141050.p01 -          LRRNT_2              PF08263.17    0.0064   15.8   0.1     0.016   14.5   0.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P109.ver1.0.g220060.p01         -          LRRNT_2              PF08263.17    0.0067   15.7   0.1     0.016   14.5   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000040F_001.ver1.0.g075530.p01 -          LRRNT_2              PF08263.17    0.0073   15.6   0.6     0.062   12.6   0.2   2.6   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000153F_005.ver1.0.g152810.p01 -          LRRNT_2              PF08263.17    0.0089   15.3   3.7     0.025   13.9   3.7   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g525040.p01           -          LRRNT_2              PF08263.17    0.0095   15.2   0.0     0.029   13.7   0.0   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P112.ver1.0.g225360.p01         -          LRRNT_2              PF08263.17     0.011   15.1   3.2     0.011   15.1   3.2   2.0   2   0   0   2   2   1   0 | SP+TM
VITVvi_vZin03_v1.1_P518.ver1.0.g450240.p01         -          LRRNT_2              PF08263.17     0.011   15.1   5.0     0.025   13.9   5.0   1.6   1   0   0   1   1   1   0 | SP
VITVvi_vZin03_v1.1_P112.ver1.0.g225410.p01         -          LRRNT_2              PF08263.17     0.011   15.0   3.9     0.023   14.0   3.9   1.5   1   0   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456450.p01          -          LRRNT_2              PF08263.17     0.012   14.9   0.0     0.033   13.5   0.0   1.7   1   0   0   1   1   1   0 | TM
VITVvi_vZin03_v1.1_H000062F_009.ver1.0.g103540.p01 -          LRRNT_2              PF08263.17     0.012   14.9   0.0     0.034   13.5   0.0   1.8   1   0   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000052F_006.ver1.0.g090990.p01 -          LRRNT_2              PF08263.17     0.016   14.5   4.7      0.26   10.6   2.0   3.3   2   1   0   2   2   1   0 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364520.p01           -          LRRNT_2              PF08263.17      0.02   14.2   9.5      0.22   10.9   9.5   2.5   1   1   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_P254.ver1.0.g345130.p01         -          LRRNT_2              PF08263.17      0.02   14.2   9.5      0.22   10.9   9.5   2.5   1   1   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g342250.p01          -          LRRNT_2              PF08263.17     0.028   13.7   1.3     0.084   12.2   1.3   1.9   1   0   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000087F_009.ver1.0.g121060.p01 -          LRRNT_2              PF08263.17     0.036   13.4   0.1     0.085   12.2   0.1   1.7   1   0   0   1   1   1   0 | SP
VITVvi_vZin03_v1.1_H000028F_009.ver1.0.g066080.p01 -          LRRNT_2              PF08263.17     0.038   13.3   0.4     0.038   13.3   0.4   1.8   2   0   0   2   2   1   0 | SP
VITVvi_vZin03_v1.1_P28.ver1.0.g356240.p01          -          LRRNT_2              PF08263.17     0.038   13.3   0.4     0.038   13.3   0.4   1.8   2   0   0   2   2   1   0 | SP
VITVvi_vZin03_v1.1_P255.ver1.0.g345450.p01         -          LRRNT_2              PF08263.17     0.048   13.0   4.4      0.11   11.8   4.4   1.6   1   0   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_P76.ver1.0.g497570.p01          -          LRRNT_2              PF08263.17     0.054   12.8   6.0      0.14   11.5   6.0   1.7   1   0   0   1   1   1   0 | SP
VITVvi_vZin03_v1.1_P53.ver1.0.g453130.p01          -          LRRNT_2              PF08263.17     0.091   12.1   5.6      0.25   10.7   5.6   1.8   1   0   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_P33.ver1.0.g380220.p01          -          LRRNT_2              PF08263.17     0.095   12.0   2.5      0.12   11.7   0.2   2.3   2   0   0   2   2   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000023F_021.ver1.0.g057950.p01 -          LRRNT_2              PF08263.17      0.11   11.8   1.9         1    8.7   0.0   2.7   2   0   0   2   2   1   0 | SP
VITVvi_vZin03_v1.1_P76.ver1.0.g497510.p01          -          LRRNT_2              PF08263.17      0.12   11.8   7.3      0.26   10.6   7.3   1.6   1   0   0   1   1   1   0 | SP
VITVvi_vZin03_v1.1_H000089F_008.ver1.0.g121660.p01 -          LRRNT_2              PF08263.17      0.15   11.4   7.3      0.36   10.2   7.3   1.6   1   0   0   1   1   1   0 | SP
VITVvi_vZin03_v1.1_P53.ver1.0.g453150.p01          -          LRRNT_2              PF08263.17      0.22   10.9   9.1      0.66    9.3   9.1   1.8   1   0   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456730.p01          -          LRRNT_2              PF08263.17      0.37   10.1   0.0      0.37   10.1   0.0   3.2   3   0   0   3   3   1   0 | TM
VITVvi_vZin03_v1.1_H000153F_005.ver1.0.g152830.p01 -          LRRNT_2              PF08263.17      0.38   10.1   6.9         1    8.7   6.9   1.7   1   0   0   1   1   1   0 | SP+TM
VITVvi_vZin03_v1.1_P76.ver1.0.g497560.p01          -          LRRNT_2              PF08263.17      0.74    9.2   8.0       2.3    7.6   8.0   1.9   1   0   0   1   1   1   0 | SP+TM
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      pfam_models/PF08263.hmm
# Target file:     filtered_tm_sp_proteins.fasta
# Option settings: hmmsearch -A LRR7_alignment.stk --tblout LRR7_domains.txt -E 1 --domE 1 --incE 0.01 --incdomE 0.04 --cpu 8 pfam_models/PF08263.hmm filtered_tm_sp_proteins.fasta 
# Current dir:     /Users/briansu/workspace/mamp_prediction_ml/11_grape_analysis/Zinfandel_cl_03
# Date:            Tue May 26 16:44:37 2026
# [ok]
