#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P127.ver1.0.g241740.p01         -          LRR_4                PF12799.13   8.6e-78  253.7 194.6     4e-06   25.9   3.2  28.5  15   7  13  32  32  29  21 | TM
VITVvi_vZin03_v1.1_H000286F_002.ver1.0.g184270.p01 -          LRR_4                PF12799.13   1.5e-18   65.4  83.7   6.6e-05   22.1   0.3  12.4   3   2  10  16  16  11   7 | SP+TM
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162340.p01 -          LRR_4                PF12799.13   1.7e-18   65.3  54.5   0.00046   19.4   1.1  11.5   7   3   5  13  13   9   6 | SP
VITVvi_vZin03_v1.1_P127.ver1.0.g241470.p01         -          LRR_4                PF12799.13   1.9e-18   65.1  46.1   2.1e-05   23.7   1.9   8.0   3   3   4   8   8   8   6 | TM
VITVvi_vZin03_v1.1_P595.ver1.0.g468130.p01         -          LRR_4                PF12799.13   2.1e-18   65.0  58.3     9e-05   21.7   1.5   9.0   5   2   4  10  10   9   8 | TM
VITVvi_vZin03_v1.1_H000029F_002.ver1.0.g066700.p01 -          LRR_4                PF12799.13   2.2e-18   64.9  50.6   3.5e-06   26.1   3.2   8.4   6   1   2   9   9   5   5 | TM
VITVvi_vZin03_v1.1_P298.ver1.0.g364010.p01         -          LRR_4                PF12799.13     3e-18   64.5  48.4   0.00013   21.2   3.3  10.5   8   3   2  10  10   7   5 | TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353500.p01         -          LRR_4                PF12799.13   4.1e-18   64.0  58.2   0.00059   19.1   5.5   9.9   2   2   6  10  10  10   7 | SP
VITVvi_vZin03_v1.1_P140.ver1.0.g257840.p01         -          LRR_4                PF12799.13     7e-18   63.3  48.4   1.4e-06   27.4   3.9  10.8   6   4   6  13  13   7   4 | SP+TM
VITVvi_vZin03_v1.1_P298.ver1.0.g364110.p01         -          LRR_4                PF12799.13   8.4e-18   63.1  49.7   0.00045   19.4   0.1  11.2   9   2   3  12  12   7   4 | TM
VITVvi_vZin03_v1.1_P87.ver1.0.g516380.p01          -          LRR_4                PF12799.13   8.6e-18   63.0  28.8   9.9e-06   24.7   1.0   5.9   4   2   1   6   6   5   4 | TM
VITVvi_vZin03_v1.1_P151.ver1.0.g270760.p01         -          LRR_4                PF12799.13   1.4e-17   62.4  79.8   0.00064   18.9   2.0  14.0   7   4   9  17  17  11   5 | SP
VITVvi_vZin03_v1.1_H000182F_002.ver1.0.g162420.p01 -          LRR_4                PF12799.13   1.8e-17   62.0  76.0   0.00054   19.2   1.5  13.6   5   4   6  14  14  11   5 | SP+TM
VITVvi_vZin03_v1.1_P224.ver1.0.g329680.p01         -          LRR_4                PF12799.13   1.9e-17   61.9  36.1   0.00011   21.4   0.2   7.5   4   3   4   8   8   7   6 | TM
VITVvi_vZin03_v1.1_P214.ver1.0.g323840.p01         -          LRR_4                PF12799.13   2.5e-17   61.5  20.5   7.3e-08   31.5   2.8   7.1   6   2   2   8   8   5   3 | SP
VITVvi_vZin03_v1.1_P405.ver1.0.g413060.p01         -          LRR_4                PF12799.13     3e-17   61.3  74.0   0.00016   20.8   2.0  10.2   2   2  10  14  14  12   9 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439460.p01          -          LRR_4                PF12799.13   3.3e-17   61.2  24.5    0.0015   17.8   0.5   6.6   6   0   0   6   6   5   4 | TM
VITVvi_vZin03_v1.1_P199.ver1.0.g308780.p01         -          LRR_4                PF12799.13   3.7e-17   61.0  51.5     0.004   16.4   1.6  10.3   2   1  11  14  14  11   7 | SP+TM
VITVvi_vZin03_v1.1_H000286F_002.ver1.0.g184300.p01 -          LRR_4                PF12799.13     4e-17   60.9  36.1   0.00011   21.3   0.2   7.5   4   3   4   8   8   7   6 | TM
VITVvi_vZin03_v1.1_H000024F_012.ver1.0.g059030.p01 -          LRR_4                PF12799.13   4.4e-17   60.8  19.0     0.024   14.0   0.9   7.6   4   2   4   9   9   9   3 | SP
VITVvi_vZin03_v1.1_P40.ver1.0.g411730.p01          -          LRR_4                PF12799.13   4.9e-17   60.6  48.6   0.00019   20.6   1.7   8.9   6   3   2   9   9   5   4 | TM
VITVvi_vZin03_v1.1_P4.ver1.0.g408120.p01           -          LRR_4                PF12799.13   4.9e-17   60.6  29.4   2.1e-05   23.7   4.4   5.8   1   1   6   8   8   8   7 | SP+TM
VITVvi_vZin03_v1.1_P54.ver1.0.g457670.p01          -          LRR_4                PF12799.13   5.1e-17   60.6  31.6   1.5e-06   27.3   1.2   7.2   3   2   3   8   8   5   4 | TM
VITVvi_vZin03_v1.1_H000146F_009.ver1.0.g148750.p01 -          LRR_4                PF12799.13   5.3e-17   60.5  31.0   1.5e-05   24.1   1.1   5.8   4   1   2   6   6   6   6 | TM
VITVvi_vZin03_v1.1_P160.ver1.0.g280300.p01         -          LRR_4                PF12799.13   6.2e-17   60.3  24.5   4.7e-06   25.7   0.2   6.6   2   1   5   8   8   8   7 | SP
VITVvi_vZin03_v1.1_P71.ver1.0.g491670.p01          -          LRR_4                PF12799.13     7e-17   60.1  63.3   0.00015   20.9   0.5   9.8   5   4   6  13  13  10   6 | SP+TM
VITVvi_vZin03_v1.1_H000196F_003.ver1.0.g166120.p01 -          LRR_4                PF12799.13   7.2e-17   60.1  24.5   1.7e-06   27.2   0.4   6.6   2   1   5   8   8   7   7 | SP
VITVvi_vZin03_v1.1_H000132F_003.ver1.0.g140820.p01 -          LRR_4                PF12799.13   7.7e-17   60.0  36.3   1.1e-05   24.5   5.3   6.4   5   1   2   7   7   6   4 | SP
VITVvi_vZin03_v1.1_P109.ver1.0.g219810.p01         -          LRR_4                PF12799.13   7.7e-17   60.0  36.3   1.1e-05   24.5   5.3   6.4   5   1   2   7   7   6   4 | SP
VITVvi_vZin03_v1.1_P366.ver1.0.g392730.p01         -          LRR_4                PF12799.13   8.2e-17   59.9  36.9   0.00054   19.2   0.1   8.2   4   3   3   8   8   7   4 | SP
VITVvi_vZin03_v1.1_P365.ver1.0.g392600.p01         -          LRR_4                PF12799.13   9.9e-17   59.7  30.6   0.00024   20.3   3.5   7.4   5   2   4   9   9   7   5 | SP+TM
VITVvi_vZin03_v1.1_P518.ver1.0.g450240.p01         -          LRR_4                PF12799.13     1e-16   59.6  27.9   2.5e-06   26.6   4.0   6.2   2   2   6   8   8   7   6 | SP
VITVvi_vZin03_v1.1_H000136F_002.ver1.0.g143730.p01 -          LRR_4                PF12799.13   1.1e-16   59.6  37.1   6.5e-06   25.3   3.3   7.3   3   2   4   8   8   8   6 | SP+TM
VITVvi_vZin03_v1.1_H000153F_005.ver1.0.g152800.p01 -          LRR_4                PF12799.13   1.1e-16   59.5  18.5   2.9e-06   26.4   0.6   5.0   2   1   2   5   5   4   4 | SP+TM
VITVvi_vZin03_v1.1_P118.ver1.0.g232090.p01         -          LRR_4                PF12799.13   1.4e-16   59.2  36.7   7.1e-06   25.2   3.5   7.2   3   2   4   8   8   8   6 | SP+TM
VITVvi_vZin03_v1.1_P71.ver1.0.g491640.p01          -          LRR_4                PF12799.13   1.6e-16   59.0  23.6   7.5e-05   21.9   0.1   5.6   3   2   3   6   6   6   6 | TM
VITVvi_vZin03_v1.1_P71.ver1.0.g491630.p01          -          LRR_4                PF12799.13   1.8e-16   58.9  44.5   6.2e-06   25.4   2.7   7.9   4   2   6  10  10   9   8 | SP
VITVvi_vZin03_v1.1_P77.ver1.0.g498080.p01          -          LRR_4                PF12799.13   1.9e-16   58.7  21.3   2.7e-05   23.3   0.9   6.3   3   2   3   7   7   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000001F_021.ver1.0.g004440.p01 -          LRR_4                PF12799.13   2.2e-16   58.5  32.9   0.00086   18.5   4.3   6.7   4   2   3   7   7   7   5 | SP+TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518500.p01          -          LRR_4                PF12799.13     3e-16   58.1  33.4   2.5e-05   23.4   0.4   7.1   4   3   3   8   8   4   4 | TM
VITVvi_vZin03_v1.1_P518.ver1.0.g450220.p01         -          LRR_4                PF12799.13   4.3e-16   57.6  12.0   1.7e-06   27.1   1.2   4.3   2   1   3   5   5   4   4 | TM
VITVvi_vZin03_v1.1_H000397F_001.ver1.0.g191480.p01 -          LRR_4                PF12799.13   4.7e-16   57.5  47.8    0.0014   17.9   6.4   8.3   6   2   0   7   7   5   4 | SP
VITVvi_vZin03_v1.1_P402.ver1.0.g412650.p01         -          LRR_4                PF12799.13   6.3e-16   57.1  74.3   0.00031   20.0   1.2   8.9   4   2   6  10  10   9   9 | SP
VITVvi_vZin03_v1.1_P28.ver1.0.g357690.p01          -          LRR_4                PF12799.13   6.8e-16   57.0  37.4    0.0027   17.0   0.1   8.2   4   3   3   8   8   8   5 | TM
VITVvi_vZin03_v1.1_P61.ver1.0.g474780.p01          -          LRR_4                PF12799.13   6.8e-16   57.0  32.3   9.6e-06   24.8   3.7   5.1   2   1   4   6   6   6   4 | TM
VITVvi_vZin03_v1.1_P696.ver1.0.g487530.p01         -          LRR_4                PF12799.13   7.8e-16   56.8  24.6   1.2e-05   24.5   0.8   6.4   2   1   6   9   9   7   5 | SP
VITVvi_vZin03_v1.1_H000031F_003.ver1.0.g067950.p01 -          LRR_4                PF12799.13   1.3e-15   56.1  54.1    0.0075   15.5   4.1  10.5   5   2   8  13  13  10   7 | SP+TM
VITVvi_vZin03_v1.1_P199.ver1.0.g308710.p01         -          LRR_4                PF12799.13   1.3e-15   56.1  30.6    0.0014   17.8   2.4   7.5   2   2   6   8   8   8   7 | SP
VITVvi_vZin03_v1.1_P409.ver1.0.g413600.p01         -          LRR_4                PF12799.13   1.3e-15   56.0  34.9   0.00015   20.9   0.1   5.8   2   1   3   6   6   5   5 | TM
VITVvi_vZin03_v1.1_P24.ver1.0.g337510.p01          -          LRR_4                PF12799.13   1.4e-15   56.0  34.2   1.5e-05   24.1   1.9   5.7   6   0   0   6   6   5   4 | SP
VITVvi_vZin03_v1.1_P74.ver1.0.g495750.p01          -          LRR_4                PF12799.13   1.5e-15   55.9  27.6   5.2e-05   22.4   1.3   4.6   3   1   0   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P261.ver1.0.g348000.p01         -          LRR_4                PF12799.13   1.6e-15   55.8  24.2   1.4e-05   24.2   0.8   6.3   2   1   6   9   9   7   5 | TM
VITVvi_vZin03_v1.1_H000001F_017.ver1.0.g003350.p01 -          LRR_4                PF12799.13     2e-15   55.5  20.2   0.00011   21.4   0.8   5.4   2   1   2   6   6   5   4 | SP
VITVvi_vZin03_v1.1_H000150F_006.ver1.0.g150270.p01 -          LRR_4                PF12799.13   2.2e-15   55.4  33.3   5.4e-06   25.5   0.7   7.3   5   1   2   8   8   4   4 | SP
VITVvi_vZin03_v1.1_P122.ver1.0.g238800.p01         -          LRR_4                PF12799.13   2.2e-15   55.4  33.3   5.4e-06   25.5   0.7   7.3   5   1   2   8   8   4   4 | SP
VITVvi_vZin03_v1.1_P67.ver1.0.g484190.p01          -          LRR_4                PF12799.13   2.3e-15   55.3  22.2   3.6e-05   22.9   0.8   5.6   3   2   3   6   6   6   6 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098310.p01 -          LRR_4                PF12799.13   2.7e-15   55.1  32.2    0.0005   19.3   0.5   8.1   8   1   0   8   8   5   4 | TM
VITVvi_vZin03_v1.1_H000136F_002.ver1.0.g143740.p01 -          LRR_4                PF12799.13   2.7e-15   55.1  30.1   0.00081   18.6   0.3   7.0   4   2   3   8   8   7   4 | SP+TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377930.p01          -          LRR_4                PF12799.13     3e-15   55.0  54.7    0.0072   15.6   4.1  10.5   4   2  10  14  14  10   7 | SP+TM
VITVvi_vZin03_v1.1_H000037F_018.ver1.0.g074900.p01 -          LRR_4                PF12799.13   3.8e-15   54.6  38.9     3e-05   23.2   1.8   8.4   6   2   2   9   9   6   5 | TM
VITVvi_vZin03_v1.1_P405.ver1.0.g413080.p01         -          LRR_4                PF12799.13   4.8e-15   54.3  34.1   0.00035   19.8   2.4   7.2   4   1   5   9   9   7   4 | TM
VITVvi_vZin03_v1.1_H000024F_012.ver1.0.g059310.p01 -          LRR_4                PF12799.13   5.2e-15   54.2   5.4   0.00023   20.4   0.1   4.0   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P44.ver1.0.g426390.p01          -          LRR_4                PF12799.13   5.5e-15   54.1  23.7   3.6e-05   22.9   2.5   6.5   2   2   4   7   7   6   4 | SP+TM
VITVvi_vZin03_v1.1_P237.ver1.0.g336770.p01         -          LRR_4                PF12799.13   6.4e-15   53.9  29.5   2.9e-05   23.2   0.9   6.7   4   2   4   8   8   5   4 | SP
VITVvi_vZin03_v1.1_P61.ver1.0.g474830.p01          -          LRR_4                PF12799.13   7.4e-15   53.7  55.2   8.3e-05   21.8   6.0   5.9   4   1   3   7   7   6   4 | SP
VITVvi_vZin03_v1.1_P5.ver1.0.g442680.p01           -          LRR_4                PF12799.13   1.1e-14   53.1  77.7   0.00029   20.0   1.6  10.2   7   2   2  10  10   8   5 | SP
VITVvi_vZin03_v1.1_P479.ver1.0.g436670.p01         -          LRR_4                PF12799.13   1.2e-14   53.1  29.4   1.6e-05   24.1   2.5   4.7   4   1   1   5   5   4   4 | TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309580.p01           -          LRR_4                PF12799.13   1.5e-14   52.8  10.4   5.2e-05   22.4   0.4   5.3   4   1   1   5   5   3   3 | SP
VITVvi_vZin03_v1.1_H000152F_005.ver1.0.g151320.p01 -          LRR_4                PF12799.13   1.5e-14   52.7  23.7   3.8e-05   22.8   0.1   6.1   2   2   4   7   7   7   5 | SP
VITVvi_vZin03_v1.1_P2.ver1.0.g314670.p01           -          LRR_4                PF12799.13   1.5e-14   52.7  23.6   4.4e-05   22.6   0.6   7.3   3   2   5   8   8   5   3 | TM
VITVvi_vZin03_v1.1_H000001F_003.ver1.0.g002250.p01 -          LRR_4                PF12799.13   1.5e-14   52.7  23.6   4.4e-05   22.6   0.6   7.3   3   2   5   8   8   5   3 | TM
VITVvi_vZin03_v1.1_P128.ver1.0.g242160.p01         -          LRR_4                PF12799.13   1.6e-14   52.6  23.9   3.3e-05   23.0   0.1   6.1   2   2   5   8   8   7   5 | SP
VITVvi_vZin03_v1.1_H000146F_009.ver1.0.g148780.p01 -          LRR_4                PF12799.13   2.2e-14   52.2  17.6   7.2e-06   25.1   1.0   4.4   3   1   2   5   5   4   4 | TM
VITVvi_vZin03_v1.1_P400.ver1.0.g412340.p01         -          LRR_4                PF12799.13   2.5e-14   52.0  19.6   0.00043   19.5   0.0   6.3   4   1   3   7   7   5   5 | SP
VITVvi_vZin03_v1.1_P155.ver1.0.g274500.p01         -          LRR_4                PF12799.13   2.6e-14   52.0  23.5   0.00024   20.3   3.3   7.3   4   2   1   7   7   5   3 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g273930.p01         -          LRR_4                PF12799.13     3e-14   51.8  20.0   2.8e-07   29.6   3.5   4.8   1   1   6   7   7   7   4 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439480.p01          -          LRR_4                PF12799.13   3.1e-14   51.7  27.3   3.5e-05   23.0   0.4   7.3   7   2   0   7   7   5   2 | SP+TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162680.p01 -          LRR_4                PF12799.13   3.4e-14   51.6  22.2   3.5e-07   29.3   3.9   4.6   1   1   6   7   7   7   4 | SP+TM
VITVvi_vZin03_v1.1_P118.ver1.0.g232100.p01         -          LRR_4                PF12799.13   3.8e-14   51.5  32.0   0.00081   18.6   0.3   7.0   4   2   3   8   8   7   4 | SP+TM
VITVvi_vZin03_v1.1_P123.ver1.0.g239750.p01         -          LRR_4                PF12799.13   4.2e-14   51.3  26.8   2.5e-05   23.4   0.4   7.0   5   2   2   7   7   6   4 | SP
VITVvi_vZin03_v1.1_H000286F_001.ver1.0.g184240.p01 -          LRR_4                PF12799.13   5.2e-14   51.0  16.4     2e-06   26.9   1.6   5.9   2   2   3   7   7   5   5 | SP
VITVvi_vZin03_v1.1_P1.ver1.0.g208460.p01           -          LRR_4                PF12799.13   6.5e-14   50.7  40.6   4.3e-06   25.9   3.1   7.0   6   1   1   7   7   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000086F_006.ver1.0.g120370.p01 -          LRR_4                PF12799.13   6.6e-14   50.7  30.6   6.8e-05   22.1   1.6   5.3   2   2   3   6   6   6   6 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098330.p01 -          LRR_4                PF12799.13   9.9e-14   50.1  31.8   3.7e-05   22.9   0.4   7.5   7   2   0   7   7   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000019F_012.ver1.0.g053840.p01 -          LRR_4                PF12799.13   1.2e-13   49.8  29.3   0.00024   20.3   2.3   4.7   4   0   0   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P221.ver1.0.g328430.p01         -          LRR_4                PF12799.13   1.3e-13   49.8  13.0   4.6e-06   25.8   0.0   3.6   2   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P26.ver1.0.g346160.p01          -          LRR_4                PF12799.13   1.3e-13   49.7  13.0   4.6e-06   25.8   0.0   3.6   2   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g511410.p01          -          LRR_4                PF12799.13   1.7e-13   49.4  30.0     0.001   18.3   0.3   6.7   5   1   1   6   6   5   5 | SP
VITVvi_vZin03_v1.1_H000026F_007.ver1.0.g062370.p01 -          LRR_4                PF12799.13   1.7e-13   49.4  17.4   1.3e-05   24.4   4.9   4.7   3   1   0   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098320.p01 -          LRR_4                PF12799.13   1.7e-13   49.3  29.7   0.00064   18.9   0.4   7.8   8   1   0   8   8   5   4 | SP+TM
VITVvi_vZin03_v1.1_P269.ver1.0.g350920.p01         -          LRR_4                PF12799.13   1.9e-13   49.3  12.1    0.0081   15.4   0.0   5.0   4   0   0   4   4   4   3 | TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g065000.p01 -          LRR_4                PF12799.13   2.1e-13   49.1  30.9   0.00028   20.1   2.4   6.1   2   1   7   9   9   8   7 | SP
VITVvi_vZin03_v1.1_H000011F_011.ver1.0.g035870.p01 -          LRR_4                PF12799.13   2.1e-13   49.1  23.8    0.0014   17.9   0.2   7.2   5   2   1   7   7   5   2 | SP
VITVvi_vZin03_v1.1_P11.ver1.0.g221810.p01          -          LRR_4                PF12799.13   2.1e-13   49.1  23.8    0.0014   17.9   0.2   7.2   5   2   1   7   7   5   2 | SP
VITVvi_vZin03_v1.1_H000028F_009.ver1.0.g066080.p01 -          LRR_4                PF12799.13   2.1e-13   49.1  27.1   3.9e-05   22.8   0.6   6.9   3   1   7  10  10   5   5 | SP
VITVvi_vZin03_v1.1_P28.ver1.0.g356240.p01          -          LRR_4                PF12799.13   2.1e-13   49.1  27.1   3.9e-05   22.8   0.6   6.9   3   1   7  10  10   5   5 | SP
VITVvi_vZin03_v1.1_P133.ver1.0.g248510.p01         -          LRR_4                PF12799.13   2.2e-13   49.0  14.6     5e-06   25.7   0.8   4.6   2   1   0   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_P1.ver1.0.g208420.p01           -          LRR_4                PF12799.13   2.3e-13   49.0  16.2   7.1e-06   25.2   0.3   3.6   3   0   0   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364470.p01           -          LRR_4                PF12799.13   3.1e-13   48.5  33.4    0.0004   19.6   4.1   5.7   1   1   5   7   7   7   6 | TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283850.p01         -          LRR_4                PF12799.13   3.5e-13   48.4  26.2   7.7e-07   28.2   7.3   6.9   3   1   9  12  12   6   6 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g511310.p01          -          LRR_4                PF12799.13   3.6e-13   48.3  23.9   0.00081   18.6   1.2   5.7   2   2   1   5   5   5   3 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098300.p01 -          LRR_4                PF12799.13   3.8e-13   48.3  33.5    0.0021   17.3   0.6   7.9   7   2   0   7   7   5   3 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439440.p01          -          LRR_4                PF12799.13   4.5e-13   48.0  29.4    0.0016   17.7   0.5   7.8   8   1   0   8   8   5   3 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g384560.p01          -          LRR_4                PF12799.13   4.7e-13   48.0  56.5   9.5e-06   24.8   4.9   6.9   5   1   2   7   7   5   4 | SP+TM
VITVvi_vZin03_v1.1_H000040F_002.ver1.0.g075950.p01 -          LRR_4                PF12799.13   4.7e-13   48.0  56.5   9.5e-06   24.8   4.9   6.9   5   1   2   7   7   5   4 | SP+TM
VITVvi_vZin03_v1.1_P31.ver1.0.g374340.p01          -          LRR_4                PF12799.13     5e-13   47.9   6.0   0.00052   19.2   0.1   4.0   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464340.p01          -          LRR_4                PF12799.13   5.2e-13   47.8  17.7     1e-05   24.7   3.1   4.2   3   1   1   4   4   3   3 | SP+TM
VITVvi_vZin03_v1.1_P288.ver1.0.g360900.p01         -          LRR_4                PF12799.13     6e-13   47.6  19.0   1.5e-06   27.3   3.3   5.4   2   1   5   7   7   7   4 | TM
VITVvi_vZin03_v1.1_H000208F_004.ver1.0.g170000.p01 -          LRR_4                PF12799.13   6.2e-13   47.6  14.9    0.0011   18.2   3.6   4.6   3   1   2   5   5   5   3 | TM
VITVvi_vZin03_v1.1_P28.ver1.0.g357250.p01          -          LRR_4                PF12799.13   6.9e-13   47.4  10.7   0.00034   19.8   0.0   6.8   6   1   2   8   8   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000051F_004.ver1.0.g090350.p01 -          LRR_4                PF12799.13   7.3e-13   47.4  15.7   6.4e-05   22.1   0.7   4.0   2   1   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g343230.p01          -          LRR_4                PF12799.13   7.4e-13   47.3  15.7   6.4e-05   22.1   0.7   4.0   2   1   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353600.p01         -          LRR_4                PF12799.13   8.5e-13   47.2  27.2   4.1e-05   22.7   0.3   7.8   4   2   4   9   9   5   3 | SP
VITVvi_vZin03_v1.1_P744.ver1.0.g496250.p01         -          LRR_4                PF12799.13     1e-12   46.9  18.1    0.0017   17.6   2.1   4.8   5   0   0   5   5   4   3 | TM
VITVvi_vZin03_v1.1_P714.ver1.0.g493090.p01         -          LRR_4                PF12799.13     1e-12   46.9  18.1    0.0017   17.6   2.1   4.8   5   0   0   5   5   4   3 | TM
VITVvi_vZin03_v1.1_H000373F_003.ver1.0.g190780.p01 -          LRR_4                PF12799.13   1.8e-12   46.1  17.9   1.4e-06   27.4   3.3   5.4   2   1   5   7   7   6   4 | TM
VITVvi_vZin03_v1.1_H000169F_007.ver1.0.g157590.p01 -          LRR_4                PF12799.13   1.8e-12   46.1  14.0   4.2e-05   22.7   0.4   4.5   3   1   0   4   4   3   2 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g512570.p01          -          LRR_4                PF12799.13   1.9e-12   46.0  16.1   6.9e-06   25.2   5.1   3.8   3   1   0   3   3   2   2 | SP+TM
VITVvi_vZin03_v1.1_P128.ver1.0.g242040.p01         -          LRR_4                PF12799.13   1.9e-12   46.0  11.2    0.0011   18.2   1.4   5.4   4   1   2   6   6   4   4 | SP
VITVvi_vZin03_v1.1_P498.ver1.0.g441560.p01         -          LRR_4                PF12799.13   2.4e-12   45.7   9.6   0.00024   20.3   3.9   4.7   3   1   0   4   4   3   2 | TM
VITVvi_vZin03_v1.1_P194.ver1.0.g307500.p01         -          LRR_4                PF12799.13   2.6e-12   45.6  10.1   1.4e-06   27.4   2.7   3.9   3   1   2   5   5   3   3 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g274530.p01         -          LRR_4                PF12799.13   2.7e-12   45.5  25.0   0.00035   19.8   3.9   7.4   4   2   1   7   7   3   2 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098290.p01 -          LRR_4                PF12799.13   2.7e-12   45.5  29.0   0.00026   20.2   1.9   7.2   6   1   0   7   7   4   2 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439430.p01          -          LRR_4                PF12799.13   2.7e-12   45.5  29.5   0.00026   20.2   1.9   7.4   6   1   0   7   7   4   2 | SP+TM
VITVvi_vZin03_v1.1_P157.ver1.0.g276780.p01         -          LRR_4                PF12799.13   2.9e-12   45.5  10.0   1.4e-06   27.4   2.5   4.0   3   1   2   5   5   3   3 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456450.p01          -          LRR_4                PF12799.13   2.9e-12   45.5  23.7   0.00046   19.4   1.9   5.9   4   1   3   7   7   3   3 | TM
VITVvi_vZin03_v1.1_P25.ver1.0.g341890.p01          -          LRR_4                PF12799.13   2.9e-12   45.4  17.1    0.0015   17.8   4.6   5.8   3   2   1   5   5   5   4 | SP
VITVvi_vZin03_v1.1_P654.ver1.0.g481380.p01         -          LRR_4                PF12799.13   3.1e-12   45.4  25.9   5.3e-05   22.4   0.2   6.4   3   3   4   8   8   5   4 | SP
VITVvi_vZin03_v1.1_P123.ver1.0.g239740.p01         -          LRR_4                PF12799.13   3.3e-12   45.3  25.5   0.00012   21.3   1.1   4.6   3   1   0   4   4   4   3 | TM
VITVvi_vZin03_v1.1_P107.ver1.0.g216980.p01         -          LRR_4                PF12799.13   3.6e-12   45.2   7.5   1.2e-05   24.4   2.1   2.7   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P108.ver1.0.g218440.p01         -          LRR_4                PF12799.13   3.6e-12   45.2   7.5   1.2e-05   24.4   2.1   2.7   2   0   0   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_P46.ver1.0.g432560.p01          -          LRR_4                PF12799.13   3.7e-12   45.1  40.8   9.7e-06   24.7   0.3   7.3   3   2   4   7   7   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000152F_005.ver1.0.g151200.p01 -          LRR_4                PF12799.13   3.9e-12   45.1  11.9     0.001   18.3   1.4   5.3   4   1   2   6   6   4   4 | SP
VITVvi_vZin03_v1.1_P155.ver1.0.g274430.p01         -          LRR_4                PF12799.13   4.1e-12   45.0  21.9   3.5e-05   22.9   0.4   6.0   3   2   1   6   6   4   3 | SP
VITVvi_vZin03_v1.1_P71.ver1.0.g491860.p01          -          LRR_4                PF12799.13   4.3e-12   44.9  11.9   4.2e-05   22.7   0.1   4.7   3   1   1   4   4   4   2 | SP+TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283870.p01         -          LRR_4                PF12799.13   4.4e-12   44.9  30.2   5.2e-05   22.4   5.1   7.0   4   1   4   8   8   5   3 | SP
VITVvi_vZin03_v1.1_H000397F_002.ver1.0.g191500.p01 -          LRR_4                PF12799.13   4.4e-12   44.9  27.9    0.0014   17.9   0.2   6.7   5   1   1   6   6   5   4 | SP
VITVvi_vZin03_v1.1_P444.ver1.0.g426740.p01         -          LRR_4                PF12799.13   4.4e-12   44.9   6.2   2.8e-06   26.4   0.0   2.7   2   0   0   2   2   2   2 | SP+TM
