#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P22.ver1.0.g327520.p01          -          LRR_6                PF13516.12   6.1e-22   75.0  64.0      0.11   11.7   0.1  18.7  16   3   3  19  19  10   3 | SP
VITVvi_vZin03_v1.1_P165.ver1.0.g283890.p01         -          LRR_6                PF13516.12    0.0072   15.4  12.7       4.3    6.7   0.0   6.4   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_P157.ver1.0.g276070.p01         -          LRR_6                PF13516.12    0.0073   15.4  56.9       2.1    7.7   0.2  14.5  16   0   0  16  16   4   0 | SP+TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g065000.p01 -          LRR_6                PF13516.12    0.0081   15.2  16.6      0.73    9.1   0.0   7.0   8   0   0   8   8   1   0 | SP
VITVvi_vZin03_v1.1_H000027F_009.ver1.0.g063990.p01 -          LRR_6                PF13516.12    0.0082   15.2  14.2      0.67    9.2   0.0   6.1   7   0   0   7   7   1   0 | SP
VITVvi_vZin03_v1.1_P53.ver1.0.g452760.p01          -          LRR_6                PF13516.12    0.0088   15.1  42.4      0.64    9.3   0.4   9.7  10   0   0  10  10   3   0 | SP
VITVvi_vZin03_v1.1_P183.ver1.0.g298460.p01         -          LRR_6                PF13516.12    0.0089   15.1  54.2      0.38   10.0   0.4  11.9  13   0   0  13  13   4   1 | TM
VITVvi_vZin03_v1.1_P494.ver1.0.g441420.p01         -          LRR_6                PF13516.12    0.0092   15.0  12.1       5.3    6.4   0.0   5.6   5   0   0   5   5   2   0 | SP
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g065030.p01 -          LRR_6                PF13516.12    0.0093   15.0   0.1    0.0093   15.0   0.1  18.1  22   0   0  22  22   3   2 | SP+TM
VITVvi_vZin03_v1.1_P22.ver1.0.g327660.p01          -          LRR_6                PF13516.12    0.0094   15.0  14.2       8.7    5.8   0.5   5.4   5   0   0   5   5   1   0 | TM
VITVvi_vZin03_v1.1_P112.ver1.0.g225360.p01         -          LRR_6                PF13516.12    0.0098   15.0  27.2       6.3    6.2   0.4   8.8   9   0   0   9   9   1   0 | SP+TM
VITVvi_vZin03_v1.1_P25.ver1.0.g342250.p01          -          LRR_6                PF13516.12    0.0099   14.9   0.1    0.0099   14.9   0.1  18.1  22   0   0  22  22   4   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040820.p01 -          LRR_6                PF13516.12     0.011   14.9   2.1      0.05   12.7   0.6   2.6   2   0   0   2   2   1   0 | TM
VITVvi_vZin03_v1.1_P405.ver1.0.g413060.p01         -          LRR_6                PF13516.12     0.011   14.8  48.1      0.59    9.4   0.5  12.4  14   0   0  14  14   3   0 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309590.p01           -          LRR_6                PF13516.12     0.011   14.8   5.8       3.8    6.9   0.0   4.0   3   0   0   3   3   1   0 | TM
VITVvi_vZin03_v1.1_P71.ver1.0.g491860.p01          -          LRR_6                PF13516.12     0.011   14.8  11.1       8.5    5.8   0.1   6.1   7   0   0   7   7   2   0 | SP+TM
VITVvi_vZin03_v1.1_P273.ver1.0.g354180.p01         -          LRR_6                PF13516.12     0.011   14.7  64.6         1    8.7   0.1  14.1  17   0   0  17  17   4   0 | SP+TM
VITVvi_vZin03_v1.1_P28.ver1.0.g357670.p01          -          LRR_6                PF13516.12     0.012   14.7  75.5     0.033   13.3   0.1  19.9  24   0   0  24  24   4   0 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098310.p01 -          LRR_6                PF13516.12     0.012   14.7  14.9        10    5.5   0.1   7.5   7   0   0   7   7   1   0 | TM
VITVvi_vZin03_v1.1_H000019F_008.ver1.0.g052710.p01 -          LRR_6                PF13516.12     0.012   14.6  36.3      0.61    9.4   0.0  11.7  13   0   0  13  13   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000079F_014.ver1.0.g113840.p01 -          LRR_6                PF13516.12     0.013   14.6   6.3        13    5.2   0.0   4.6   4   0   0   4   4   1   0 | SP
VITVvi_vZin03_v1.1_H000050F_004.ver1.0.g089470.p01 -          LRR_6                PF13516.12     0.014   14.5  11.6       2.6    7.4   0.2   4.8   4   0   0   4   4   1   0 | SP+TM
VITVvi_vZin03_v1.1_P12.ver1.0.g235320.p01          -          LRR_6                PF13516.12     0.014   14.5  11.6       2.6    7.4   0.2   4.8   4   0   0   4   4   1   0 | SP+TM
VITVvi_vZin03_v1.1_P127.ver1.0.g241470.p01         -          LRR_6                PF13516.12     0.014   14.5  26.4         3    7.2   0.1   9.3  10   0   0  10  10   2   0 | TM
VITVvi_vZin03_v1.1_H000080F_006.ver1.0.g115470.p01 -          LRR_6                PF13516.12     0.014   14.5  68.6      0.83    8.9   0.0  16.5  18   0   0  18  18   5   0 | SP+TM
VITVvi_vZin03_v1.1_P67.ver1.0.g483510.p01          -          LRR_6                PF13516.12     0.014   14.5  68.6      0.83    8.9   0.0  16.5  18   0   0  18  18   5   0 | SP+TM
VITVvi_vZin03_v1.1_P645.ver1.0.g480630.p01         -          LRR_6                PF13516.12     0.014   14.5  12.5      0.32   10.3   0.3   5.1   5   0   0   5   5   2   0 | SP+TM
VITVvi_vZin03_v1.1_P409.ver1.0.g413600.p01         -          LRR_6                PF13516.12     0.014   14.4  33.5     0.043   13.0   1.5   8.0   8   0   0   8   8   3   0 | TM
VITVvi_vZin03_v1.1_P157.ver1.0.g276780.p01         -          LRR_6                PF13516.12     0.015   14.4   6.8       1.9    7.8   0.0   4.6   5   0   0   5   5   2   0 | TM
VITVvi_vZin03_v1.1_P273.ver1.0.g354240.p01         -          LRR_6                PF13516.12     0.015   14.4  66.1      0.99    8.7   0.1  14.1  17   0   0  17  17   5   0 | SP+TM
VITVvi_vZin03_v1.1_H000192F_007.ver1.0.g165270.p01 -          LRR_6                PF13516.12     0.015   14.4  12.0       4.3    6.7   0.0   6.3   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000019F_012.ver1.0.g053440.p01 -          LRR_6                PF13516.12     0.015   14.4   9.1        21    4.6   0.1   5.8   6   0   0   6   6   0   0 | SP+TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041020.p01 -          LRR_6                PF13516.12     0.015   14.3   1.5         2    7.8   0.1   2.7   2   0   0   2   2   2   0 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256110.p01          -          LRR_6                PF13516.12     0.015   14.3   1.5         2    7.8   0.1   2.7   2   0   0   2   2   2   0 | TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283860.p01         -          LRR_6                PF13516.12     0.015   14.3   8.4        63    3.1   0.3   7.2   7   0   0   7   7   0   0 | SP+TM
VITVvi_vZin03_v1.1_H000443F_002.ver1.0.g193500.p01 -          LRR_6                PF13516.12     0.016   14.3   5.5        38    3.7   0.0   6.1   7   1   1   8   8   0   0 | SP
VITVvi_vZin03_v1.1_H000002F_005.ver1.0.g008250.p01 -          LRR_6                PF13516.12     0.018   14.2   0.5       6.1    6.2   0.1   3.3   4   0   0   4   4   1   0 | SP
VITVvi_vZin03_v1.1_H000128F_003.ver1.0.g140000.p01 -          LRR_6                PF13516.12     0.018   14.2  45.2      0.67    9.2   0.1  12.6  13   0   0  13  13   3   0 | SP+TM
VITVvi_vZin03_v1.1_P106.ver1.0.g216340.p01         -          LRR_6                PF13516.12     0.018   14.2  45.2      0.67    9.2   0.1  12.6  13   0   0  13  13   3   0 | SP+TM
VITVvi_vZin03_v1.1_P2.ver1.0.g309580.p01           -          LRR_6                PF13516.12     0.019   14.1  12.6       1.2    8.5   0.1   5.1   5   0   0   5   5   2   0 | SP
VITVvi_vZin03_v1.1_H000074F_005.ver1.0.g111180.p01 -          LRR_6                PF13516.12     0.019   14.1  63.1      0.22   10.7   0.0  12.8  14   1   1  15  15   5   0 | SP
VITVvi_vZin03_v1.1_P279.ver1.0.g355830.p01         -          LRR_6                PF13516.12      0.02   14.0  81.6      0.44    9.8   0.2  17.4  19   0   0  19  19   6   0 | SP+TM
VITVvi_vZin03_v1.1_P194.ver1.0.g307500.p01         -          LRR_6                PF13516.12     0.023   13.8   8.1       1.7    8.0   0.0   4.7   5   0   0   5   5   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000061F_001.ver1.0.g102160.p01 -          LRR_6                PF13516.12     0.024   13.8  12.5      0.17   11.1   0.1   6.3   7   0   0   7   7   1   0 | SP
VITVvi_vZin03_v1.1_P7.ver1.0.g490490.p01           -          LRR_6                PF13516.12     0.025   13.7  50.8      0.24   10.6   0.0  14.1  17   0   0  17  17   2   0 | SP
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041000.p01 -          LRR_6                PF13516.12     0.027   13.6   9.1       5.5    6.4   0.8   3.8   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_P595.ver1.0.g468130.p01         -          LRR_6                PF13516.12     0.028   13.6   0.2     0.028   13.6   0.2   9.7  13   0   0  13  13   1   0 | TM
VITVvi_vZin03_v1.1_P85.ver1.0.g511310.p01          -          LRR_6                PF13516.12     0.028   13.5  21.8       3.8    6.9   0.3   7.9   8   0   0   8   8   2   0 | TM
VITVvi_vZin03_v1.1_P409.ver1.0.g413650.p01         -          LRR_6                PF13516.12      0.03   13.5  28.9      0.28   10.4   0.8   6.9   8   0   0   8   8   3   0 | TM
VITVvi_vZin03_v1.1_P28.ver1.0.g356210.p01          -          LRR_6                PF13516.12     0.031   13.4  62.1      0.54    9.5   0.5  17.8  22   0   0  22  22   4   0 | SP+TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g040990.p01 -          LRR_6                PF13516.12     0.033   13.3   7.7      0.72    9.1   0.2   3.5   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_P127.ver1.0.g241480.p01         -          LRR_6                PF13516.12     0.034   13.3  27.9        23    4.4   0.0   9.7  10   0   0  10  10   0   0 | TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g041060.p01 -          LRR_6                PF13516.12     0.036   13.2   8.7      0.29   10.3   0.7   3.2   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_P71.ver1.0.g491670.p01          -          LRR_6                PF13516.12     0.038   13.1  55.1       0.3   10.3   0.2  12.4  15   0   0  15  15   4   0 | SP+TM
VITVvi_vZin03_v1.1_P66.ver1.0.g481640.p01          -          LRR_6                PF13516.12     0.038   13.1 106.1      0.51    9.6   0.0  22.1  26   0   0  26  26   8   0 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g256090.p01          -          LRR_6                PF13516.12     0.039   13.1   9.1       6.2    6.2   0.8   3.8   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_P56.ver1.0.g461560.p01          -          LRR_6                PF13516.12      0.04   13.0  43.2       5.4    6.4   0.1  13.2  14   0   0  14  14   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000244F_004.ver1.0.g178710.p01 -          LRR_6                PF13516.12     0.041   13.0   1.2       5.8    6.3   0.0   4.0   4   0   0   4   4   1   0 | SP
VITVvi_vZin03_v1.1_P551.ver1.0.g461030.p01         -          LRR_6                PF13516.12     0.042   13.0  64.6      0.23   10.7   0.1  15.5  17   0   0  17  17   2   0 | SP
VITVvi_vZin03_v1.1_P2.ver1.0.g309620.p01           -          LRR_6                PF13516.12     0.046   12.9   9.6       3.1    7.1   0.4   4.1   4   0   0   4   4   2   0 | TM
VITVvi_vZin03_v1.1_P654.ver1.0.g481380.p01         -          LRR_6                PF13516.12     0.048   12.8  10.4         6    6.2   0.0   5.8   6   0   0   6   6   1   0 | SP
VITVvi_vZin03_v1.1_P14.ver1.0.g256140.p01          -          LRR_6                PF13516.12     0.048   12.8   8.7      0.33   10.2   0.7   3.1   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_P64.ver1.0.g480270.p01          -          LRR_6                PF13516.12     0.051   12.7  65.9       1.2    8.4   0.1  15.3  19   0   0  19  19   7   0 | SP+TM
VITVvi_vZin03_v1.1_P409.ver1.0.g413680.p01         -          LRR_6                PF13516.12     0.052   12.7  21.9      0.12   11.5   0.9   6.4   7   0   0   7   7   2   0 | TM
VITVvi_vZin03_v1.1_P12.ver1.0.g234880.p01          -          LRR_6                PF13516.12     0.052   12.7   5.6        15    5.0   0.1   4.6   5   0   0   5   5   1   0 | TM
VITVvi_vZin03_v1.1_P51.ver1.0.g449180.p01          -          LRR_6                PF13516.12     0.052   12.7  40.0      0.18   11.0   0.0  11.6  14   0   0  14  14   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000033F_008.ver1.0.g070000.p01 -          LRR_6                PF13516.12     0.052   12.7  40.0      0.18   11.0   0.0  11.6  14   0   0  14  14   2   0 | SP+TM
VITVvi_vZin03_v1.1_P140.ver1.0.g257870.p01         -          LRR_6                PF13516.12     0.053   12.7  54.9       1.8    7.9   0.1  12.8  15   0   0  15  15   5   0 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439430.p01          -          LRR_6                PF13516.12     0.054   12.7  12.2      0.92    8.8   0.0   6.4   7   0   0   7   7   1   0 | SP+TM
VITVvi_vZin03_v1.1_P479.ver1.0.g436690.p01         -          LRR_6                PF13516.12     0.055   12.6  20.0      0.97    8.7   0.1   6.8   7   0   0   7   7   2   0 | SP
VITVvi_vZin03_v1.1_P49.ver1.0.g439470.p01          -          LRR_6                PF13516.12     0.056   12.6   1.6        17    4.8   0.1   3.9   3   0   0   3   3   0   0 | TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162810.p01 -          LRR_6                PF13516.12     0.056   12.6  18.6       4.7    6.6   0.3   6.2   6   0   0   6   6   3   0 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255870.p01          -          LRR_6                PF13516.12     0.057   12.6   0.4       1.9    7.8   0.1   2.8   2   0   0   2   2   1   0 | TM
VITVvi_vZin03_v1.1_P5.ver1.0.g445190.p01           -          LRR_6                PF13516.12      0.06   12.5  83.8      0.44    9.8   0.1  19.9  23   0   0  23  23   4   0 | SP+TM
VITVvi_vZin03_v1.1_H000006F_006.ver1.0.g024690.p01 -          LRR_6                PF13516.12      0.06   12.5  48.5      0.24   10.6   0.0  13.9  17   0   0  17  17   2   0 | SP
VITVvi_vZin03_v1.1_P3.ver1.0.g364460.p01           -          LRR_6                PF13516.12     0.063   12.4  61.9       6.9    6.1   0.1  15.0  17   0   0  17  17   5   0 | SP+TM
VITVvi_vZin03_v1.1_H000094F_004.ver1.0.g124400.p01 -          LRR_6                PF13516.12     0.066   12.4   0.1       6.3    6.2   0.0   2.7   2   0   0   2   2   1   0 | SP+TM
VITVvi_vZin03_v1.1_P79.ver1.0.g500940.p01          -          LRR_6                PF13516.12     0.066   12.4   0.1       6.3    6.2   0.0   2.7   2   0   0   2   2   1   0 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g512570.p01          -          LRR_6                PF13516.12     0.067   12.4  13.0       1.1    8.5   0.6   5.2   5   0   0   5   5   1   0 | SP+TM
VITVvi_vZin03_v1.1_P440.ver1.0.g426510.p01         -          LRR_6                PF13516.12     0.067   12.4   0.2     0.067   12.4   0.2  12.0  15   0   0  15  15   2   0 | SP
VITVvi_vZin03_v1.1_H000028F_008.ver1.0.g065970.p01 -          LRR_6                PF13516.12     0.069   12.3  10.0      0.64    9.3   0.0   5.3   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_P10.ver1.0.g211750.p01          -          LRR_6                PF13516.12      0.07   12.3  10.5       1.4    8.2   0.1   5.4   5   0   0   5   5   1   0 | SP+TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411710.p01          -          LRR_6                PF13516.12     0.071   12.3  48.6      0.46    9.8   0.2  11.1  12   0   0  12  12   4   0 | TM
VITVvi_vZin03_v1.1_P265.ver1.0.g349510.p01         -          LRR_6                PF13516.12     0.071   12.3  10.5       1.4    8.2   0.1   5.4   5   0   0   5   5   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000092F_001.ver1.0.g122890.p01 -          LRR_6                PF13516.12     0.074   12.2   8.9       1.1    8.5   0.0   3.5   4   0   0   4   4   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000077F_008.ver1.0.g113160.p01 -          LRR_6                PF13516.12     0.076   12.2   6.7       2.1    7.7   0.4   3.9   3   0   0   3   3   1   0 | SP+TM
VITVvi_vZin03_v1.1_P63.ver1.0.g477680.p01          -          LRR_6                PF13516.12     0.076   12.2   6.7       2.1    7.7   0.4   3.9   3   0   0   3   3   1   0 | SP+TM
VITVvi_vZin03_v1.1_P90.ver1.0.g526360.p01          -          LRR_6                PF13516.12     0.078   12.1   8.9       1.1    8.5   0.0   3.5   4   0   0   4   4   2   0 | SP+TM
VITVvi_vZin03_v1.1_P499.ver1.0.g441670.p01         -          LRR_6                PF13516.12     0.083   12.1   6.7       3.6    7.0   1.9   3.0   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_P16.ver1.0.g278090.p01          -          LRR_6                PF13516.12     0.086   12.0   0.2     0.086   12.0   0.2   7.2   8   0   0   8   8   1   0 | SP
VITVvi_vZin03_v1.1_P148.ver1.0.g264120.p01         -          LRR_6                PF13516.12     0.087   12.0  11.6      0.94    8.8   1.4   5.6   4   1   1   5   5   1   0 | TM
VITVvi_vZin03_v1.1_H000013F_003.ver1.0.g040980.p01 -          LRR_6                PF13516.12     0.087   12.0  10.2      0.53    9.6   0.5   3.5   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000181F_005.ver1.0.g161380.p01 -          LRR_6                PF13516.12     0.087   12.0   5.7       3.3    7.1   0.1   4.5   5   0   0   5   5   1   0 | SP+TM
VITVvi_vZin03_v1.1_P28.ver1.0.g357250.p01          -          LRR_6                PF13516.12     0.088   12.0  11.9      0.49    9.7   0.0   5.6   7   0   0   7   7   2   0 | SP+TM
VITVvi_vZin03_v1.1_P209.ver1.0.g319520.p01         -          LRR_6                PF13516.12     0.099   11.8   0.1     0.099   11.8   0.1   3.4   4   0   0   4   4   1   0 | SP+TM
VITVvi_vZin03_v1.1_P260.ver1.0.g347760.p01         -          LRR_6                PF13516.12     0.099   11.8   0.1     0.099   11.8   0.1   3.7   4   0   0   4   4   1   0 | SP+TM
VITVvi_vZin03_v1.1_P101.ver1.0.g213750.p01         -          LRR_6                PF13516.12       0.1   11.8  12.8      0.46    9.7   0.5   4.3   4   0   0   4   4   2   0 | SP+TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464900.p01          -          LRR_6                PF13516.12      0.11   11.7  12.0      0.26   10.5   0.4   4.4   4   0   0   4   4   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040770.p01 -          LRR_6                PF13516.12      0.12   11.6   1.4       4.4    6.7   0.1   3.3   3   0   0   3   3   1   0 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456620.p01          -          LRR_6                PF13516.12      0.12   11.6   0.0      0.12   11.6   0.0  20.3  24   0   0  24  24   6   0 | SP+TM
VITVvi_vZin03_v1.1_P15.ver1.0.g265320.p01          -          LRR_6                PF13516.12      0.12   11.5  21.6       5.4    6.4   0.1   6.0   6   0   0   6   6   2   0 | TM
VITVvi_vZin03_v1.1_H000041F_010.ver1.0.g076670.p01 -          LRR_6                PF13516.12      0.12   11.5  35.5       6.4    6.2   0.0  12.0  14   0   0  14  14   1   0 | SP+TM
VITVvi_vZin03_v1.1_P36.ver1.0.g390310.p01          -          LRR_6                PF13516.12      0.12   11.5  35.5       6.4    6.2   0.0  12.0  14   0   0  14  14   1   0 | SP+TM
VITVvi_vZin03_v1.1_P73.ver1.0.g495430.p01          -          LRR_6                PF13516.12      0.13   11.4  67.0      0.62    9.3   0.5  15.0  17   0   0  17  17   4   0 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098290.p01 -          LRR_6                PF13516.12      0.14   11.4  12.8       1.5    8.1   0.0   6.4   7   0   0   7   7   1   0 | SP+TM
VITVvi_vZin03_v1.1_P259.ver1.0.g346100.p01         -          LRR_6                PF13516.12      0.14   11.3  82.9       1.5    8.1   0.2  19.6  24   0   0  24  24   4   0 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364420.p01           -          LRR_6                PF13516.12      0.14   11.3  10.1       3.7    6.9   0.8   4.0   4   0   0   4   4   2   0 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098330.p01 -          LRR_6                PF13516.12      0.14   11.3  17.7        11    5.4   0.0   7.7   8   0   0   8   8   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000060F_006.ver1.0.g101620.p01 -          LRR_6                PF13516.12      0.14   11.3  12.7       2.3    7.6   0.2   6.1   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000055F_002.ver1.0.g095890.p01 -          LRR_6                PF13516.12      0.15   11.3   3.2       3.9    6.8   0.0   3.5   3   0   0   3   3   1   0 | TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518500.p01          -          LRR_6                PF13516.12      0.16   11.2   0.1      0.16   11.2   0.1   7.7   9   0   0   9   9   2   0 | TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439460.p01          -          LRR_6                PF13516.12      0.16   11.2  16.0        23    4.4   0.1   7.0   7   0   0   7   7   0   0 | TM
VITVvi_vZin03_v1.1_P1.ver1.0.g208420.p01           -          LRR_6                PF13516.12      0.17   11.1  14.2      0.35   10.1   0.4   4.7   4   1   2   6   6   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098260.p01 -          LRR_6                PF13516.12      0.18   11.0   9.6       8.7    5.7   0.0   6.0   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000816F_002.ver1.0.g198590.p01 -          LRR_6                PF13516.12      0.19   10.9  53.5       2.7    7.4   0.1  12.4  14   0   0  14  14   3   0 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439440.p01          -          LRR_6                PF13516.12      0.19   10.9  15.4        29    4.1   0.0   7.5   8   0   0   8   8   0   0 | SP+TM
VITVvi_vZin03_v1.1_P224.ver1.0.g329650.p01         -          LRR_6                PF13516.12       0.2   10.9  49.1      0.15   11.3   0.3  11.1  12   0   0  12  12   4   0 | SP+TM
VITVvi_vZin03_v1.1_P572.ver1.0.g463530.p01         -          LRR_6                PF13516.12      0.21   10.8  50.4      0.39   10.0   0.3  10.1  11   0   0  11  11   3   0 | TM
VITVvi_vZin03_v1.1_P9.ver1.0.g525040.p01           -          LRR_6                PF13516.12      0.21   10.8   3.2       4.5    6.6   0.0   3.5   3   0   0   3   3   1   0 | SP+TM
VITVvi_vZin03_v1.1_P368.ver1.0.g393010.p01         -          LRR_6                PF13516.12      0.23   10.7   8.4       4.4    6.7   0.1   3.7   4   0   0   4   4   2   0 | TM
VITVvi_vZin03_v1.1_H000120F_003.ver1.0.g135830.p01 -          LRR_6                PF13516.12      0.23   10.7  13.2       6.3    6.2   1.3   4.6   4   0   0   4   4   1   0 | TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377930.p01          -          LRR_6                PF13516.12      0.24   10.6  50.3       3.1    7.2   1.1  12.8  14   0   0  14  14   4   0 | SP+TM
VITVvi_vZin03_v1.1_P407.ver1.0.g413230.p01         -          LRR_6                PF13516.12      0.24   10.6   0.0      0.28   10.4   0.0  18.9  23   0   0  23  23   5   0 | TM
VITVvi_vZin03_v1.1_H000031F_003.ver1.0.g067950.p01 -          LRR_6                PF13516.12      0.24   10.6  50.3       3.1    7.2   1.1  12.8  14   0   0  14  14   4   0 | SP+TM
VITVvi_vZin03_v1.1_P151.ver1.0.g270680.p01         -          LRR_6                PF13516.12      0.24   10.6  53.4       1.4    8.2   0.4  15.3  18   0   0  18  18   2   0 | SP+TM
VITVvi_vZin03_v1.1_H000169F_007.ver1.0.g157590.p01 -          LRR_6                PF13516.12      0.25   10.6  11.4       2.3    7.6   0.0   5.8   7   0   0   7   7   1   0 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439400.p01          -          LRR_6                PF13516.12      0.25   10.6  11.3       8.7    5.8   0.0   6.1   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_P54.ver1.0.g457670.p01          -          LRR_6                PF13516.12      0.26   10.5  29.4       2.3    7.5   0.0   8.8  10   0   0  10  10   2   0 | TM
VITVvi_vZin03_v1.1_P50.ver1.0.g446880.p01          -          LRR_6                PF13516.12      0.27   10.5  12.9       2.2    7.6   0.2   6.0   6   0   0   6   6   1   0 | SP+TM
VITVvi_vZin03_v1.1_P68.ver1.0.g484900.p01          -          LRR_6                PF13516.12      0.28   10.4   6.5        29    4.1   0.0   4.5   4   0   0   4   4   0   0 | SP+TM
VITVvi_vZin03_v1.1_P110.ver1.0.g223860.p01         -          LRR_6                PF13516.12      0.28   10.4   0.0      0.28   10.4   0.0   9.3  13   0   0  13  13   3   0 | TM
VITVvi_vZin03_v1.1_P9.ver1.0.g520990.p01           -          LRR_6                PF13516.12      0.29   10.4  20.8       6.3    6.2   0.0   8.1  10   0   0  10  10   2   0 | TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377360.p01          -          LRR_6                PF13516.12      0.29   10.4  29.4        24    4.4   0.0   9.6  10   0   0  10  10   0   0 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098320.p01 -          LRR_6                PF13516.12       0.3   10.3  20.8        13    5.2   0.1   7.9   8   0   0   8   8   1   0 | SP+TM
VITVvi_vZin03_v1.1_P479.ver1.0.g436670.p01         -          LRR_6                PF13516.12       0.3   10.3  34.3       1.6    8.1   0.7   7.8   8   0   0   8   8   3   0 | TM
VITVvi_vZin03_v1.1_P261.ver1.0.g347930.p01         -          LRR_6                PF13516.12      0.31   10.3  17.6        22    4.5   0.2   7.0   7   0   0   7   7   0   0 | SP+TM
VITVvi_vZin03_v1.1_P529.ver1.0.g452620.p01         -          LRR_6                PF13516.12      0.31   10.3  17.6        22    4.5   0.2   7.0   7   0   0   7   7   0   0 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040760.p01 -          LRR_6                PF13516.12      0.31   10.3   7.1       1.9    7.8   0.1   3.0   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255860.p01          -          LRR_6                PF13516.12      0.31   10.3   7.1       1.9    7.8   0.1   3.0   3   0   0   3   3   2   0 | SP+TM
VITVvi_vZin03_v1.1_P30.ver1.0.g370750.p01          -          LRR_6                PF13516.12      0.32   10.3  26.1       3.6    6.9   0.5   8.0   8   0   0   8   8   1   0 | SP+TM
VITVvi_vZin03_v1.1_P109.ver1.0.g220060.p01         -          LRR_6                PF13516.12      0.33   10.2   4.0       9.1    5.7   0.0   3.2   3   0   0   3   3   1   0 | SP+TM
VITVvi_vZin03_v1.1_H000132F_003.ver1.0.g141050.p01 -          LRR_6                PF13516.12      0.33   10.2   4.0       8.8    5.7   0.0   3.1   3   0   0   3   3   1   0 | SP+TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411720.p01          -          LRR_6                PF13516.12      0.34   10.2  39.2      0.97    8.7   0.1   9.6  10   0   0  10  10   4   0 | SP
VITVvi_vZin03_v1.1_H000104F_007.ver1.0.g129350.p01 -          LRR_6                PF13516.12      0.34   10.2  55.0       0.7    9.2   0.2  11.8  14   0   0  14  14   5   0 | SP+TM
