#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P127.ver1.0.g241740.p01         -          LRR_8                PF13855.12  7.5e-104  338.5 199.0     4e-09   35.1   5.0  26.2  18   8   7  26  26  25  21 | TM
VITVvi_vZin03_v1.1_H000028F_009.ver1.0.g066080.p01 -          LRR_8                PF13855.12   1.1e-23   81.8  29.5   1.7e-08   33.1   2.1   5.1   3   1   3   6   6   5   5 | SP
VITVvi_vZin03_v1.1_P28.ver1.0.g356240.p01          -          LRR_8                PF13855.12   1.1e-23   81.8  29.5   1.7e-08   33.1   2.1   5.1   3   1   3   6   6   5   5 | SP
VITVvi_vZin03_v1.1_P183.ver1.0.g298460.p01         -          LRR_8                PF13855.12   1.1e-23   81.7  56.8   1.2e-06   27.2   5.2   7.1   4   2   3   7   7   7   7 | TM
VITVvi_vZin03_v1.1_P73.ver1.0.g495430.p01          -          LRR_8                PF13855.12   1.5e-23   81.3  88.7   2.8e-06   26.0   4.8   9.7   1   1  13  14  14  13  12 | SP+TM
VITVvi_vZin03_v1.1_P572.ver1.0.g463530.p01         -          LRR_8                PF13855.12   3.8e-23   80.1  46.0   6.1e-10   37.7   8.2   5.9   2   2   6   8   8   8   8 | TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353500.p01         -          LRR_8                PF13855.12   5.4e-23   79.6  51.1   9.5e-08   30.7   9.0   8.0   3   1   7  10  10   9   8 | SP
VITVvi_vZin03_v1.1_P127.ver1.0.g241480.p01         -          LRR_8                PF13855.12   5.5e-23   79.5  43.4   3.6e-09   35.3   4.3   6.1   2   2   2   6   6   4   4 | TM
VITVvi_vZin03_v1.1_H000074F_005.ver1.0.g111180.p01 -          LRR_8                PF13855.12   6.3e-23   79.4  72.1   1.6e-07   30.0   5.7   8.8   4   2   7  11  11  10   9 | SP
VITVvi_vZin03_v1.1_P127.ver1.0.g241470.p01         -          LRR_8                PF13855.12   6.4e-23   79.3  40.8   1.2e-09   36.9   4.4   6.2   5   1   1   6   6   5   4 | TM
VITVvi_vZin03_v1.1_P118.ver1.0.g232090.p01         -          LRR_8                PF13855.12   8.1e-23   79.0  31.9   2.9e-05   22.8   0.3   6.4   5   1   1   6   6   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g065010.p01 -          LRR_8                PF13855.12   1.2e-22   78.5  68.3   5.4e-07   28.3   8.2   8.7   2   2   5   8   8   7   5 | TM
VITVvi_vZin03_v1.1_H000136F_002.ver1.0.g143730.p01 -          LRR_8                PF13855.12   1.2e-22   78.5  33.0   2.9e-05   22.8   0.3   6.4   5   1   1   6   6   4   4 | SP+TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377930.p01          -          LRR_8                PF13855.12   1.2e-22   78.4  64.6   7.1e-06   24.7   7.9   9.9   4   2   7  11  11   8   5 | SP+TM
VITVvi_vZin03_v1.1_P129.ver1.0.g242950.p01         -          LRR_8                PF13855.12   1.6e-22   78.0  22.8   1.9e-07   29.8   1.3   5.5   4   2   1   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000162F_003.ver1.0.g155310.p01 -          LRR_8                PF13855.12   1.6e-22   78.0  22.8   1.9e-07   29.8   1.3   5.5   4   2   1   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P518.ver1.0.g450220.p01         -          LRR_8                PF13855.12   1.7e-22   78.0  27.5   7.1e-09   34.4   3.3   3.3   1   1   3   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P88.ver1.0.g518500.p01          -          LRR_8                PF13855.12   2.2e-22   77.6  37.4   7.3e-07   27.9   2.1   6.4   4   2   3   7   7   6   5 | TM
VITVvi_vZin03_v1.1_H000000F_019.ver1.0.g001680.p01 -          LRR_8                PF13855.12   2.3e-22   77.5  11.3   1.2e-07   30.5   0.0   4.2   2   1   2   4   4   4   4 | SP
VITVvi_vZin03_v1.1_H000000F_011.ver1.0.g000350.p01 -          LRR_8                PF13855.12   2.3e-22   77.5  11.3   1.2e-07   30.5   0.0   4.2   2   1   2   4   4   4   4 | SP
VITVvi_vZin03_v1.1_P61.ver1.0.g474720.p01          -          LRR_8                PF13855.12   2.4e-22   77.5  37.3   9.7e-08   30.7   4.2   6.4   2   1   6   8   8   7   7 | TM
VITVvi_vZin03_v1.1_P67.ver1.0.g484190.p01          -          LRR_8                PF13855.12   2.6e-22   77.4  24.2   1.3e-07   30.3   0.1   5.3   4   2   1   6   6   5   3 | TM
VITVvi_vZin03_v1.1_P516.ver1.0.g449990.p01         -          LRR_8                PF13855.12   2.8e-22   77.3  38.0   1.4e-07   30.2   1.0   6.5   5   1   0   5   5   4   4 | TM
VITVvi_vZin03_v1.1_P160.ver1.0.g280300.p01         -          LRR_8                PF13855.12   2.9e-22   77.2  49.8   1.4e-07   30.2   3.0   4.9   2   2   5   7   7   7   7 | SP
VITVvi_vZin03_v1.1_H000037F_018.ver1.0.g074900.p01 -          LRR_8                PF13855.12   3.4e-22   77.0  40.6   1.3e-06   27.0   2.9   7.0   4   2   2   6   6   5   4 | TM
VITVvi_vZin03_v1.1_P32.ver1.0.g377360.p01          -          LRR_8                PF13855.12   3.7e-22   76.9  43.6   1.1e-09   36.9   4.1   6.2   3   2   1   5   5   4   4 | TM
VITVvi_vZin03_v1.1_H000132F_003.ver1.0.g140820.p01 -          LRR_8                PF13855.12     4e-22   76.8  34.5   8.7e-12   43.7   3.3   5.5   4   2   1   5   5   4   4 | SP
VITVvi_vZin03_v1.1_P109.ver1.0.g219810.p01         -          LRR_8                PF13855.12     4e-22   76.8  34.5   8.7e-12   43.7   3.3   5.5   4   2   1   5   5   4   4 | SP
VITVvi_vZin03_v1.1_H000197F_003.ver1.0.g166280.p01 -          LRR_8                PF13855.12   4.2e-22   76.7  43.7   4.2e-07   28.7   5.3   6.6   4   1   3   7   7   6   5 | TM
VITVvi_vZin03_v1.1_H000026F_007.ver1.0.g062370.p01 -          LRR_8                PF13855.12   4.5e-22   76.6  33.5   1.6e-11   42.8   9.0   4.4   2   1   2   5   5   4   4 | SP+TM
VITVvi_vZin03_v1.1_P85.ver1.0.g511310.p01          -          LRR_8                PF13855.12   5.4e-22   76.4  28.7   3.4e-10   38.6   4.5   4.3   1   1   4   5   5   5   5 | TM
VITVvi_vZin03_v1.1_P272.ver1.0.g353760.p01         -          LRR_8                PF13855.12   6.1e-22   76.2  43.3   3.2e-05   22.6   7.1   6.5   3   1   1   6   6   5   5 | SP
VITVvi_vZin03_v1.1_P2.ver1.0.g309570.p01           -          LRR_8                PF13855.12   6.2e-22   76.2  25.7   3.8e-07   28.8   0.8   5.6   2   2   4   6   6   6   5 | SP
VITVvi_vZin03_v1.1_P15.ver1.0.g265330.p01          -          LRR_8                PF13855.12   6.7e-22   76.1  25.7   4.6e-08   31.7   1.5   4.4   2   1   0   4   4   4   4 | SP
VITVvi_vZin03_v1.1_H000012F_011.ver1.0.g038790.p01 -          LRR_8                PF13855.12   6.8e-22   76.0  44.2   2.4e-06   26.3   0.6   6.0   2   2   2   5   5   5   5 | SP
VITVvi_vZin03_v1.1_H000031F_003.ver1.0.g067950.p01 -          LRR_8                PF13855.12   6.9e-22   76.0  66.8   7.1e-06   24.7   7.9  10.0   4   2   7  11  11   8   4 | SP+TM
VITVvi_vZin03_v1.1_P26.ver1.0.g346530.p01          -          LRR_8                PF13855.12     7e-22   76.0  36.1   1.1e-09   37.0   1.0   6.5   4   2   2   7   7   6   6 | SP
VITVvi_vZin03_v1.1_P74.ver1.0.g495750.p01          -          LRR_8                PF13855.12   8.1e-22   75.8  27.1   2.6e-07   29.3   2.9   4.5   4   0   0   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P155.ver1.0.g273930.p01         -          LRR_8                PF13855.12   8.5e-22   75.7  17.4   2.8e-09   35.6   0.5   4.0   3   1   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162680.p01 -          LRR_8                PF13855.12   2.1e-21   74.5  17.1   6.3e-09   34.5   0.4   3.7   3   1   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P368.ver1.0.g393060.p01         -          LRR_8                PF13855.12   2.4e-21   74.3  43.4   1.5e-07   30.1   5.9   5.6   3   3   0   5   5   5   4 | TM
VITVvi_vZin03_v1.1_H000086F_006.ver1.0.g120370.p01 -          LRR_8                PF13855.12   3.3e-21   73.9  58.8   8.6e-07   27.7   7.6   5.0   3   2   2   5   5   5   5 | TM
VITVvi_vZin03_v1.1_P402.ver1.0.g412650.p01         -          LRR_8                PF13855.12   4.1e-21   73.5  71.4   6.2e-06   24.9   7.7   7.1   2   2   5   8   8   7   7 | SP
VITVvi_vZin03_v1.1_H000318F_005.ver1.0.g187610.p01 -          LRR_8                PF13855.12   5.7e-21   73.1  30.7     2e-07   29.7   3.1   5.4   4   1   1   5   5   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g065000.p01 -          LRR_8                PF13855.12   7.2e-21   72.8  18.8   8.6e-07   27.7   0.8   4.6   2   2   1   4   4   4   3 | SP
VITVvi_vZin03_v1.1_P405.ver1.0.g413060.p01         -          LRR_8                PF13855.12   8.9e-21   72.5  75.1   2.3e-06   26.3   4.6   9.1   1   1  10  12  12  10   9 | SP+TM
VITVvi_vZin03_v1.1_H000153F_005.ver1.0.g152800.p01 -          LRR_8                PF13855.12   9.6e-21   72.4  30.1   7.4e-09   34.3   6.3   4.5   2   1   3   5   5   4   4 | SP+TM
VITVvi_vZin03_v1.1_P405.ver1.0.g413080.p01         -          LRR_8                PF13855.12   1.2e-20   72.1  40.4   2.5e-07   29.4   2.2   6.3   1   1   5   7   7   7   6 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456730.p01          -          LRR_8                PF13855.12   1.4e-20   71.8  76.1   1.3e-09   36.7   4.4   9.8   5   2   4  10  10   8   7 | TM
VITVvi_vZin03_v1.1_P71.ver1.0.g491630.p01          -          LRR_8                PF13855.12   2.5e-20   71.0  42.4   5.8e-08   31.4   7.2   6.1   3   3   1   5   5   5   4 | SP
VITVvi_vZin03_v1.1_P77.ver1.0.g498080.p01          -          LRR_8                PF13855.12   3.1e-20   70.7  27.0   2.3e-08   32.7   5.1   4.9   4   1   0   4   4   4   4 | SP+TM
VITVvi_vZin03_v1.1_P61.ver1.0.g474830.p01          -          LRR_8                PF13855.12   3.2e-20   70.7  56.6   5.9e-08   31.4  12.9   5.5   1   1   3   5   5   5   3 | SP
VITVvi_vZin03_v1.1_H000196F_003.ver1.0.g166120.p01 -          LRR_8                PF13855.12   3.2e-20   70.7  50.1   1.4e-06   27.0   3.5   5.0   2   2   5   7   7   7   7 | SP
VITVvi_vZin03_v1.1_P494.ver1.0.g441440.p01         -          LRR_8                PF13855.12   5.1e-20   70.0  15.0   1.6e-09   36.4   2.3   3.9   4   0   0   4   4   2   2 | TM
VITVvi_vZin03_v1.1_H000001F_021.ver1.0.g004440.p01 -          LRR_8                PF13855.12   6.4e-20   69.7  26.9   1.8e-07   29.9   3.8   6.0   4   2   0   5   5   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000208F_004.ver1.0.g170000.p01 -          LRR_8                PF13855.12     7e-20   69.6  16.0   6.7e-09   34.4   8.5   3.9   1   1   2   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P453.ver1.0.g429260.p01         -          LRR_8                PF13855.12   7.3e-20   69.5  21.2   1.9e-07   29.8   0.0   5.0   1   1   6   7   7   6   5 | TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439440.p01          -          LRR_8                PF13855.12   1.2e-19   68.9  19.3   3.3e-07   29.0   0.7   5.7   3   2   1   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000136F_002.ver1.0.g143740.p01 -          LRR_8                PF13855.12     2e-19   68.2  30.1   3.6e-06   25.7   2.8   6.3   4   1   1   6   6   5   5 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098300.p01 -          LRR_8                PF13855.12   2.1e-19   68.1  21.4   3.9e-08   32.0   0.5   5.8   3   1   4   7   7   6   6 | SP+TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411730.p01          -          LRR_8                PF13855.12   2.7e-19   67.7  48.8   3.8e-07   28.8   3.7   7.9   4   3   5   9   9   7   5 | TM
VITVvi_vZin03_v1.1_H000232F_006.ver1.0.g176080.p01 -          LRR_8                PF13855.12   2.8e-19   67.7  31.9     2e-06   26.5   3.2   5.7   4   1   1   5   5   5   4 | SP+TM
VITVvi_vZin03_v1.1_H000005F_004.ver1.0.g021850.p01 -          LRR_8                PF13855.12   3.2e-19   67.5  25.5   2.2e-09   35.9   2.1   5.5   5   1   0   5   5   4   3 | SP
VITVvi_vZin03_v1.1_P6.ver1.0.g472980.p01           -          LRR_8                PF13855.12   3.2e-19   67.5  25.5   2.2e-09   35.9   2.1   5.5   5   1   0   5   5   4   3 | SP
VITVvi_vZin03_v1.1_P368.ver1.0.g393020.p01         -          LRR_8                PF13855.12   4.2e-19   67.1  52.7   7.9e-08   31.0   2.9   7.7   7   1   1   8   8   5   4 | SP
VITVvi_vZin03_v1.1_P199.ver1.0.g308710.p01         -          LRR_8                PF13855.12   4.5e-19   67.0  30.6   9.5e-08   30.7   5.5   5.6   4   2   2   6   6   4   4 | SP
VITVvi_vZin03_v1.1_P188.ver1.0.g302650.p01         -          LRR_8                PF13855.12   4.6e-19   67.0  32.1     2e-06   26.5   3.2   5.7   4   1   1   5   5   5   5 | SP+TM
VITVvi_vZin03_v1.1_H000146F_009.ver1.0.g148780.p01 -          LRR_8                PF13855.12   4.9e-19   66.9  16.7   1.8e-06   26.7   0.7   4.6   5   0   0   5   5   3   3 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098310.p01 -          LRR_8                PF13855.12     9e-19   66.0  21.9   8.3e-09   34.1   0.8   6.1   2   2   2   6   6   5   5 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098320.p01 -          LRR_8                PF13855.12   9.9e-19   65.9  23.6   7.4e-09   34.3   1.2   5.8   2   2   4   7   7   6   6 | SP+TM
VITVvi_vZin03_v1.1_P1.ver1.0.g208460.p01           -          LRR_8                PF13855.12   1.1e-18   65.7  34.7   1.8e-09   36.3   3.4   5.0   2   2   0   4   4   4   3 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439430.p01          -          LRR_8                PF13855.12   1.3e-18   65.6  27.2     1e-06   27.4   0.6   6.0   2   1   3   6   6   5   3 | SP+TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098330.p01 -          LRR_8                PF13855.12   1.3e-18   65.5  39.0   1.5e-07   30.1   2.2   5.7   2   2   4   7   7   6   6 | SP+TM
VITVvi_vZin03_v1.1_P118.ver1.0.g232100.p01         -          LRR_8                PF13855.12   1.5e-18   65.3  31.9   1.3e-05   23.9   3.9   6.3   4   1   1   6   6   5   5 | SP+TM
VITVvi_vZin03_v1.1_P224.ver1.0.g329680.p01         -          LRR_8                PF13855.12   1.6e-18   65.2  44.5   6.3e-07   28.1   6.0   6.7   2   2   7   9   9   8   7 | TM
VITVvi_vZin03_v1.1_H000286F_002.ver1.0.g184300.p01 -          LRR_8                PF13855.12   1.8e-18   65.1  43.4   6.7e-07   28.0   6.1   6.7   2   2   6   8   8   7   7 | TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411720.p01          -          LRR_8                PF13855.12   2.2e-18   64.8  54.2   8.1e-08   31.0   3.0   8.1   7   2   2   9   9   6   4 | SP
VITVvi_vZin03_v1.1_H000026F_002.ver1.0.g061810.p01 -          LRR_8                PF13855.12   2.6e-18   64.6   4.0   1.8e-08   33.1   1.0   3.4   3   0   0   3   3   2   2 | SP
VITVvi_vZin03_v1.1_P30.ver1.0.g369600.p01          -          LRR_8                PF13855.12   2.6e-18   64.6   4.0   1.8e-08   33.1   1.0   3.4   3   0   0   3   3   2   2 | SP
VITVvi_vZin03_v1.1_P714.ver1.0.g493090.p01         -          LRR_8                PF13855.12     3e-18   64.4  28.8   4.7e-08   31.7   3.2   3.7   2   2   2   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P744.ver1.0.g496250.p01         -          LRR_8                PF13855.12     3e-18   64.4  28.8   4.7e-08   31.7   3.2   3.8   2   2   2   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P85.ver1.0.g511410.p01          -          LRR_8                PF13855.12   3.1e-18   64.3  32.1     3e-09   35.5   4.6   5.7   4   1   2   6   6   5   3 | SP
VITVvi_vZin03_v1.1_P61.ver1.0.g474780.p01          -          LRR_8                PF13855.12   3.2e-18   64.3  30.6   5.6e-08   31.5   5.0   4.2   4   1   0   4   4   3   3 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098290.p01 -          LRR_8                PF13855.12   3.3e-18   64.3  28.6   3.5e-06   25.7   0.9   6.0   2   1   3   6   6   5   3 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439460.p01          -          LRR_8                PF13855.12   3.5e-18   64.2  19.4   5.2e-07   28.4   0.9   5.3   2   2   4   6   6   6   6 | TM
VITVvi_vZin03_v1.1_P400.ver1.0.g412340.p01         -          LRR_8                PF13855.12   3.7e-18   64.1  18.3     8e-08   31.0   6.5   4.8   2   2   1   4   4   4   3 | SP
VITVvi_vZin03_v1.1_P85.ver1.0.g511330.p01          -          LRR_8                PF13855.12   3.9e-18   64.0  17.0   6.3e-12   44.1   4.6   2.5   2   0   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P44.ver1.0.g426390.p01          -          LRR_8                PF13855.12     4e-18   64.0  21.3     9e-08   30.8   4.8   5.4   4   2   1   5   5   5   4 | SP+TM
VITVvi_vZin03_v1.1_P5.ver1.0.g442680.p01           -          LRR_8                PF13855.12   4.7e-18   63.7  77.5   2.2e-05   23.2   6.8   8.4   1   1   7   9   9   9   8 | SP
VITVvi_vZin03_v1.1_H000028F_008.ver1.0.g065970.p01 -          LRR_8                PF13855.12   5.4e-18   63.6   7.4   3.1e-07   29.1   0.0   5.0   2   1   1   4   4   4   4 | SP+TM
VITVvi_vZin03_v1.1_P22.ver1.0.g327530.p01          -          LRR_8                PF13855.12   5.5e-18   63.5  45.5   9.7e-08   30.7   8.7   5.5   4   3   1   5   5   4   4 | TM
VITVvi_vZin03_v1.1_P25.ver1.0.g341890.p01          -          LRR_8                PF13855.12   5.7e-18   63.5  19.4   4.4e-08   31.8   3.5   5.5   3   1   3   6   6   4   4 | SP
VITVvi_vZin03_v1.1_P41.ver1.0.g414090.p01          -          LRR_8                PF13855.12     6e-18   63.4  19.7   1.2e-09   36.8   0.7   3.4   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P9.ver1.0.g520990.p01           -          LRR_8                PF13855.12   6.2e-18   63.4  23.3   0.00089   18.0   0.0   6.5   3   1   1   6   6   5   4 | TM
VITVvi_vZin03_v1.1_H000011F_011.ver1.0.g035870.p01 -          LRR_8                PF13855.12   8.1e-18   63.0  36.9   4.5e-07   28.6   3.7   5.5   3   1   3   7   7   5   5 | SP
VITVvi_vZin03_v1.1_P11.ver1.0.g221810.p01          -          LRR_8                PF13855.12   8.1e-18   63.0  36.9   4.5e-07   28.6   3.7   5.5   3   1   3   7   7   5   5 | SP
VITVvi_vZin03_v1.1_H000027F_017.ver1.0.g064660.p01 -          LRR_8                PF13855.12   9.3e-18   62.8  19.0   4.2e-08   31.9   3.5   5.4   3   1   3   6   6   4   4 | SP
VITVvi_vZin03_v1.1_P368.ver1.0.g393070.p01         -          LRR_8                PF13855.12     1e-17   62.6  38.7   2.4e-06   26.2   8.8   7.0   4   3   3   7   7   6   4 | TM
VITVvi_vZin03_v1.1_P40.ver1.0.g411670.p01          -          LRR_8                PF13855.12     1e-17   62.6  38.7   2.4e-06   26.2   8.8   7.0   4   3   3   7   7   6   4 | TM
VITVvi_vZin03_v1.1_H000286F_001.ver1.0.g184240.p01 -          LRR_8                PF13855.12   1.6e-17   62.0  31.2     1e-08   33.8   1.6   4.7   3   1   1   5   5   4   3 | SP
VITVvi_vZin03_v1.1_P138.ver1.0.g251770.p01         -          LRR_8                PF13855.12   1.8e-17   61.9  25.2   8.3e-09   34.1   4.0   4.0   2   1   3   5   5   4   3 | TM
VITVvi_vZin03_v1.1_P128.ver1.0.g242040.p01         -          LRR_8                PF13855.12   1.8e-17   61.9  10.5   8.9e-08   30.8   2.0   4.5   3   2   2   5   5   4   4 | SP
VITVvi_vZin03_v1.1_P518.ver1.0.g450240.p01         -          LRR_8                PF13855.12   2.1e-17   61.6  25.5   2.7e-06   26.1   1.5   4.7   1   1   5   6   6   6   6 | SP
VITVvi_vZin03_v1.1_H000027F_009.ver1.0.g063990.p01 -          LRR_8                PF13855.12   2.3e-17   61.5  11.8   7.7e-07   27.8   0.9   3.6   2   1   0   3   3   3   3 | SP
VITVvi_vZin03_v1.1_P28.ver1.0.g357250.p01          -          LRR_8                PF13855.12     3e-17   61.2  11.5   2.3e-07   29.5   0.0   5.1   3   1   1   5   5   4   4 | SP+TM
VITVvi_vZin03_v1.1_H000040F_001.ver1.0.g075530.p01 -          LRR_8                PF13855.12     3e-17   61.1  18.2   2.4e-05   23.1   0.2   5.5   5   1   0   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P71.ver1.0.g491640.p01          -          LRR_8                PF13855.12   3.1e-17   61.1  21.0   1.1e-08   33.8   5.2   4.5   2   2   2   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P279.ver1.0.g355740.p01         -          LRR_8                PF13855.12   3.1e-17   61.1  32.0     1e-07   30.6   3.8   5.0   2   1   5   7   7   6   6 | TM
VITVvi_vZin03_v1.1_H000057F_001.ver1.0.g098140.p01 -          LRR_8                PF13855.12   3.1e-17   61.1   7.6   6.3e-08   31.3   0.1   4.8   3   1   2   5   5   4   3 | SP
VITVvi_vZin03_v1.1_P269.ver1.0.g350920.p01         -          LRR_8                PF13855.12   3.3e-17   61.0  19.0   1.9e-05   23.3   0.0   4.7   2   1   1   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P409.ver1.0.g413650.p01         -          LRR_8                PF13855.12   3.5e-17   60.9  27.2     2e-11   42.5   5.4   3.6   2   1   0   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439480.p01          -          LRR_8                PF13855.12   3.6e-17   60.9  21.4   1.6e-07   30.0   2.3   5.7   2   2   2   6   6   5   5 | SP+TM
VITVvi_vZin03_v1.1_H000152F_005.ver1.0.g151200.p01 -          LRR_8                PF13855.12   4.1e-17   60.7  11.3   2.6e-07   29.3   2.5   4.7   3   2   2   5   5   4   4 | SP
VITVvi_vZin03_v1.1_P409.ver1.0.g413600.p01         -          LRR_8                PF13855.12   4.3e-17   60.7  42.8   2.2e-06   26.4   3.2   5.5   2   2   5   7   7   7   6 | TM
VITVvi_vZin03_v1.1_H000001F_017.ver1.0.g003350.p01 -          LRR_8                PF13855.12   5.5e-17   60.3  16.2   1.9e-05   23.4   0.3   4.3   2   1   1   4   4   4   4 | SP
VITVvi_vZin03_v1.1_P249.ver1.0.g341500.p01         -          LRR_8                PF13855.12   5.5e-17   60.3  15.0     9e-09   34.0   4.2   3.4   2   1   1   3   3   3   3 | TM
VITVvi_vZin03_v1.1_P133.ver1.0.g248510.p01         -          LRR_8                PF13855.12   5.7e-17   60.3  11.6   1.3e-07   30.3   1.7   3.5   2   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P34.ver1.0.g385100.p01          -          LRR_8                PF13855.12   5.8e-17   60.3  19.3   2.4e-05   23.1   0.2   5.6   5   1   0   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_P193.ver1.0.g306890.p01         -          LRR_8                PF13855.12   6.6e-17   60.1  20.7   7.6e-09   34.3   4.9   5.1   3   2   2   5   5   4   2 | SP
VITVvi_vZin03_v1.1_P155.ver1.0.g274530.p01         -          LRR_8                PF13855.12   7.7e-17   59.9  18.2   6.9e-07   28.0   4.4   6.4   4   2   3   7   7   5   4 | SP+TM
VITVvi_vZin03_v1.1_P16.ver1.0.g278090.p01          -          LRR_8                PF13855.12   1.1e-16   59.3  37.6   4.8e-06   25.3   5.4   7.4   5   2   3   8   8   7   4 | SP
VITVvi_vZin03_v1.1_P88.ver1.0.g518720.p01          -          LRR_8                PF13855.12   1.6e-16   58.8  19.8   1.9e-08   33.0   3.9   5.1   3   2   2   5   5   4   2 | SP
VITVvi_vZin03_v1.1_H000169F_007.ver1.0.g157590.p01 -          LRR_8                PF13855.12   2.1e-16   58.4  11.2   1.3e-07   30.3   1.7   3.5   2   1   1   3   3   3   2 | SP+TM
VITVvi_vZin03_v1.1_P3.ver1.0.g364470.p01           -          LRR_8                PF13855.12   2.2e-16   58.4  32.8   5.8e-07   28.2   5.5   4.4   1   1   4   5   5   5   5 | TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456450.p01          -          LRR_8                PF13855.12   2.2e-16   58.4  23.8   2.8e-08   32.4   1.2   4.5   2   1   2   4   4   4   3 | TM
VITVvi_vZin03_v1.1_P237.ver1.0.g336770.p01         -          LRR_8                PF13855.12   2.5e-16   58.2  23.0   4.6e-08   31.8   1.6   4.7   1   1   3   5   5   5   4 | SP
VITVvi_vZin03_v1.1_P40.ver1.0.g411710.p01          -          LRR_8                PF13855.12   2.5e-16   58.2  49.3   1.1e-08   33.7   9.7   6.4   3   3   5   8   8   8   5 | TM
VITVvi_vZin03_v1.1_P409.ver1.0.g413680.p01         -          LRR_8                PF13855.12   3.4e-16   57.8  22.2   5.1e-12   44.4   4.9   3.2   2   1   0   2   2   2   2 | TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439500.p01          -          LRR_8                PF13855.12   3.4e-16   57.8  20.0   4.3e-07   28.6   0.9   5.1   3   2   1   5   5   4   4 | TM
VITVvi_vZin03_v1.1_H000019F_012.ver1.0.g053840.p01 -          LRR_8                PF13855.12   3.9e-16   57.6  26.0   0.00018   20.2   0.6   4.7   3   1   1   4   4   4   4 | TM
VITVvi_vZin03_v1.1_P654.ver1.0.g481380.p01         -          LRR_8                PF13855.12   4.5e-16   57.4  17.1   5.4e-07   28.3   0.1   4.9   3   1   3   6   6   5   5 | SP
VITVvi_vZin03_v1.1_P54.ver1.0.g457670.p01          -          LRR_8                PF13855.12   5.3e-16   57.2  33.9   5.8e-05   21.8   3.1   5.4   3   3   1   5   5   4   4 | TM
VITVvi_vZin03_v1.1_H000001F_003.ver1.0.g002250.p01 -          LRR_8                PF13855.12   6.5e-16   56.9  20.5   6.6e-09   34.4   2.8   6.0   4   1   2   7   7   4   3 | TM
VITVvi_vZin03_v1.1_P2.ver1.0.g314670.p01           -          LRR_8                PF13855.12   6.5e-16   56.9  20.5   6.6e-09   34.4   2.8   6.0   4   1   2   7   7   4   3 | TM
VITVvi_vZin03_v1.1_P165.ver1.0.g283850.p01         -          LRR_8                PF13855.12   6.8e-16   56.8  12.1   3.2e-05   22.7   0.7   5.6   4   1   0   5   5   4   3 | SP+TM
VITVvi_vZin03_v1.1_H000397F_001.ver1.0.g191480.p01 -          LRR_8                PF13855.12   7.2e-16   56.8  55.8   2.3e-06   26.3  12.4   7.8   2   2   6   9   9   7   5 | SP
VITVvi_vZin03_v1.1_H000040F_002.ver1.0.g075950.p01 -          LRR_8                PF13855.12   7.3e-16   56.7  48.5   2.4e-05   23.1   4.9   6.1   4   2   0   5   5   5   4 | SP+TM
