#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g379290.t01      -          LRRNT_2              PF08263.17   3.6e-49  164.4  18.5   4.9e-13   48.8   0.6   5.2   5   0   0   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495960.t01      -          LRRNT_2              PF08263.17   6.3e-10   38.8   7.4   4.4e-06   26.5   1.3   3.1   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000335F.ver1.0.g597120.t01      -          LRRNT_2              PF08263.17   6.9e-10   38.7   0.5   2.1e-09   37.2   0.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450030.t01      -          LRRNT_2              PF08263.17   7.3e-10   38.6   1.7   1.6e-09   37.5   0.6   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000011F_032.ver1.0.g082610.t01 -          LRRNT_2              PF08263.17   7.9e-10   38.5   3.2   1.4e-09   37.7   3.2   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000244F.ver1.0.g577680.t01      -          LRRNT_2              PF08263.17   8.3e-10   38.5   5.5   3.1e-09   36.6   5.5   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208750.t01 -          LRRNT_2              PF08263.17     1e-09   38.2   2.4   1.5e-09   37.7   0.3   2.6   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000121F_006.ver1.0.g216620.t02 -          LRRNT_2              PF08263.17   1.3e-09   37.8   0.2     4e-09   36.3   0.1   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513460.t01      -          LRRNT_2              PF08263.17   1.4e-09   37.7   2.0   4.4e-09   36.1   2.0   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_011.ver1.0.g217200.t01 -          LRRNT_2              PF08263.17   1.4e-09   37.7   2.0   4.4e-09   36.1   2.0   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000229F_001.ver1.0.g243820.t01 -          LRRNT_2              PF08263.17   1.5e-09   37.6   0.2   3.6e-09   36.4   0.2   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000475F.ver1.0.g612460.t01      -          LRRNT_2              PF08263.17   1.6e-09   37.5   3.2     8e-09   35.3   1.6   2.9   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t02 -          LRRNT_2              PF08263.17   1.7e-09   37.5   0.0   5.3e-09   35.9   0.0   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t02      -          LRRNT_2              PF08263.17   1.7e-09   37.5   0.0   5.3e-09   35.9   0.0   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000092F_011.ver1.0.g195850.t01 -          LRRNT_2              PF08263.17   1.9e-09   37.3   7.8   8.2e-05   22.5   0.6   3.7   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000092F.ver1.0.g479820.t01      -          LRRNT_2              PF08263.17   1.9e-09   37.3   7.8   8.2e-05   22.5   0.6   3.7   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000027F.ver1.0.g382670.t01      -          LRRNT_2              PF08263.17     2e-09   37.3  11.2   1.9e-08   34.1  11.2   2.7   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151700.t01 -          LRRNT_2              PF08263.17     2e-09   37.2   0.3     2e-09   37.2   0.3   2.1   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512930.t01      -          LRRNT_2              PF08263.17   2.1e-09   37.2   1.7   7.1e-09   35.5   1.7   2.0   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000121F_006.ver1.0.g216620.t01 -          LRRNT_2              PF08263.17   2.1e-09   37.2   0.1   5.8e-09   35.8   0.1   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000316F_003.ver1.0.g247450.t01 -          LRRNT_2              PF08263.17   2.1e-09   37.2   0.1   6.8e-09   35.5   0.1   2.0   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000316F.ver1.0.g593450.t01      -          LRRNT_2              PF08263.17   2.1e-09   37.2   0.1   6.8e-09   35.5   0.1   2.0   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g058940.t01 -          LRRNT_2              PF08263.17   2.3e-09   37.0   0.0   6.9e-09   35.5   0.0   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g301230.t01      -          LRRNT_2              PF08263.17   2.3e-09   37.0   0.0   6.9e-09   35.5   0.0   1.9   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000006F_034.ver1.0.g062220.t01 -          LRRNT_2              PF08263.17   2.3e-09   37.0   0.2   5.1e-09   35.9   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000006F_034.ver1.0.g062220.t02 -          LRRNT_2              PF08263.17   2.3e-09   37.0   0.2   5.1e-09   35.9   0.2   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_005.ver1.0.g216990.t02 -          LRRNT_2              PF08263.17   3.1e-09   36.6   1.5   9.9e-09   35.0   1.5   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_005.ver1.0.g217000.t01 -          LRRNT_2              PF08263.17   3.1e-09   36.6   1.5   9.6e-09   35.1   1.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_065.ver1.0.g007390.t01 -          LRRNT_2              PF08263.17   3.3e-09   36.5   0.1   9.3e-09   35.1   0.1   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256610.t01      -          LRRNT_2              PF08263.17   3.3e-09   36.5   0.1   9.3e-09   35.1   0.1   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000123F_005.ver1.0.g216980.t01 -          LRRNT_2              PF08263.17   3.4e-09   36.5   2.4     1e-08   35.0   2.4   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000043F.ver1.0.g415960.t01      -          LRRNT_2              PF08263.17   3.4e-09   36.5   0.2   1.5e-08   34.5   0.2   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000027F.ver1.0.g382660.t01      -          LRRNT_2              PF08263.17   3.7e-09   36.4   6.9   3.7e-09   36.4   6.9   2.1   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000008F_029.ver1.0.g071230.t01 -          LRRNT_2              PF08263.17   3.8e-09   36.4   0.1   3.8e-09   36.4   0.1   2.0   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000008F.ver1.0.g316890.t01      -          LRRNT_2              PF08263.17   3.8e-09   36.4   0.1   3.8e-09   36.4   0.1   2.0   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160590.t01 -          LRRNT_2              PF08263.17     4e-09   36.3   0.2     4e-09   36.3   0.2   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426300.t01      -          LRRNT_2              PF08263.17     4e-09   36.3   0.2     4e-09   36.3   0.2   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000335F.ver1.0.g597170.t01      -          LRRNT_2              PF08263.17     4e-09   36.3   0.2   1.6e-08   34.3   0.2   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073580.t01 -          LRRNT_2              PF08263.17   4.6e-09   36.1   1.3     1e-08   35.0   1.3   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554710.t01      -          LRRNT_2              PF08263.17   4.7e-09   36.1   7.1   3.6e-08   33.2   1.3   3.0   3   0   0   3   3   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425980.t01      -          LRRNT_2              PF08263.17   4.7e-09   36.0   1.2   1.8e-08   34.2   0.1   2.7   3   0   0   3   3   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000229F.ver1.0.g574110.t01      -          LRRNT_2              PF08263.17   4.8e-09   36.0   0.2   1.6e-08   34.4   0.2   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000229F.ver1.0.g574090.t01      -          LRRNT_2              PF08263.17   5.2e-09   35.9   0.2   2.1e-08   34.0   0.2   2.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000046F.ver1.0.g417610.t01      -          LRRNT_2              PF08263.17   5.4e-09   35.9   0.5   1.2e-08   34.7   0.5   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426180.t01      -          LRRNT_2              PF08263.17   5.6e-09   35.8   0.6   2.7e-08   33.6   0.2   2.5   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320120.t01      -          LRRNT_2              PF08263.17   5.8e-09   35.8   1.3   1.3e-08   34.6   1.3   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552690.t01      -          LRRNT_2              PF08263.17   5.8e-09   35.7   1.5   1.7e-08   34.3   1.5   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000135F.ver1.0.g524140.t01      -          LRRNT_2              PF08263.17   6.1e-09   35.7   0.7   1.5e-08   34.4   0.7   1.7   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426110.t01      -          LRRNT_2              PF08263.17   6.6e-09   35.6   0.6     3e-08   33.5   0.1   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208780.t01 -          LRRNT_2              PF08263.17   6.6e-09   35.6   0.1   4.5e-08   32.9   0.1   2.6   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_016.ver1.0.g160380.t01 -          LRRNT_2              PF08263.17     7e-09   35.5   0.6   3.1e-08   33.4   0.1   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g427420.t01      -          LRRNT_2              PF08263.17   8.1e-09   35.3   1.0   8.1e-09   35.3   1.0   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497870.t01      -          LRRNT_2              PF08263.17   8.2e-09   35.3   0.4     4e-08   33.1   0.1   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373970.t01      -          LRRNT_2              PF08263.17   8.2e-09   35.3   1.3   8.2e-09   35.3   1.3   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337130.t01      -          LRRNT_2              PF08263.17   8.3e-09   35.2   5.2   1.6e-07   31.2   1.5   3.9   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208870.t01 -          LRRNT_2              PF08263.17   8.4e-09   35.2   0.1   3.2e-08   33.4   0.1   2.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000108F.ver1.0.g498670.t01      -          LRRNT_2              PF08263.17   8.4e-09   35.2   2.3   1.5e-08   34.4   0.3   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000025F_005.ver1.0.g118030.t01 -          LRRNT_2              PF08263.17   8.5e-09   35.2   1.3   2.3e-08   33.8   1.3   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459780.t01      -          LRRNT_2              PF08263.17   8.9e-09   35.2   2.1   2.8e-08   33.6   2.1   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146590.t02 -          LRRNT_2              PF08263.17   8.9e-09   35.2   0.1   2.2e-08   33.9   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g412270.t02      -          LRRNT_2              PF08263.17   8.9e-09   35.2   0.1   2.2e-08   33.9   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_024.ver1.0.g150910.t01 -          LRRNT_2              PF08263.17   8.9e-09   35.2   0.2   8.9e-09   35.2   0.2   2.3   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000025F.ver1.0.g373910.t01      -          LRRNT_2              PF08263.17   8.9e-09   35.2   2.1   2.1e-08   34.0   2.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t01 -          LRRNT_2              PF08263.17     1e-08   35.0   0.5     1e-08   35.0   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t02 -          LRRNT_2              PF08263.17     1e-08   35.0   0.5     1e-08   35.0   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220040.t03 -          LRRNT_2              PF08263.17     1e-08   35.0   0.5     1e-08   35.0   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516570.t01      -          LRRNT_2              PF08263.17     1e-08   35.0   0.5     1e-08   35.0   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_004.ver1.0.g160930.t01 -          LRRNT_2              PF08263.17     1e-08   35.0   0.3   5.2e-08   32.7   0.7   2.0   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000123F_013.ver1.0.g218180.t01 -          LRRNT_2              PF08263.17   1.1e-08   34.9   2.1   3.6e-08   33.2   2.1   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146590.t01 -          LRRNT_2              PF08263.17   1.1e-08   34.8   0.1   2.8e-08   33.6   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g412270.t01      -          LRRNT_2              PF08263.17   1.1e-08   34.8   0.1   2.8e-08   33.6   0.1   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g435770.t01      -          LRRNT_2              PF08263.17   1.2e-08   34.7   0.4   1.2e-08   34.7   0.4   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208810.t01 -          LRRNT_2              PF08263.17   1.3e-08   34.7   0.1   5.1e-08   32.7   0.1   2.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g520450.t01      -          LRRNT_2              PF08263.17   1.4e-08   34.6   3.5   6.2e-08   32.5   1.3   2.7   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000087F_002.ver1.0.g191110.t02 -          LRRNT_2              PF08263.17   1.4e-08   34.5   1.6   3.8e-08   33.1   1.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000118F_002.ver1.0.g215730.t01 -          LRRNT_2              PF08263.17   1.4e-08   34.5   1.6   3.9e-08   33.1   1.6   1.8   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000087F.ver1.0.g473110.t01      -          LRRNT_2              PF08263.17   1.5e-08   34.5   1.6   3.9e-08   33.1   1.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000087F_002.ver1.0.g191110.t01 -          LRRNT_2              PF08263.17   1.5e-08   34.5   1.6   3.9e-08   33.1   1.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000121F_006.ver1.0.g216680.t01 -          LRRNT_2              PF08263.17   1.5e-08   34.5   0.7   3.6e-08   33.2   0.7   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g425940.t01      -          LRRNT_2              PF08263.17   1.5e-08   34.4   0.6   6.6e-08   32.4   0.1   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497910.t01      -          LRRNT_2              PF08263.17   1.5e-08   34.4   0.1   5.5e-08   32.6   0.1   2.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426070.t01      -          LRRNT_2              PF08263.17   1.6e-08   34.3   0.6   7.7e-08   32.2   0.2   2.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000152F.ver1.0.g535600.t01      -          LRRNT_2              PF08263.17   1.7e-08   34.3   2.9   5.6e-08   32.6   2.9   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g272520.t01      -          LRRNT_2              PF08263.17   1.7e-08   34.2   1.5     4e-08   33.1   0.1   2.4   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000081F_014.ver1.0.g185830.t01 -          LRRNT_2              PF08263.17   1.8e-08   34.2   0.0   5.4e-08   32.6   0.0   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000081F.ver1.0.g463710.t01      -          LRRNT_2              PF08263.17   1.8e-08   34.2   0.0   5.4e-08   32.6   0.0   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000152F_009.ver1.0.g231910.t01 -          LRRNT_2              PF08263.17   1.8e-08   34.2   2.9   5.8e-08   32.6   2.9   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g260510.t03      -          LRRNT_2              PF08263.17   1.8e-08   34.2   0.8   3.6e-08   33.2   0.8   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000065F_003.ver1.0.g175240.t01 -          LRRNT_2              PF08263.17   1.9e-08   34.1   0.9   1.9e-08   34.1   0.9   2.8   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g445970.t01      -          LRRNT_2              PF08263.17   1.9e-08   34.1   0.9   1.9e-08   34.1   0.9   2.8   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513480.t02      -          LRRNT_2              PF08263.17     2e-08   34.0   2.2   5.7e-08   32.6   2.2   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000132F.ver1.0.g522400.t01      -          LRRNT_2              PF08263.17     2e-08   34.0   2.3   3.9e-08   33.1   0.3   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g513480.t01      -          LRRNT_2              PF08263.17   2.1e-08   34.0   2.2     6e-08   32.5   2.2   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428390.t01      -          LRRNT_2              PF08263.17   2.5e-08   33.8   0.7   9.8e-08   31.8   0.7   2.1   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459920.t01      -          LRRNT_2              PF08263.17   3.1e-08   33.4   2.7   8.5e-08   32.0   2.7   1.8   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416590.t01      -          LRRNT_2              PF08263.17   3.3e-08   33.3   1.0     6e-08   32.5   0.1   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088160.t01 -          LRRNT_2              PF08263.17   3.5e-08   33.3   3.3   5.5e-08   32.6   1.5   2.4   2   0   0   2   2   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537160.t01      -          LRRNT_2              PF08263.17   4.4e-08   32.9   2.5   1.1e-07   31.7   2.5   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232710.t01 -          LRRNT_2              PF08263.17   4.5e-08   32.9   2.5   1.1e-07   31.7   2.5   1.7   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000144F.ver1.0.g530000.t01      -          LRRNT_2              PF08263.17   4.6e-08   32.9   2.4   4.8e-08   32.8   0.7   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t02 -          LRRNT_2              PF08263.17   4.9e-08   32.8   0.5   4.9e-08   32.8   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t01      -          LRRNT_2              PF08263.17   4.9e-08   32.8   0.5   4.9e-08   32.8   0.5   2.0   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000118F.ver1.0.g509110.t01      -          LRRNT_2              PF08263.17   5.2e-08   32.7   2.6   5.2e-08   32.7   2.6   2.4   2   0   0   2   2   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000021F_038.ver1.0.g106800.t01 -          LRRNT_2              PF08263.17   5.2e-08   32.7   3.6   1.4e-07   31.3   3.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000021F.ver1.0.g358650.t01      -          LRRNT_2              PF08263.17   5.3e-08   32.7   3.6   1.4e-07   31.3   3.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459800.t01      -          LRRNT_2              PF08263.17   5.3e-08   32.7   3.9   1.3e-07   31.4   3.9   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000051F_007.ver1.0.g159710.t01 -          LRRNT_2              PF08263.17   5.5e-08   32.6   0.1   5.5e-08   32.6   0.1   2.5   3   0   0   3   3   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000051F.ver1.0.g426040.t01      -          LRRNT_2              PF08263.17   5.8e-08   32.5   0.1   5.8e-08   32.5   0.1   2.6   3   0   0   3   3   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592610.t01      -          LRRNT_2              PF08263.17   5.9e-08   32.5   2.8   1.7e-07   31.1   2.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_038.ver1.0.g151390.t01 -          LRRNT_2              PF08263.17     6e-08   32.5   3.7   1.8e-07   31.0   3.7   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_036.ver1.0.g151160.t01 -          LRRNT_2              PF08263.17     6e-08   32.5   3.7   1.8e-07   31.0   3.7   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337120.t01      -          LRRNT_2              PF08263.17     6e-08   32.5   0.5     6e-08   32.5   0.5   2.6   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000013F_015.ver1.0.g085370.t01 -          LRRNT_2              PF08263.17   6.3e-08   32.4   0.5   6.3e-08   32.4   0.5   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000013F.ver1.0.g334990.t02      -          LRRNT_2              PF08263.17   6.3e-08   32.4   0.5   6.3e-08   32.4   0.5   2.1   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000302F.ver1.0.g590990.t01      -          LRRNT_2              PF08263.17   6.3e-08   32.4   0.0     2e-07   30.8   0.0   2.0   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g323560.t01      -          LRRNT_2              PF08263.17   6.5e-08   32.4   1.6   2.6e-07   30.5   1.6   2.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552750.t01      -          LRRNT_2              PF08263.17   6.7e-08   32.4   1.8     2e-07   30.8   1.8   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088150.t01 -          LRRNT_2              PF08263.17   6.7e-08   32.4   2.7   2.8e-07   30.4   0.8   3.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495900.t01      -          LRRNT_2              PF08263.17   6.8e-08   32.3   1.8     2e-07   30.8   1.8   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000038F.ver1.0.g405820.t01      -          LRRNT_2              PF08263.17   6.8e-08   32.3   1.0     3e-07   30.3   1.0   2.2   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_020.ver1.0.g077520.t02 -          LRRNT_2              PF08263.17   6.9e-08   32.3   0.3   1.4e-07   31.3   0.3   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552770.t01      -          LRRNT_2              PF08263.17     7e-08   32.3   1.8   1.9e-07   30.9   1.8   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497940.t01      -          LRRNT_2              PF08263.17   7.2e-08   32.3   0.1   7.2e-08   32.3   0.1   2.8   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_021.ver1.0.g001520.t03 -          LRRNT_2              PF08263.17   7.3e-08   32.2   1.1   1.4e-07   31.3   1.1   1.5   1   0   0   1   1   1   1 | SP+TM
