#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000027F_031.ver1.0.g122650.t01 -          LRR_8                PF13855.12  1.1e-136  444.3 271.8   2.7e-10   39.5   5.3  33.4  19  11  14  35  35  34  31 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000396F_002.ver1.0.g250080.t01 -          LRR_8                PF13855.12     7e-11   41.4  11.7    0.0089   15.4   0.1   4.5   3   1   2   5   5   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t05 -          LRR_8                PF13855.12   7.2e-11   41.4  22.6     1e-09   37.7   7.3   3.9   2   1   2   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t05      -          LRR_8                PF13855.12   7.3e-11   41.3  22.6     1e-09   37.7   7.3   3.9   2   1   2   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_013.ver1.0.g124570.t01 -          LRR_8                PF13855.12   7.4e-11   41.3  10.7   3.2e-05   23.3   0.7   2.5   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000242F.ver1.0.g577020.t02      -          LRR_8                PF13855.12   7.6e-11   41.3  38.0   5.6e-08   32.1   8.1   6.4   3   2   5   8   8   5   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000242F_002.ver1.0.g244220.t01 -          LRR_8                PF13855.12   7.6e-11   41.3  38.0   5.6e-08   32.1   8.1   6.4   3   2   5   8   8   5   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g327640.t01      -          LRR_8                PF13855.12   8.7e-11   41.1  13.6   9.5e-08   31.4   0.6   3.3   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_020.ver1.0.g077520.t01 -          LRR_8                PF13855.12   9.1e-11   41.0  14.5   2.9e-08   33.0   1.0   3.2   3   0   0   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000046F_009.ver1.0.g153890.t02 -          LRR_8                PF13855.12   9.2e-11   41.0  26.5    0.0013   18.1   7.8   5.2   2   2   4   6   6   6   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000046F.ver1.0.g417120.t01      -          LRR_8                PF13855.12   9.2e-11   41.0  26.5    0.0013   18.1   7.8   5.2   2   2   4   6   6   6   5 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000022F_013.ver1.0.g108920.t01 -          LRR_8                PF13855.12   9.9e-11   40.9   7.4   8.9e-05   21.8   0.2   2.6   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386230.t01      -          LRR_8                PF13855.12   1.1e-10   40.8  11.8   3.7e-05   23.1   1.3   2.6   2   0   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391170.t01      -          LRR_8                PF13855.12   1.1e-10   40.8   6.6   2.8e-10   39.4   6.6   1.8   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g342330.t01      -          LRR_8                PF13855.12   1.2e-10   40.7  37.7   3.4e-05   23.2   9.5   5.9   3   1   3   6   6   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000023F_011.ver1.0.g111950.t01 -          LRR_8                PF13855.12   1.2e-10   40.7   2.8   1.2e-10   40.7   2.8   2.3   3   0   0   3   3   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000001F_068.ver1.0.g019890.t01 -          LRR_8                PF13855.12   1.3e-10   40.6  18.0     6e-06   25.6   4.9   3.7   2   1   1   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000396F.ver1.0.g604660.t01      -          LRR_8                PF13855.12   1.3e-10   40.6  12.7    0.0051   16.2   0.3   4.8   2   1   1   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_017.ver1.0.g161730.t01 -          LRR_8                PF13855.12   1.3e-10   40.5  27.1   8.4e-07   28.3   0.9   6.3   4   2   2   6   6   5   2 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t04 -          LRR_8                PF13855.12   1.8e-10   40.1  22.3   1.4e-09   37.2   7.3   3.9   2   1   2   4   4   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t03      -          LRR_8                PF13855.12   1.8e-10   40.1  22.3   1.4e-09   37.2   7.3   3.9   2   1   2   4   4   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466110.t01      -          LRR_8                PF13855.12     2e-10   40.0  20.0   2.7e-06   26.7   3.6   4.0   1   1   1   4   4   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000015F_032.ver1.0.g092690.t01 -          LRR_8                PF13855.12   2.1e-10   39.9  32.8   0.00013   21.4   5.7   5.6   3   1   2   6   6   4   4 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t03 -          LRR_8                PF13855.12   2.1e-10   39.9  22.3   1.4e-09   37.2   7.2   3.9   2   1   2   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000396F.ver1.0.g604700.t01      -          LRR_8                PF13855.12   2.1e-10   39.9  15.6   0.00012   21.4   5.5   3.8   2   1   1   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t02      -          LRR_8                PF13855.12   2.1e-10   39.8  22.3   1.4e-09   37.2   7.2   3.8   2   1   2   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t02 -          LRR_8                PF13855.12   2.1e-10   39.8  22.3   1.4e-09   37.2   7.2   3.9   2   1   2   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t04      -          LRR_8                PF13855.12   2.2e-10   39.8  22.3   1.4e-09   37.2   7.2   3.8   2   1   2   4   4   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t03      -          LRR_8                PF13855.12   2.6e-10   39.6  17.2   2.5e-05   23.6   1.7   3.3   2   1   1   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065640.t01 -          LRR_8                PF13855.12   3.2e-10   39.3  13.7     0.023   14.1   0.5   5.1   2   2   3   5   5   4   3 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000022F_016.ver1.0.g109660.t01 -          LRR_8                PF13855.12   4.1e-10   38.9  23.8   1.5e-05   24.3   4.7   4.3   2   2   2   4   4   4   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000105F.ver1.0.g495820.t01      -          LRR_8                PF13855.12   4.1e-10   38.9  60.1    0.0013   18.2   2.4  11.4   7   3   6  13  13   6   4 | TM
VITVvi_vCabSauv08_v1.1_Primary000002F.ver1.0.g281350.t01      -          LRR_8                PF13855.12   4.3e-10   38.9   2.6   9.4e-08   31.4   1.0   2.7   2   0   0   2   2   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t01 -          LRR_8                PF13855.12   4.4e-10   38.8   3.5   9.4e-10   37.8   3.5   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000030F_012.ver1.0.g131180.t02 -          LRR_8                PF13855.12   4.8e-10   38.7   7.8   9.4e-10   37.8   7.8   1.5   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000153F_001.ver1.0.g232640.t01 -          LRR_8                PF13855.12   5.3e-10   38.6  21.7   1.5e-09   37.1   7.5   3.8   2   1   1   3   3   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000153F.ver1.0.g537100.t01      -          LRR_8                PF13855.12   5.4e-10   38.6  21.7   1.5e-09   37.1   7.5   3.8   2   1   1   3   3   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t03 -          LRR_8                PF13855.12   5.6e-10   38.5   3.5   1.1e-09   37.5   3.5   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t01      -          LRR_8                PF13855.12   5.8e-10   38.5  17.1   3.4e-05   23.2   1.7   3.2   2   1   1   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t04      -          LRR_8                PF13855.12   5.8e-10   38.5  17.1   3.4e-05   23.2   1.7   3.2   2   1   1   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t05      -          LRR_8                PF13855.12   5.8e-10   38.5  17.1   3.4e-05   23.2   1.7   3.2   2   1   1   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000030F_012.ver1.0.g131180.t01 -          LRR_8                PF13855.12   5.9e-10   38.4   7.8   1.2e-09   37.4   7.8   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g342270.t03      -          LRR_8                PF13855.12   5.9e-10   38.4  30.6   5.6e-07   28.9   8.6   5.0   3   1   2   5   5   4   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428680.t01      -          LRR_8                PF13855.12   6.3e-10   38.3  27.3   0.00021   20.7   0.7   6.4   5   1   0   5   5   4   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000001F.ver1.0.g273940.t02      -          LRR_8                PF13855.12   6.4e-10   38.3  17.2   3.2e-05   23.3   1.7   3.0   2   1   1   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391260.t01      -          LRR_8                PF13855.12   8.3e-10   38.0   5.7   1.6e-09   37.0   5.7   1.5   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341650.t01      -          LRR_8                PF13855.12   8.6e-10   37.9  10.3   2.2e-06   27.0   5.6   3.3   2   1   1   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341650.t02      -          LRR_8                PF13855.12   8.6e-10   37.9  10.3   2.2e-06   27.0   5.6   3.3   2   1   1   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000081F.ver1.0.g464630.t01      -          LRR_8                PF13855.12   8.6e-10   37.9  18.7     0.016   14.6   0.4   6.1   4   2   1   5   5   4   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g312580.t01      -          LRR_8                PF13855.12   8.8e-10   37.9  14.5     0.023   14.1   0.5   5.1   2   2   3   5   5   5   3 | SP
VITVvi_vCabSauv08_v1.1_Primary000083F.ver1.0.g466600.t01      -          LRR_8                PF13855.12   8.8e-10   37.9   0.1   8.8e-10   37.9   0.1   3.4   2   2   1   3   3   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000007F_034.ver1.0.g065660.t01 -          LRR_8                PF13855.12   8.9e-10   37.9   6.4     0.012   15.0   0.0   4.2   2   1   3   5   5   3   3 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000035F_027.ver1.0.g137670.t04 -          LRR_8                PF13855.12   9.1e-10   37.8  15.8   9.5e-09   34.6   9.4   2.4   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000035F.ver1.0.g401220.t04      -          LRR_8                PF13855.12   9.2e-10   37.8  15.8   9.5e-09   34.6   9.4   2.4   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g323560.t01      -          LRR_8                PF13855.12     1e-09   37.7  10.3   3.6e-08   32.7   0.7   3.9   3   1   1   4   4   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g384910.t01      -          LRR_8                PF13855.12     1e-09   37.7   4.7   1.7e-09   37.0   4.0   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000203F.ver1.0.g564610.t01      -          LRR_8                PF13855.12   1.1e-09   37.6  10.8   1.2e-09   37.4   9.3   1.9   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000504F.ver1.0.g614830.t01      -          LRR_8                PF13855.12   1.3e-09   37.4   5.6   1.5e-09   37.1   0.0   3.4   2   2   1   3   3   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000226F.ver1.0.g573300.t01      -          LRR_8                PF13855.12   1.3e-09   37.3  21.7   7.4e-07   28.5   4.1   3.4   2   1   1   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000214F.ver1.0.g568560.t01      -          LRR_8                PF13855.12   1.3e-09   37.3  21.7   7.4e-07   28.5   4.1   3.4   2   1   1   3   3   3   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000035F_027.ver1.0.g137670.t01 -          LRR_8                PF13855.12   1.5e-09   37.2  15.9   1.2e-08   34.2   9.4   2.4   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000035F.ver1.0.g401220.t01      -          LRR_8                PF13855.12   1.5e-09   37.2  15.9   1.2e-08   34.2   9.4   2.4   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391180.t01      -          LRR_8                PF13855.12   1.5e-09   37.1  15.1   1.5e-05   24.3   2.6   2.7   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000072F.ver1.0.g453920.t01      -          LRR_8                PF13855.12   1.8e-09   36.9  22.7    0.0019   17.6   8.1   5.6   2   2   1   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000184F.ver1.0.g554750.t01      -          LRR_8                PF13855.12   1.8e-09   36.9  24.4   0.00011   21.5  10.7   3.7   2   2   1   3   3   3   3 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256070.t02      -          LRR_8                PF13855.12     2e-09   36.8  18.1   0.00054   19.3   0.1   3.9   3   1   1   4   4   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000396F.ver1.0.g604670.t01      -          LRR_8                PF13855.12   2.3e-09   36.5   9.4    0.0018   17.7   0.0   3.7   1   1   2   4   4   4   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000032F.ver1.0.g395630.t01      -          LRR_8                PF13855.12   2.8e-09   36.3   8.5    0.0052   16.2   0.0   3.9   3   1   0   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g030310.t03 -          LRR_8                PF13855.12   3.1e-09   36.1  11.3   6.2e-08   32.0   1.6   3.2   1   1   3   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000030F.ver1.0.g391160.t01      -          LRR_8                PF13855.12   3.4e-09   36.0   7.8   7.6e-09   34.9   7.8   1.7   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000007F.ver1.0.g310610.t04      -          LRR_8                PF13855.12   3.6e-09   35.9   6.5     2e-07   30.3   1.5   3.5   1   1   2   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000015F_032.ver1.0.g092650.t01 -          LRR_8                PF13855.12   3.9e-09   35.8  28.0   5.5e-05   22.5   2.9   4.2   2   2   0   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341640.t01      -          LRR_8                PF13855.12     4e-09   35.8  14.6   5.9e-05   22.4   4.6   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000079F.ver1.0.g460600.t01      -          LRR_8                PF13855.12     4e-09   35.8  14.6   5.9e-05   22.4   4.6   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000065F_003.ver1.0.g175240.t01 -          LRR_8                PF13855.12   4.5e-09   35.6   6.2   6.3e-08   31.9   1.5   3.7   2   2   2   4   4   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g471130.t01      -          LRR_8                PF13855.12   4.8e-09   35.5   3.5    0.0011   18.4   0.0   3.4   3   1   0   4   4   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000002F_098.ver1.0.g030310.t01 -          LRR_8                PF13855.12   5.6e-09   35.3   7.9   7.4e-08   31.7   1.7   3.1   1   1   3   4   4   4   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000015F_032.ver1.0.g092680.t01 -          LRR_8                PF13855.12   5.7e-09   35.3  23.5     2e-07   30.3   7.2   4.9   3   1   3   6   6   3   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256070.t01      -          LRR_8                PF13855.12   7.6e-09   34.9  18.5   0.00077   18.8   0.1   3.9   3   1   1   4   4   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_003.ver1.0.g201250.t01 -          LRR_8                PF13855.12   8.1e-09   34.8  10.7   2.1e-06   27.0   8.1   2.4   1   1   1   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341510.t01      -          LRR_8                PF13855.12   8.3e-09   34.8  39.8   1.3e-05   24.6   9.5   3.1   1   1   2   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000015F.ver1.0.g341510.t02      -          LRR_8                PF13855.12   8.3e-09   34.8  39.8   1.3e-05   24.6   9.5   3.1   1   1   2   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000033F.ver1.0.g397720.t01      -          LRR_8                PF13855.12     1e-08   34.4  16.0   1.2e-05   24.7   9.1   3.5   2   1   1   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000307F.ver1.0.g592220.t01      -          LRR_8                PF13855.12   1.2e-08   34.2   3.9   0.00041   19.7   0.1   2.4   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000181F.ver1.0.g553510.t01      -          LRR_8                PF13855.12   1.6e-08   33.9  13.4   1.4e-05   24.4   7.6   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000079F.ver1.0.g460560.t01      -          LRR_8                PF13855.12   1.6e-08   33.8  12.7   6.7e-06   25.4   5.6   3.1   1   1   1   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000079F.ver1.0.g460560.t03      -          LRR_8                PF13855.12   1.6e-08   33.8  12.7   6.7e-06   25.4   5.6   3.1   1   1   1   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000225F.ver1.0.g572860.t01      -          LRR_8                PF13855.12   2.5e-08   33.2  12.7    0.0037   16.7   1.9   3.8   2   2   0   3   3   3   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552780.t01      -          LRR_8                PF13855.12   2.9e-08   33.0  13.0   1.5e-05   24.3  10.0   3.2   2   1   1   3   3   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000033F_005.ver1.0.g134130.t01 -          LRR_8                PF13855.12   3.1e-08   32.9  16.9   1.2e-05   24.6   9.1   3.5   2   1   1   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g370700.t01      -          LRR_8                PF13855.12   3.4e-08   32.8   1.5     1e-07   31.2   1.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000024F_019.ver1.0.g114950.t01 -          LRR_8                PF13855.12   3.4e-08   32.8   1.5     1e-07   31.2   1.5   1.9   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000065F.ver1.0.g445970.t01      -          LRR_8                PF13855.12   3.6e-08   32.7   7.9   4.8e-07   29.1   2.7   3.5   2   2   2   4   4   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_024.ver1.0.g150270.t02 -          LRR_8                PF13855.12   3.7e-08   32.7  16.4   7.2e-07   28.6  11.6   2.5   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_014.ver1.0.g149160.t02 -          LRR_8                PF13855.12   3.8e-08   32.7  16.4   7.2e-07   28.6  11.6   2.5   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000407F.ver1.0.g605790.t01      -          LRR_8                PF13855.12   3.8e-08   32.6  19.3   6.8e-05   22.2   1.3   5.0   3   1   3   6   6   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000090F_008.ver1.0.g194800.t01 -          LRR_8                PF13855.12   3.9e-08   32.6  22.8   9.9e-07   28.1  12.3   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000090F.ver1.0.g478130.t01      -          LRR_8                PF13855.12     4e-08   32.6  22.8   9.9e-07   28.1  12.3   2.8   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_065.ver1.0.g007490.t01 -          LRR_8                PF13855.12   4.8e-08   32.3   5.9    0.0042   16.5   0.9   3.4   2   1   1   4   4   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_036.ver1.0.g151210.t01 -          LRR_8                PF13855.12   5.1e-08   32.2  19.0   8.2e-08   31.6   5.3   3.3   2   1   1   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000043F_038.ver1.0.g151440.t01 -          LRR_8                PF13855.12   5.1e-08   32.2  19.0   8.2e-08   31.6   5.3   3.3   2   1   1   3   3   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376470.t01      -          LRR_8                PF13855.12   5.4e-08   32.1   3.5   6.7e-05   22.2   2.1   2.6   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000093F.ver1.0.g481200.t01      -          LRR_8                PF13855.12   5.4e-08   32.1   7.1   5.4e-08   32.1   7.1   2.3   2   0   0   2   2   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386150.t01      -          LRR_8                PF13855.12   5.5e-08   32.1   2.0   5.5e-08   32.1   2.0   2.1   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000046F.ver1.0.g417610.t01      -          LRR_8                PF13855.12   5.7e-08   32.1  32.9    0.0002   20.7   4.8   5.2   2   2   3   5   5   4   4 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146620.t02 -          LRR_8                PF13855.12   5.8e-08   32.1  14.0   5.3e-05   22.6   7.5   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g412290.t02      -          LRR_8                PF13855.12   5.8e-08   32.1  14.0   5.3e-05   22.6   7.5   2.7   1   1   1   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g384910.t02      -          LRR_8                PF13855.12   6.5e-08   31.9   5.0   4.8e-07   29.1   1.1   1.8   1   1   1   2   2   2   2 | SP
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g386150.t02      -          LRR_8                PF13855.12   6.6e-08   31.9   1.9   6.6e-08   31.9   1.9   2.0   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000229F_001.ver1.0.g243820.t01 -          LRR_8                PF13855.12   7.2e-08   31.8  24.7    0.0077   15.6   1.7   4.1   2   2   2   4   4   4   4 | SP
VITVvi_vCabSauv08_v1.1_Primary000024F.ver1.0.g371260.t01      -          LRR_8                PF13855.12   7.3e-08   31.7   5.5    0.0016   17.9   0.1   3.8   2   1   0   3   3   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t02 -          LRR_8                PF13855.12   1.1e-07   31.1   0.9   2.5e-07   30.0   0.9   1.6   1   0   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262180.t01      -          LRR_8                PF13855.12   1.4e-07   30.8  14.8   0.00012   21.5   4.1   2.9   1   1   2   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g262180.t02      -          LRR_8                PF13855.12   1.4e-07   30.8  14.8   0.00012   21.5   4.1   2.9   1   1   2   3   3   3   3 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000028F.ver1.0.g384910.t03      -          LRR_8                PF13855.12   1.4e-07   30.8   1.6   2.9e-07   29.8   1.1   1.8   1   1   0   1   1   1   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000028F_020.ver1.0.g125180.t04 -          LRR_8                PF13855.12   1.7e-07   30.6   0.7   3.6e-07   29.5   0.7   1.6   1   0   0   1   1   1   1 | SP
VITVvi_vCabSauv08_v1.1_Primary000225F.ver1.0.g572930.t02      -          LRR_8                PF13855.12   1.8e-07   30.5   1.6    0.0062   15.9   0.3   2.6   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000225F_002.ver1.0.g243290.t02 -          LRR_8                PF13855.12     2e-07   30.3   1.6    0.0062   15.9   0.3   2.5   2   0   0   2   2   2   2 | TM
VITVvi_vCabSauv08_v1.1_Primary000203F.ver1.0.g564670.t01      -          LRR_8                PF13855.12   2.2e-07   30.2   0.0   5.1e-07   29.0   0.0   1.5   1   0   0   1   1   1   1 | TM
VITVvi_vCabSauv08_v1.1_Primary000196F.ver1.0.g560740.t01      -          LRR_8                PF13855.12   2.2e-07   30.2  11.3    0.0021   17.4   1.0   3.0   2   1   0   2   2   2   2 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g339150.t02      -          LRR_8                PF13855.12   3.9e-07   29.4  22.3     5e-06   25.8   6.6   3.6   2   1   0   3   3   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g377010.t01      -          LRR_8                PF13855.12   4.1e-07   29.3   8.0    0.0013   18.2   0.0   3.5   2   1   0   3   3   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t06 -          LRR_8                PF13855.12   4.4e-07   29.2  22.9     4e-06   26.2   6.8   3.6   2   1   0   3   3   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t05 -          LRR_8                PF13855.12   4.4e-07   29.2  22.9     4e-06   26.2   6.8   3.6   2   1   0   3   3   3   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t07 -          LRR_8                PF13855.12   4.6e-07   29.2  21.7   8.3e-06   25.2   7.3   3.6   3   0   0   3   3   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t08 -          LRR_8                PF13855.12   4.6e-07   29.2  21.7   8.3e-06   25.2   7.3   3.6   3   0   0   3   3   2   1 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_023.ver1.0.g086680.t01 -          LRR_8                PF13855.12   4.7e-07   29.1  21.7   8.3e-06   25.1   7.3   3.6   3   0   0   3   3   2   1 | SP+TM
