#                                                                                             --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                      accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                              ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vZin03_v1.1_P14.ver1.0.g255970.p01          -          Pkinase              PF00069.31  3.9e-135  444.9   0.0   5.2e-45  149.5   0.0   3.3   3   0   0   3   3   3   3 | SP+TM
VITVvi_vZin03_v1.1_P53.ver1.0.g456450.p01          -          Pkinase              PF00069.31   3.2e-18   61.7   0.0   1.2e-17   59.8   0.0   1.9   1   1   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000048F_010.ver1.0.g086610.p01 -          Pkinase              PF00069.31   7.8e-18   60.4   0.0   1.3e-17   59.7   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P41.ver1.0.g416750.p01          -          Pkinase              PF00069.31   7.8e-18   60.4   0.0   1.3e-17   59.7   0.0   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P49.ver1.0.g439860.p01          -          Pkinase              PF00069.31   8.5e-18   60.3   0.4   1.5e-17   59.5   0.4   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000057F_007.ver1.0.g098700.p01 -          Pkinase              PF00069.31   8.5e-18   60.3   0.4   1.5e-17   59.5   0.4   1.3   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P155.ver1.0.g273930.p01         -          Pkinase              PF00069.31   8.6e-18   60.3   0.0   1.3e-13   46.5   0.0   3.1   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162680.p01 -          Pkinase              PF00069.31   1.3e-17   59.7   0.0   1.4e-13   46.4   0.0   3.0   1   1   1   2   2   2   2 | SP+TM
VITVvi_vZin03_v1.1_H000183F_001.ver1.0.g162640.p01 -          Pkinase              PF00069.31   2.8e-17   58.6   0.0   6.7e-17   57.3   0.0   1.5   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P4.ver1.0.g408120.p01           -          Pkinase              PF00069.31   2.9e-17   58.5   0.0     4e-17   58.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000183F_003.ver1.0.g162960.p01 -          Pkinase              PF00069.31   2.9e-17   58.5   0.0   6.7e-17   57.3   0.0   1.5   1   1   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000197F_003.ver1.0.g166280.p01 -          Pkinase              PF00069.31   2.3e-15   52.3   0.0   3.6e-15   51.7   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P595.ver1.0.g468130.p01         -          Pkinase              PF00069.31     5e-15   51.2   0.0     8e-15   50.5   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P206.ver1.0.g318700.p01         -          Pkinase              PF00069.31   1.3e-14   49.9   0.0   1.7e-14   49.5   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P64.ver1.0.g480270.p01          -          Pkinase              PF00069.31   1.8e-14   49.4   0.0   2.6e-14   48.8   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P407.ver1.0.g413240.p01         -          Pkinase              PF00069.31   3.2e-14   48.6   0.0   4.7e-14   48.0   0.0   1.3   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P269.ver1.0.g350920.p01         -          Pkinase              PF00069.31   3.5e-14   48.4   0.0     5e-14   47.9   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P58.ver1.0.g464850.p01          -          Pkinase              PF00069.31   4.3e-14   48.1   0.0   9.8e-14   47.0   0.0   1.5   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P221.ver1.0.g328430.p01         -          Pkinase              PF00069.31   3.3e-11   38.7   0.0   4.9e-11   38.1   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P26.ver1.0.g346160.p01          -          Pkinase              PF00069.31   7.9e-11   37.4   0.0   1.2e-10   36.9   0.0   1.1   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P101.ver1.0.g213750.p01         -          Pkinase              PF00069.31   2.8e-10   35.6   0.0   4.6e-10   34.9   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_P44.ver1.0.g425870.p01          -          Pkinase              PF00069.31   1.1e-09   33.7   0.0   2.7e-09   32.4   0.0   1.5   1   1   1   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P492.ver1.0.g441250.p01         -          Pkinase              PF00069.31   5.7e-09   31.3   0.0   1.4e-08   30.1   0.0   1.5   1   1   1   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P8.ver1.0.g501500.p01           -          Pkinase              PF00069.31   3.9e-07   25.3   0.2   1.1e-05   20.5   0.0   2.2   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_P254.ver1.0.g345160.p01         -          Pkinase              PF00069.31   3.3e-06   22.3   0.0   4.5e-06   21.9   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000024F_012.ver1.0.g059310.p01 -          Pkinase              PF00069.31   1.2e-05   20.5   0.0   1.6e-05   20.0   0.0   1.2   1   0   0   1   1   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040860.p01 -          Pkinase              PF00069.31   0.00037   15.6   0.0   0.00088   14.3   0.0   1.6   2   0   0   2   2   1   1 | TM
VITVvi_vZin03_v1.1_P35.ver1.0.g387690.p01          -          Pkinase              PF00069.31   0.00069   14.7   0.0    0.0018   13.3   0.0   1.7   2   0   0   2   2   1   1 | SP+TM
VITVvi_vZin03_v1.1_H000208F_004.ver1.0.g170000.p01 -          Pkinase              PF00069.31    0.0013   13.8   0.0    0.0019   13.2   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000013F_002.ver1.0.g040840.p01 -          Pkinase              PF00069.31    0.0017   13.4   0.0    0.0037   12.3   0.0   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P14.ver1.0.g255960.p01          -          Pkinase              PF00069.31    0.0017   13.4   0.0    0.0037   12.3   0.0   1.6   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_P518.ver1.0.g450220.p01         -          Pkinase              PF00069.31    0.0022   13.0   0.0    0.0033   12.5   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000027F_009.ver1.0.g064000.p01 -          Pkinase              PF00069.31    0.0025   12.9   0.0    0.0034   12.4   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000026F_007.ver1.0.g062370.p01 -          Pkinase              PF00069.31    0.0029   12.6   0.0      0.37    5.8   0.0   2.2   1   1   0   2   2   2   0 | SP+TM
VITVvi_vZin03_v1.1_P224.ver1.0.g329680.p01         -          Pkinase              PF00069.31    0.0033   12.5   0.0    0.0048   11.9   0.0   1.2   1   0   0   1   1   1   1 | TM
VITVvi_vZin03_v1.1_H000286F_002.ver1.0.g184300.p01 -          Pkinase              PF00069.31    0.0043   12.1   0.0    0.0061   11.6   0.0   1.3   1   0   0   1   1   1   1 | TM
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      04_pfam_models/PF00069.hmm
# Target file:     full_length_lrr_hits.fasta
# Option settings: hmmsearch -A kinase_domain.stk --tblout kinase_domain.txt -E 1 --domE 1 --incE 0.01 --incdomE 0.04 --cpu 8 04_pfam_models/PF00069.hmm full_length_lrr_hits.fasta 
# Current dir:     /Users/briansu/workspace/mamp_prediction_ml/11_grape_analysis/Zinfandel_cl_03
# Date:            Sat May 30 13:19:44 2026
# [ok]
